procavia_capensis ENSPCAG00000009507
echinops_telfairi ENSETEG00000004673
castor_canadensis ENSCCNG00000006279
dipodomys_ordii ENSDORG00000013225
spermophilus_dauricus ENSSDAG00000014732
ictidomys_tridecemlineatus ENSSTOG00000024554
marmota_marmota_marmota ENSMMMG00000008188
oryctolagus_cuniculus ENSOCUG00000011689
ochotona_princeps ENSOPRG00000006620
pan_paniscus ENSPPAG00000041704
pan_troglodytes ENSPTRG00000016900
homo_sapiens ENSG00000113448
gorilla_gorilla ENSGGOG00000006975
pongo_abelii ENSPPYG00000015486
nomascus_leucogenys ENSNLEG00000002595
colobus_angolensis_palliatus ENSCANG00000022336
piliocolobus_tephrosceles ENSPTEG00000017681
rhinopithecus_bieti ENSRBIG00000043913
mandrillus_leucophaeus ENSMLEG00000026261
theropithecus_gelada ENSTGEG00000014967
cercocebus_atys ENSCATG00000029716
chlorocebus_sabaeus ENSCSAG00000016138
macaca_mulatta ENSMMUG00000012132
macaca_fascicularis ENSMFAG00000041776
macaca_nemestrina ENSMNEG00000028858
cebus_capucinus_imitator ENSCCAG00000021783
saimiri_boliviensis_boliviensis ENSSBOG00000026448
callithrix_jacchus ENSCJAG00000015215
aotus_nancymaae ENSANAG00000032922
rhinopithecus_roxellana ENSRROG00000025848
papio_anubis ENSPANG00000025038
ursus_americanus ENSUAMG00000023867
ursus_maritimus ENSUMAG00000008988
myotis_lucifugus ENSMLUG00000016574
dasypus_novemcinctus ENSDNOG00000044626
loxodonta_africana ENSLAFG00000000301
otolemur_garnettii ENSOGAG00000011831
microcebus_murinus ENSMICG00000014743
carlito_syrichta ENSTSYG00000003763
bos_taurus ENSBTAG00000000494
bos_mutus ENSBMUG00000005362
bison_bison_bison ENSBBBG00000003548
capra_hircus ENSCHIG00000017295
ovis_aries ENSOARG00000007210
tursiops_truncatus ENSTTRG00000006127
sus_scrofa ENSSSCG00000016929
vicugna_pacos ENSVPAG00000006647
equus_caballus ENSECAG00000013771
equus_asinus_asinus ENSEASG00005011890
mustela_putorius_furo ENSMPUG00000007399
neovison_vison ENSNVIG00000008370
ailuropoda_melanoleuca ENSAMEG00000003551
canis_lupus_familiaris ENSCAFG00000007100
canis_lupus_dingo ENSCAFG00020023895
vulpes_vulpes ENSVVUG00000021728
panthera_pardus ENSPPRG00000013829
panthera_tigris_altaica ENSPTIG00000019511
felis_catus ENSFCAG00000027730
sorex_araneus ENSSARG00000004730
erinaceus_europaeus ENSEEUG00000001424
pteropus_vampyrus ENSPVAG00000001794
choloepus_hoffmanni ENSCHOG00000000056
prolemur_simus ENSPSMG00000016065
propithecus_coquereli ENSPCOG00000018171
tupaia_belangeri ENSTBEG00000016804
cavia_porcellus ENSCPOG00000004873
cavia_aperea ENSCAPG00000006553
chinchilla_lanigera ENSCLAG00000006363
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019464
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007099
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007974
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009122
fukomys_damarensis ENSFDAG00000010326
ornithorhynchus_anatinus ENSOANG00000031315
mus_spicilegus ENSMSIG00000016032
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019760
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021699
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018881
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015952
rattus_norvegicus ENSRNOG00000042536
meriones_unguiculatus ENSMUGG00000014719
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024114
cricetulus_griseus_crigri-picr ENSCGRG00015001866
cricetulus_griseus_crigri_1.0 ENSCGRG00000018430
mesocricetus_auratus ENSMAUG00000008303
microtus_ochrogaster ENSMOCG00000019003
peromyscus_maniculatus_bairdii ENSPEMG00000022726
nannospalax_galili ENSNGAG00000003943
jaculus_jaculus ENSJJAG00000017090
octodon_degus ENSODEG00000017385
manacus_vitellinus ENSMVIG00005016416
lepidothrix_coronata ENSLCOG00000007812
melopsittacus_undulatus ENSMUNG00000013398
cyanistes_caeruleus ENSCCEG00000016375
cyanistes_caeruleus ENSCCEG00000016379
parus_major ENSPMJG00000016081
ficedula_albicollis ENSFALG00000011007
lonchura_striata_domestica ENSLSDG00000017242
taeniopygia_guttata ENSTGUG00000002630
serinus_canaria ENSSCAG00000009477
zonotrichia_albicollis ENSZALG00000011576
calidris_pygmaea ENSCPGG00000010538
calidris_pugnax ENSCPUG00000014963
calidris_pygmaea ENSCPGG00000013116
gallus_gallus ENSGALG00000014727
meleagris_gallopavo ENSMGAG00000004082
coturnix_japonica ENSCJPG00005001531
numida_meleagris ENSNMEG00000006885
anser_brachyrhynchus ENSABRG00000021243
anas_platyrhynchos_platyrhynchos ENSAPLG00000005416
dromaius_novaehollandiae ENSDNVG00000017144
dromaius_novaehollandiae ENSDNVG00000017153
apteryx_haastii ENSAHAG00000013384
apteryx_haastii ENSAHAG00000013397
apteryx_owenii ENSAOWG00000018900
apteryx_rowi ENSARWG00000002783
nothoprocta_perdicaria ENSNPEG00000000196
crocodylus_porosus ENSCPRG00005017055
anolis_carolinensis ENSACAG00000009088
pogona_vitticeps ENSPVIG00000001194
notechis_scutatus ENSNSUG00000003196
salvator_merianae ENSSMRG00000018951
sphenodon_punctatus ENSSPUG00000001693
chelonoidis_abingdonii ENSCABG00000021224
gopherus_agassizii ENSGAGG00000000592
pelodiscus_sinensis ENSPSIG00000006707
latimeria_chalumnae ENSLACG00000017682
chrysemys_picta_bellii ENSCPBG00000005500
esox_lucius ENSELUG00000002131
esox_lucius ENSELUG00000018270
fundulus_heteroclitus ENSFHEG00000016937
cyprinodon_variegatus ENSCVAG00000011304
poecilia_mexicana ENSPMEG00000008829
poecilia_latipinna ENSPLAG00000019318
poecilia_formosa ENSPFOG00000019201
poecilia_reticulata ENSPREG00000017755
xiphophorus_maculatus ENSXMAG00000015552
gambusia_affinis ENSGAFG00000013215
kryptolebias_marmoratus ENSKMAG00000014700
oryzias_latipes_asm223467v1 ENSORLG00000004643
oryzias_latipes_asm223471v1 ENSORLG00020020974
oryzias_latipes_asm223469v1 ENSORLG00015009545
oryzias_melastigma ENSOMEG00000022755
amphiprion_ocellaris ENSAOCG00000000801
amphiprion_percula ENSAPEG00000004402
stegastes_partitus ENSSPAG00000021841
haplochromis_burtoni ENSHBUG00000011891
maylandia_zebra ENSMZEG00005005989
pundamilia_nyererei ENSPNYG00000009643
astatotilapia_calliptera ENSACLG00000016020
oreochromis_niloticus ENSONIG00000015095
neolamprologus_brichardi ENSNBRG00000013158
amphilophus_citrinellus ENSACIG00000002655
labrus_bergylta ENSLBEG00000017094
mola_mola ENSMMOG00000000364
anabas_testudineus ENSATEG00000016050
seriola_dumerili ENSSDUG00000000227
seriola_lalandi_dorsalis ENSSLDG00000020645
scophthalmus_maximus ENSSMAG00000001598
mastacembelus_armatus ENSMAMG00000021085
monopterus_albus ENSMALG00000016202
gasterosteus_aculeatus ENSGACG00000007191
cynoglossus_semilaevis ENSCSEG00000016982
cynoglossus_semilaevis ENSCSEG00000014124
tetraodon_nigroviridis ENSTNIG00000017595
takifugu_rubripes ENSTRUG00000013545
hippocampus_comes ENSHCOG00000017800
gadus_morhua ENSGMOG00000007843
pygocentrus_nattereri ENSPNAG00000003249
ictalurus_punctatus ENSIPUG00000008197
astyanax_mexicanus ENSAMXG00000029287
danio_rerio ENSDARG00000032761
pygocentrus_nattereri ENSPNAG00000014584
astyanax_mexicanus ENSAMXG00000032612
ictalurus_punctatus ENSIPUG00000015377
scleropages_formosus ENSSFOG00015007468
paramormyrops_kingsleyae ENSPKIG00000018391
lepisosteus_oculatus ENSLOCG00000007665
pogona_vitticeps ENSPVIG00000017876
notechis_scutatus ENSNSUG00000016851
salvator_merianae ENSSMRG00000022950
sphenodon_punctatus ENSSPUG00000010116
crocodylus_porosus ENSCPRG00005015785
crocodylus_porosus ENSCPRG00005015779
junco_hyemalis ENSJHYG00000006048
lepidothrix_coronata ENSLCOG00000007764
calidris_pygmaea ENSCPGG00000006333
anas_platyrhynchos_platyrhynchos ENSAPLG00000027403
anser_brachyrhynchus ENSABRG00000001422
apteryx_haastii ENSAHAG00000006352
apteryx_rowi ENSARWG00000018750
apteryx_owenii ENSAOWG00000013932
dromaius_novaehollandiae ENSDNVG00000011309
chelonoidis_abingdonii ENSCABG00000016323
pelodiscus_sinensis ENSPSIG00000002160
xenopus_tropicalis ENSXETG00000012922
latimeria_chalumnae ENSLACG00000013673
periophthalmus_magnuspinnatus ENSPMGG00000012850
anolis_carolinensis ENSACAG00000003054
ornithorhynchus_anatinus ENSOANG00000012296
xenopus_tropicalis ENSXETG00000018854
phascolarctos_cinereus ENSPCIG00000037074
notamacropus_eugenii ENSMEUG00000003464
sarcophilus_harrisii ENSSHAG00000016838
monodelphis_domestica ENSMODG00000019569
ursus_maritimus ENSUMAG00000008976
ursus_americanus ENSUAMG00000008878
canis_lupus_dingo ENSCAFG00020023880
felis_catus ENSFCAG00000045939
equus_asinus_asinus ENSEASG00005011889
myotis_lucifugus ENSMLUG00000016936
papio_anubis ENSPANG00000035999
rhinopithecus_roxellana ENSRROG00000033840
cricetulus_griseus_crigri_1.0 ENSCGRG00000016915
microcebus_murinus ENSMICG00000029043
dasypus_novemcinctus ENSDNOG00000038464
chelonoidis_abingdonii ENSCABG00000021222
gopherus_agassizii ENSGAGG00000019853
nothoprocta_perdicaria ENSNPEG00000000158
apteryx_owenii ENSAOWG00000018898
melopsittacus_undulatus ENSMUNG00000013396
lepidothrix_coronata ENSLCOG00000008467
acanthochromis_polyacanthus ENSAPOG00000011605
acanthochromis_polyacanthus ENSAPOG00000023289
xiphophorus_couchianus ENSXCOG00000005265
periophthalmus_magnuspinnatus ENSPMGG00000020336
melopsittacus_undulatus ENSMUNG00000007769
