chelonoidis_abingdonii ENSCABG00000009837
sphenodon_punctatus ENSSPUG00000017811
latimeria_chalumnae ENSLACG00000016907
apteryx_rowi ENSARWG00000000031
apteryx_haastii ENSAHAG00000011800
taeniopygia_guttata ENSTGUG00000000957
junco_hyemalis ENSJHYG00000004482
parus_major ENSPMJG00000018435
cyanistes_caeruleus ENSCCEG00000015365
serinus_canaria ENSSCAG00000007933
zonotrichia_albicollis ENSZALG00000004373
ficedula_albicollis ENSFALG00000002793
calidris_pygmaea ENSCPGG00000013114
gallus_gallus ENSGALG00000032199
coturnix_japonica ENSCJPG00005016042
meleagris_gallopavo ENSMGAG00000007524
anolis_carolinensis ENSACAG00000000905
nothoprocta_perdicaria ENSNPEG00000007045
ictalurus_punctatus ENSIPUG00000020219
astyanax_mexicanus ENSAMXG00000020619
danio_rerio ENSDARG00000004378
scleropages_formosus ENSSFOG00015021516
xiphophorus_maculatus ENSXMAG00000002890
xiphophorus_couchianus ENSXCOG00000020156
poecilia_reticulata ENSPREG00000005009
poecilia_mexicana ENSPMEG00000015684
poecilia_latipinna ENSPLAG00000020783
gambusia_affinis ENSGAFG00000015675
fundulus_heteroclitus ENSFHEG00000000198
oryzias_latipes_asm223469v1 ENSORLG00015011167
oryzias_latipes_asm223467v1 ENSORLG00000011084
oryzias_latipes_asm223471v1 ENSORLG00020019265
oryzias_melastigma ENSOMEG00000009132
maylandia_zebra ENSMZEG00005006002
astatotilapia_calliptera ENSACLG00000019592
haplochromis_burtoni ENSHBUG00000018891
pundamilia_nyererei ENSPNYG00000009397
neolamprologus_brichardi ENSNBRG00000010599
oreochromis_niloticus ENSONIG00000002248
amphilophus_citrinellus ENSACIG00000021107
takifugu_rubripes ENSTRUG00000012570
tetraodon_nigroviridis ENSTNIG00000016986
mola_mola ENSMMOG00000019823
gasterosteus_aculeatus ENSGACG00000005767
hippocampus_comes ENSHCOG00000018194
mastacembelus_armatus ENSMAMG00000011539
anabas_testudineus ENSATEG00000016203
seriola_dumerili ENSSDUG00000008865
scophthalmus_maximus ENSSMAG00000011159
labrus_bergylta ENSLBEG00000002440
amphiprion_ocellaris ENSAOCG00000008657
amphiprion_percula ENSAPEG00000014809
acanthochromis_polyacanthus ENSAPOG00000021415
stegastes_partitus ENSSPAG00000016541
periophthalmus_magnuspinnatus ENSPMGG00000005853
gadus_morhua ENSGMOG00000015603
esox_lucius ENSELUG00000002361
seriola_lalandi_dorsalis ENSSLDG00000009505
cynoglossus_semilaevis ENSCSEG00000015945
poecilia_formosa ENSPFOG00000006894
cyprinodon_variegatus ENSCVAG00000006923
kryptolebias_marmoratus ENSKMAG00000003276
seriola_lalandi_dorsalis ENSSLDG00000012316
monopterus_albus ENSMALG00000016502
pygocentrus_nattereri ENSPNAG00000004051
paramormyrops_kingsleyae ENSPKIG00000010342
xenopus_tropicalis ENSXETG00000020659
propithecus_coquereli ENSPCOG00000021101
microcebus_murinus ENSMICG00000006166
prolemur_simus ENSPSMG00000021779
otolemur_garnettii ENSOGAG00000015559
