anabas_testudineus ENSATEG00000024037
monopterus_albus ENSMALG00000013351
mola_mola ENSMMOG00000009319
takifugu_rubripes ENSTRUG00000024051
cynoglossus_semilaevis ENSCSEG00000021528
maylandia_zebra ENSMZEG00005026474
astatotilapia_calliptera ENSACLG00000023661
pundamilia_nyererei ENSPNYG00000002725
haplochromis_burtoni ENSHBUG00000005260
neolamprologus_brichardi ENSNBRG00000006563
amphilophus_citrinellus ENSACIG00000013131
hippocampus_comes ENSHCOG00000007887
fundulus_heteroclitus ENSFHEG00000005969
cyprinodon_variegatus ENSCVAG00000010033
xiphophorus_maculatus ENSXMAG00000029726
xiphophorus_couchianus ENSXCOG00000014392
poecilia_mexicana ENSPMEG00000001456
poecilia_latipinna ENSPLAG00000009141
poecilia_reticulata ENSPREG00000000888
gambusia_affinis ENSGAFG00000000276
oryzias_latipes_asm223469v1 ENSORLG00015005121
oryzias_latipes_asm223471v1 ENSORLG00020011109
oryzias_latipes_asm223467v1 ENSORLG00000026467
oryzias_melastigma ENSOMEG00000000578
oryzias_latipes_asm223467v1 ENSORLG00000025974
oryzias_latipes_asm223469v1 ENSORLG00015005106
oryzias_melastigma ENSOMEG00000021929
amphiprion_percula ENSAPEG00000022813
amphiprion_ocellaris ENSAOCG00000002738
acanthochromis_polyacanthus ENSAPOG00000022831
mastacembelus_armatus ENSMAMG00000001717
labrus_bergylta ENSLBEG00000015826
seriola_lalandi_dorsalis ENSSLDG00000013954
seriola_dumerili ENSSDUG00000001942
scophthalmus_maximus ENSSMAG00000020900
periophthalmus_magnuspinnatus ENSPMGG00000023192
