calidris_pygmaea ENSCPGG00000000484
calidris_pugnax ENSCPUG00000001911
lonchura_striata_domestica ENSLSDG00000015236
serinus_canaria ENSSCAG00000014335
taeniopygia_guttata ENSTGUG00000009536
parus_major ENSPMJG00000018079
cyanistes_caeruleus ENSCCEG00000016862
ficedula_albicollis ENSFALG00000002277
zonotrichia_albicollis ENSZALG00000017545
junco_hyemalis ENSJHYG00000013077
lepidothrix_coronata ENSLCOG00000000981
manacus_vitellinus ENSMVIG00005011323
melopsittacus_undulatus ENSMUNG00000000452
anser_brachyrhynchus ENSABRG00000012560
anas_platyrhynchos_platyrhynchos ENSAPLG00000019496
gallus_gallus ENSGALG00000003144
coturnix_japonica ENSCJPG00005021401
meleagris_gallopavo ENSMGAG00000008272
numida_meleagris ENSNMEG00000006582
apteryx_owenii ENSAOWG00000003119
apteryx_haastii ENSAHAG00000011050
apteryx_rowi ENSARWG00000007772
dromaius_novaehollandiae ENSDNVG00000011664
nothoprocta_perdicaria ENSNPEG00000005437
crocodylus_porosus ENSCPRG00005002100
gopherus_agassizii ENSGAGG00000012790
chelonoidis_abingdonii ENSCABG00000005236
chrysemys_picta_bellii ENSCPBG00000004548
pelodiscus_sinensis ENSPSIG00000008687
anolis_carolinensis ENSACAG00000009216
pogona_vitticeps ENSPVIG00000001182
salvator_merianae ENSSMRG00000021654
notechis_scutatus ENSNSUG00000001964
sphenodon_punctatus ENSSPUG00000005388
phascolarctos_cinereus ENSPCIG00000036134
phascolarctos_cinereus ENSPCIG00000033870
notamacropus_eugenii ENSMEUG00000014985
sarcophilus_harrisii ENSSHAG00000002177
monodelphis_domestica ENSMODG00000014814
sus_scrofa ENSSSCG00000017614
vicugna_pacos ENSVPAG00000008613
capra_hircus ENSCHIG00000012511
ovis_aries ENSOARG00000007011
bos_taurus ENSBTAG00000009948
bos_mutus ENSBMUG00000025070
bison_bison_bison ENSBBBG00000011147
tursiops_truncatus ENSTTRG00000008104
ailuropoda_melanoleuca ENSAMEG00000002783
ursus_maritimus ENSUMAG00000000961
neovison_vison ENSNVIG00000012307
mustela_putorius_furo ENSMPUG00000015388
canis_lupus_familiaris ENSCAFG00000017390
canis_lupus_dingo ENSCAFG00020025605
vulpes_vulpes ENSVVUG00000011697
panthera_pardus ENSPPRG00000023970
panthera_tigris_altaica ENSPTIG00000005760
felis_catus ENSFCAG00000008031
pteropus_vampyrus ENSPVAG00000003923
myotis_lucifugus ENSMLUG00000010740
erinaceus_europaeus ENSEEUG00000014194
sorex_araneus ENSSARG00000012344
equus_caballus ENSECAG00000023195
equus_caballus ENSECAG00000024430
pan_troglodytes ENSPTRG00000009432
pan_paniscus ENSPPAG00000032434
gorilla_gorilla ENSGGOG00000011793
homo_sapiens ENSG00000121060
pongo_abelii ENSPPYG00000008249
nomascus_leucogenys ENSNLEG00000035604
papio_anubis ENSPANG00000022321
theropithecus_gelada ENSTGEG00000023777
cercocebus_atys ENSCATG00000040912
mandrillus_leucophaeus ENSMLEG00000033120
chlorocebus_sabaeus ENSCSAG00000005591
macaca_mulatta ENSMMUG00000005790
macaca_nemestrina ENSMNEG00000044229
macaca_fascicularis ENSMFAG00000040872
rhinopithecus_bieti ENSRBIG00000042817
rhinopithecus_roxellana ENSRROG00000036932
colobus_angolensis_palliatus ENSCANG00000037883
piliocolobus_tephrosceles ENSPTEG00000039460
cebus_capucinus_imitator ENSCCAG00000028628
saimiri_boliviensis_boliviensis ENSSBOG00000008235
callithrix_jacchus ENSCJAG00000013946
aotus_nancymaae ENSANAG00000031157
carlito_syrichta ENSTSYG00000034953
propithecus_coquereli ENSPCOG00000025779
microcebus_murinus ENSMICG00000000659
prolemur_simus ENSPSMG00000020499
otolemur_garnettii ENSOGAG00000003870
tupaia_belangeri ENSTBEG00000011734
castor_canadensis ENSCCNG00000029141
dipodomys_ordii ENSDORG00000012159
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017799
mus_spicilegus ENSMSIG00000030740
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000275
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016953
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018084
rattus_norvegicus ENSRNOG00000002341
meriones_unguiculatus ENSMUGG00000011823
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014623
cricetulus_griseus_crigri-picr ENSCGRG00015005661
cricetulus_griseus_crigri_1.0 ENSCGRG00000004792
mesocricetus_auratus ENSMAUG00000007609
peromyscus_maniculatus_bairdii ENSPEMG00000022682
microtus_ochrogaster ENSMOCG00000003617
jaculus_jaculus ENSJJAG00000021683
ictidomys_tridecemlineatus ENSSTOG00000009323
marmota_marmota_marmota ENSMMMG00000020801
urocitellus_parryii ENSUPAG00010015054
spermophilus_dauricus ENSSDAG00000000416
chinchilla_lanigera ENSCLAG00000017035
octodon_degus ENSODEG00000011829
cavia_aperea ENSCAPG00000013264
cavia_porcellus ENSCPOG00000013452
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009997
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011477
fukomys_damarensis ENSFDAG00000017490
ochotona_princeps ENSOPRG00000016449
oryctolagus_cuniculus ENSOCUG00000011338
dasypus_novemcinctus ENSDNOG00000035232
choloepus_hoffmanni ENSCHOG00000002531
loxodonta_africana ENSLAFG00000022198
procavia_capensis ENSPCAG00000005130
echinops_telfairi ENSETEG00000003682
xenopus_tropicalis ENSXETG00000032524
latimeria_chalumnae ENSLACG00000005683
