salvator_merianae ENSSMRG00000005988
notechis_scutatus ENSNSUG00000016305
coturnix_japonica ENSCJPG00005015104
apteryx_haastii ENSAHAG00000019017
chrysemys_picta_bellii ENSCPBG00000002530
chelonoidis_abingdonii ENSCABG00000015544
equus_asinus_asinus ENSEASG00005002625
equus_caballus ENSECAG00000009794
equus_caballus ENSECAG00000012425
equus_asinus_asinus ENSEASG00005002575
ursus_maritimus ENSUMAG00000022344
ursus_americanus ENSUAMG00000015113
ailuropoda_melanoleuca ENSAMEG00000008252
neovison_vison ENSNVIG00000017064
mustela_putorius_furo ENSMPUG00000002925
canis_lupus_familiaris ENSCAFG00000025063
canis_lupus_dingo ENSCAFG00020013175
vulpes_vulpes ENSVVUG00000009316
myotis_lucifugus ENSMLUG00000027729
myotis_lucifugus ENSMLUG00000026856
myotis_lucifugus ENSMLUG00000024215
myotis_lucifugus ENSMLUG00000030191
myotis_lucifugus ENSMLUG00000003932
myotis_lucifugus ENSMLUG00000029792
myotis_lucifugus ENSMLUG00000028306
myotis_lucifugus ENSMLUG00000028436
myotis_lucifugus ENSMLUG00000030741
myotis_lucifugus ENSMLUG00000025413
pteropus_vampyrus ENSPVAG00000007678
bos_taurus ENSBTAG00000005397
bison_bison_bison ENSBBBG00000017108
bos_mutus ENSBMUG00000010290
bison_bison_bison ENSBBBG00000014019
ovis_aries ENSOARG00000013891
capra_hircus ENSCHIG00000021641
vicugna_pacos ENSVPAG00000005784
sus_scrofa ENSSSCG00000038506
ovis_aries ENSOARG00000014022
bos_taurus ENSBTAG00000052901
bos_taurus ENSBTAG00000050070
bos_mutus ENSBMUG00000015269
bison_bison_bison ENSBBBG00000009220
sus_scrofa ENSSSCG00000015296
vicugna_pacos ENSVPAG00000002648
sorex_araneus ENSSARG00000005793
erinaceus_europaeus ENSEEUG00000014732
cricetulus_griseus_crigri-picr ENSCGRG00015024421
peromyscus_maniculatus_bairdii ENSPEMG00000030386
rattus_norvegicus ENSRNOG00000026207
meriones_unguiculatus ENSMUGG00000014805
castor_canadensis ENSCCNG00000023740
spermophilus_dauricus ENSSDAG00000009777
spermophilus_dauricus ENSSDAG00000009786
urocitellus_parryii ENSUPAG00010022004
marmota_marmota_marmota ENSMMMG00000016091
spermophilus_dauricus ENSSDAG00000009766
marmota_marmota_marmota ENSMMMG00000016094
oryctolagus_cuniculus ENSOCUG00000012162
homo_sapiens ENSG00000117335
pan_troglodytes ENSPTRG00000001931
gorilla_gorilla ENSGGOG00000000170
pongo_abelii ENSPPYG00000000265
nomascus_leucogenys ENSNLEG00000001160
colobus_angolensis_palliatus ENSCANG00000036983
piliocolobus_tephrosceles ENSPTEG00000036141
rhinopithecus_roxellana ENSRROG00000043804
rhinopithecus_bieti ENSRBIG00000000783
macaca_mulatta ENSMMUG00000007129
macaca_fascicularis ENSMFAG00000003828
macaca_nemestrina ENSMNEG00000026757
chlorocebus_sabaeus ENSCSAG00000015190
theropithecus_gelada ENSTGEG00000010974
papio_anubis ENSPANG00000018540
cercocebus_atys ENSCATG00000040738
mandrillus_leucophaeus ENSMLEG00000039859
saimiri_boliviensis_boliviensis ENSSBOG00000019001
cebus_capucinus_imitator ENSCCAG00000024782
callithrix_jacchus ENSCJAG00000003807
aotus_nancymaae ENSANAG00000025195
carlito_syrichta ENSTSYG00000012974
propithecus_coquereli ENSPCOG00000014842
prolemur_simus ENSPSMG00000015529
microcebus_murinus ENSMICG00000041788
otolemur_garnettii ENSOGAG00000008994
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015874
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000016493
mus_spicilegus ENSMSIG00000026219
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015074
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028306
rattus_norvegicus ENSRNOG00000007917
meriones_unguiculatus ENSMUGG00000020185
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002024
cricetulus_griseus_crigri_1.0 ENSCGRG00000012765
cricetulus_griseus_crigri-picr ENSCGRG00015017682
mesocricetus_auratus ENSMAUG00000016084
microtus_ochrogaster ENSMOCG00000016616
peromyscus_maniculatus_bairdii ENSPEMG00000013673
nannospalax_galili ENSNGAG00000015933
chinchilla_lanigera ENSCLAG00000013449
octodon_degus ENSODEG00000007082
cavia_porcellus ENSCPOG00000001306
cavia_aperea ENSCAPG00000000197
castor_canadensis ENSCCNG00000013650
ictidomys_tridecemlineatus ENSSTOG00000031483
urocitellus_parryii ENSUPAG00010016272
marmota_marmota_marmota ENSMMMG00000001683
oryctolagus_cuniculus ENSOCUG00000029672
ochotona_princeps ENSOPRG00000014064
loxodonta_africana ENSLAFG00000000003
procavia_capensis ENSPCAG00000004921
echinops_telfairi ENSETEG00000008294
dasypus_novemcinctus ENSDNOG00000039636
dasypus_novemcinctus ENSDNOG00000047562
choloepus_hoffmanni ENSCHOG00000002325
phascolarctos_cinereus ENSPCIG00000034652
phascolarctos_cinereus ENSPCIG00000037158
amphilophus_citrinellus ENSACIG00000014540
poecilia_formosa ENSPFOG00000024627
periophthalmus_magnuspinnatus ENSPMGG00000010882
ictalurus_punctatus ENSIPUG00000021643
