poecilia_mexicana ENSPMEG00000012073
poecilia_latipinna ENSPLAG00000005532
poecilia_formosa ENSPFOG00000017211
poecilia_reticulata ENSPREG00000006641
xiphophorus_maculatus ENSXMAG00000028599
xiphophorus_couchianus ENSXCOG00000009043
gambusia_affinis ENSGAFG00000006135
fundulus_heteroclitus ENSFHEG00000003910
cyprinodon_variegatus ENSCVAG00000003789
kryptolebias_marmoratus ENSKMAG00000014851
oryzias_latipes_asm223467v1 ENSORLG00000025746
oryzias_latipes_asm223469v1 ENSORLG00015001057
oryzias_latipes_asm223471v1 ENSORLG00020015807
oryzias_melastigma ENSOMEG00000000889
labrus_bergylta ENSLBEG00000003746
cynoglossus_semilaevis ENSCSEG00000010715
hippocampus_comes ENSHCOG00000011698
takifugu_rubripes ENSTRUG00000006643
tetraodon_nigroviridis ENSTNIG00000016633
mola_mola ENSMMOG00000002444
gasterosteus_aculeatus ENSGACG00000004659
mastacembelus_armatus ENSMAMG00000019614
monopterus_albus ENSMALG00000003619
anabas_testudineus ENSATEG00000016926
seriola_lalandi_dorsalis ENSSLDG00000002182
seriola_dumerili ENSSDUG00000001833
scophthalmus_maximus ENSSMAG00000009645
amphiprion_percula ENSAPEG00000022996
amphiprion_ocellaris ENSAOCG00000003376
acanthochromis_polyacanthus ENSAPOG00000001237
stegastes_partitus ENSSPAG00000011231
maylandia_zebra ENSMZEG00005008855
astatotilapia_calliptera ENSACLG00000025408
pundamilia_nyererei ENSPNYG00000018537
haplochromis_burtoni ENSHBUG00000021467
oreochromis_niloticus ENSONIG00000010017
amphilophus_citrinellus ENSACIG00000007978
periophthalmus_magnuspinnatus ENSPMGG00000020828
gadus_morhua ENSGMOG00000018273
esox_lucius ENSELUG00000000462
pygocentrus_nattereri ENSPNAG00000016791
astyanax_mexicanus ENSAMXG00000042809
ictalurus_punctatus ENSIPUG00000020626
danio_rerio ENSDARG00000016656
scleropages_formosus ENSSFOG00015005386
paramormyrops_kingsleyae ENSPKIG00000021047
lepisosteus_oculatus ENSLOCG00000015691
apteryx_owenii ENSAOWG00000010555
apteryx_haastii ENSAHAG00000005525
apteryx_rowi ENSARWG00000012668
dromaius_novaehollandiae ENSDNVG00000001200
nothoprocta_perdicaria ENSNPEG00000003026
lepidothrix_coronata ENSLCOG00000014777
manacus_vitellinus ENSMVIG00005013938
cyanistes_caeruleus ENSCCEG00000019001
parus_major ENSPMJG00000004199
ficedula_albicollis ENSFALG00000007588
taeniopygia_guttata ENSTGUG00000005912
lonchura_striata_domestica ENSLSDG00000013996
junco_hyemalis ENSJHYG00000014035
zonotrichia_albicollis ENSZALG00000006484
serinus_canaria ENSSCAG00000012184
melopsittacus_undulatus ENSMUNG00000012147
calidris_pygmaea ENSCPGG00000019457
calidris_pugnax ENSCPUG00000002818
meleagris_gallopavo ENSMGAG00000006748
gallus_gallus ENSGALG00000008698
coturnix_japonica ENSCJPG00005004124
numida_meleagris ENSNMEG00000009872
anser_brachyrhynchus ENSABRG00000018922
