lepidothrix_coronata ENSLCOG00000010477
manacus_vitellinus ENSMVIG00005019378
coturnix_japonica ENSCJPG00005018640
numida_meleagris ENSNMEG00000011307
anas_platyrhynchos_platyrhynchos ENSAPLG00000024922
anser_brachyrhynchus ENSABRG00000017538
calidris_pugnax ENSCPUG00000011853
calidris_pygmaea ENSCPGG00000016073
melopsittacus_undulatus ENSMUNG00000004747
junco_hyemalis ENSJHYG00000014630
zonotrichia_albicollis ENSZALG00000013033
serinus_canaria ENSSCAG00000011653
lonchura_striata_domestica ENSLSDG00000013345
parus_major ENSPMJG00000019859
cyanistes_caeruleus ENSCCEG00000021019
apteryx_haastii ENSAHAG00000010287
apteryx_owenii ENSAOWG00000014422
apteryx_rowi ENSARWG00000007650
dromaius_novaehollandiae ENSDNVG00000014758
crocodylus_porosus ENSCPRG00005010263
chelonoidis_abingdonii ENSCABG00000017157
gopherus_agassizii ENSGAGG00000022963
chrysemys_picta_bellii ENSCPBG00000009833
