mastacembelus_armatus ENSMAMG00000003738
monopterus_albus ENSMALG00000003110
anabas_testudineus ENSATEG00000002812
seriola_lalandi_dorsalis ENSSLDG00000005354
seriola_dumerili ENSSDUG00000019419
scophthalmus_maximus ENSSMAG00000001805
poecilia_latipinna ENSPLAG00000015596
poecilia_formosa ENSPFOG00000014556
poecilia_mexicana ENSPMEG00000010588
poecilia_reticulata ENSPREG00000010281
xiphophorus_maculatus ENSXMAG00000013919
xiphophorus_couchianus ENSXCOG00000012573
gambusia_affinis ENSGAFG00000015881
fundulus_heteroclitus ENSFHEG00000013956
cyprinodon_variegatus ENSCVAG00000005188
kryptolebias_marmoratus ENSKMAG00000011041
oryzias_latipes_asm223467v1 ENSORLG00000027809
oryzias_latipes_asm223471v1 ENSORLG00020006646
oryzias_melastigma ENSOMEG00000001586
maylandia_zebra ENSMZEG00005022388
maylandia_zebra ENSMZEG00005025967
astatotilapia_calliptera ENSACLG00000000243
pundamilia_nyererei ENSPNYG00000000448
haplochromis_burtoni ENSHBUG00000007968
neolamprologus_brichardi ENSNBRG00000002622
oreochromis_niloticus ENSONIG00000011300
amphilophus_citrinellus ENSACIG00000003413
amphiprion_ocellaris ENSAOCG00000020734
amphiprion_percula ENSAPEG00000010596
acanthochromis_polyacanthus ENSAPOG00000001793
stegastes_partitus ENSSPAG00000011974
labrus_bergylta ENSLBEG00000012630
gasterosteus_aculeatus ENSGACG00000020190
takifugu_rubripes ENSTRUG00000001995
tetraodon_nigroviridis ENSTNIG00000006760
mola_mola ENSMMOG00000005892
cynoglossus_semilaevis ENSCSEG00000012874
hippocampus_comes ENSHCOG00000013100
periophthalmus_magnuspinnatus ENSPMGG00000007594
gadus_morhua ENSGMOG00000012119
esox_lucius ENSELUG00000005572
pygocentrus_nattereri ENSPNAG00000029448
astyanax_mexicanus ENSAMXG00000006401
ictalurus_punctatus ENSIPUG00000020634
danio_rerio ENSDARG00000077180
danio_rerio ENSDARG00000093531
