scophthalmus_maximus ENSSMAG00000008019
cynoglossus_semilaevis ENSCSEG00000015937
seriola_lalandi_dorsalis ENSSLDG00000010846
seriola_dumerili ENSSDUG00000008918
oryzias_latipes_asm223467v1 ENSORLG00000028348
oryzias_latipes_asm223469v1 ENSORLG00015005385
oryzias_latipes_asm223471v1 ENSORLG00020007725
amphiprion_ocellaris ENSAOCG00000008485
periophthalmus_magnuspinnatus ENSPMGG00000012154
hippocampus_comes ENSHCOG00000004449
pygocentrus_nattereri ENSPNAG00000002822
pogona_vitticeps ENSPVIG00000003311
anolis_carolinensis ENSACAG00000028144
gopherus_agassizii ENSGAGG00000024813
chelonoidis_abingdonii ENSCABG00000021316
apteryx_rowi ENSARWG00000017636
apteryx_owenii ENSAOWG00000019145
apteryx_haastii ENSAHAG00000002596
dromaius_novaehollandiae ENSDNVG00000002840
anas_platyrhynchos_platyrhynchos ENSAPLG00000030244
numida_meleagris ENSNMEG00000013803
lonchura_striata_domestica ENSLSDG00000017488
parus_major ENSPMJG00000008092
junco_hyemalis ENSJHYG00000002413
