ciona_savignyi ENSCSAVG00000007361
ciona_intestinalis ENSCING00000015683
meleagris_gallopavo ENSMGAG00000004883
gallus_gallus ENSGALG00000039791
anser_brachyrhynchus ENSABRG00000020672
calidris_pygmaea ENSCPGG00000009382
calidris_pugnax ENSCPUG00000011109
parus_major ENSPMJG00000006949
ficedula_albicollis ENSFALG00000001428
taeniopygia_guttata ENSTGUG00000004356
lonchura_striata_domestica ENSLSDG00000003181
zonotrichia_albicollis ENSZALG00000005476
serinus_canaria ENSSCAG00000005034
junco_hyemalis ENSJHYG00000007370
lepidothrix_coronata ENSLCOG00000012566
manacus_vitellinus ENSMVIG00005001207
melopsittacus_undulatus ENSMUNG00000008297
apteryx_haastii ENSAHAG00000015345
apteryx_owenii ENSAOWG00000015695
apteryx_rowi ENSARWG00000015278
crocodylus_porosus ENSCPRG00005003644
gopherus_agassizii ENSGAGG00000021071
chelonoidis_abingdonii ENSCABG00000004694
chrysemys_picta_bellii ENSCPBG00000022775
pelodiscus_sinensis ENSPSIG00000017864
pogona_vitticeps ENSPVIG00000018089
anolis_carolinensis ENSACAG00000017227
salvator_merianae ENSSMRG00000021346
sphenodon_punctatus ENSSPUG00000013774
notamacropus_eugenii ENSMEUG00000002613
phascolarctos_cinereus ENSPCIG00000034416
monodelphis_domestica ENSMODG00000006683
sarcophilus_harrisii ENSSHAG00000018920
cricetulus_griseus_crigri-picr ENSCGRG00015016227
cricetulus_griseus_crigri_1.0 ENSCGRG00000014983
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023876
mesocricetus_auratus ENSMAUG00000008242
peromyscus_maniculatus_bairdii ENSPEMG00000004526
microtus_ochrogaster ENSMOCG00000008747
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026856
mus_spicilegus ENSMSIG00000003579
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024311
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023394
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024851
rattus_norvegicus ENSRNOG00000017663
