apteryx_rowi ENSARWG00000001464
apteryx_owenii ENSAOWG00000004190
apteryx_haastii ENSAHAG00000003974
dromaius_novaehollandiae ENSDNVG00000010770
nothoprocta_perdicaria ENSNPEG00000015645
gallus_gallus ENSGALG00000010801
coturnix_japonica ENSCJPG00005012289
meleagris_gallopavo ENSMGAG00000011430
numida_meleagris ENSNMEG00000022512
anser_brachyrhynchus ENSABRG00000022650
anas_platyrhynchos_platyrhynchos ENSAPLG00000024168
manacus_vitellinus ENSMVIG00005009025
lepidothrix_coronata ENSLCOG00000003393
parus_major ENSPMJG00000001995
cyanistes_caeruleus ENSCCEG00000008726
lonchura_striata_domestica ENSLSDG00000017887
serinus_canaria ENSSCAG00000006310
junco_hyemalis ENSJHYG00000000786
melopsittacus_undulatus ENSMUNG00000012188
zonotrichia_albicollis ENSZALG00000003503
calidris_pugnax ENSCPUG00000011635
calidris_pygmaea ENSCPGG00000013757
crocodylus_porosus ENSCPRG00005005565
gopherus_agassizii ENSGAGG00000014142
chelonoidis_abingdonii ENSCABG00000016048
chrysemys_picta_bellii ENSCPBG00000003777
pelodiscus_sinensis ENSPSIG00000003435
pogona_vitticeps ENSPVIG00000009294
notechis_scutatus ENSNSUG00000001045
salvator_merianae ENSSMRG00000017995
phascolarctos_cinereus ENSPCIG00000018188
notamacropus_eugenii ENSMEUG00000002418
sarcophilus_harrisii ENSSHAG00000001845
myotis_lucifugus ENSMLUG00000013204
sus_scrofa ENSSSCG00000025097
erinaceus_europaeus ENSEEUG00000013032
neovison_vison ENSNVIG00000008187
mustela_putorius_furo ENSMPUG00000007106
ursus_americanus ENSUAMG00000017921
ursus_maritimus ENSUMAG00000022232
ailuropoda_melanoleuca ENSAMEG00000009431
canis_lupus_dingo ENSCAFG00020012280
canis_lupus_familiaris ENSCAFG00000018992
vulpes_vulpes ENSVVUG00000026772
panthera_pardus ENSPPRG00000003926
panthera_tigris_altaica ENSPTIG00000020274
felis_catus ENSFCAG00000012971
equus_caballus ENSECAG00000031246
tursiops_truncatus ENSTTRG00000015542
vicugna_pacos ENSVPAG00000001508
bos_mutus ENSBMUG00000015460
bos_taurus ENSBTAG00000046583
bison_bison_bison ENSBBBG00000018167
capra_hircus ENSCHIG00000020700
ovis_aries ENSOARG00000007510
pteropus_vampyrus ENSPVAG00000004409
rattus_norvegicus ENSRNOG00000026594
mus_spicilegus ENSMSIG00000028836
meriones_unguiculatus ENSMUGG00000026939
cricetulus_griseus_crigri-picr ENSCGRG00015004903
peromyscus_maniculatus_bairdii ENSPEMG00000030987
castor_canadensis ENSCCNG00000023145
ictidomys_tridecemlineatus ENSSTOG00000023477
spermophilus_dauricus ENSSDAG00000002939
marmota_marmota_marmota ENSMMMG00000015201
urocitellus_parryii ENSUPAG00010021239
ochotona_princeps ENSOPRG00000007194
oryctolagus_cuniculus ENSOCUG00000005180
tupaia_belangeri ENSTBEG00000012327
pan_troglodytes ENSPTRG00000043722
pan_paniscus ENSPPAG00000027758
homo_sapiens ENSG00000143001
gorilla_gorilla ENSGGOG00000009578
pongo_abelii ENSPPYG00000001307
nomascus_leucogenys ENSNLEG00000014586
mandrillus_leucophaeus ENSMLEG00000013125
theropithecus_gelada ENSTGEG00000008226
cercocebus_atys ENSCATG00000017980
papio_anubis ENSPANG00000016678
macaca_fascicularis ENSMFAG00000045765
macaca_mulatta ENSMMUG00000008552
macaca_nemestrina ENSMNEG00000031669
chlorocebus_sabaeus ENSCSAG00000001314
colobus_angolensis_palliatus ENSCANG00000020876
piliocolobus_tephrosceles ENSPTEG00000022511
rhinopithecus_bieti ENSRBIG00000037113
rhinopithecus_roxellana ENSRROG00000042079
cebus_capucinus_imitator ENSCCAG00000024822
saimiri_boliviensis_boliviensis ENSSBOG00000013875
callithrix_jacchus ENSCJAG00000015669
aotus_nancymaae ENSANAG00000034515
carlito_syrichta ENSTSYG00000008354
propithecus_coquereli ENSPCOG00000027510
microcebus_murinus ENSMICG00000014844
prolemur_simus ENSPSMG00000021988
loxodonta_africana ENSLAFG00000029436
procavia_capensis ENSPCAG00000004151
echinops_telfairi ENSETEG00000014903
dasypus_novemcinctus ENSDNOG00000036641
