sarcophilus_harrisii ENSSHAG00000010511
monodelphis_domestica ENSMODG00000011895
notamacropus_eugenii ENSMEUG00000007435
octodon_degus ENSODEG00000002993
octodon_degus ENSODEG00000000220
castor_canadensis ENSCCNG00000023441
microtus_ochrogaster ENSMOCG00000012355
peromyscus_maniculatus_bairdii ENSPEMG00000026025
cricetulus_griseus_crigri-picr ENSCGRG00015002721
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003673
cricetulus_griseus_crigri_1.0 ENSCGRG00000011478
mesocricetus_auratus ENSMAUG00000011522
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022109
mus_spicilegus ENSMSIG00000010158
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037058
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023021
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018843
rattus_norvegicus ENSRNOG00000019934
rattus_norvegicus ENSRNOG00000048424
meriones_unguiculatus ENSMUGG00000017281
saimiri_boliviensis_boliviensis ENSSBOG00000023790
otolemur_garnettii ENSOGAG00000010612
equus_asinus_asinus ENSEASG00005020867
equus_caballus ENSECAG00000012036
pteropus_vampyrus ENSPVAG00000015432
neovison_vison ENSNVIG00000014375
mustela_putorius_furo ENSMPUG00000009288
ursus_maritimus ENSUMAG00000015798
ursus_americanus ENSUAMG00000026693
ailuropoda_melanoleuca ENSAMEG00000011339
canis_lupus_dingo ENSCAFG00020003214
panthera_pardus ENSPPRG00000004569
panthera_tigris_altaica ENSPTIG00000020215
felis_catus ENSFCAG00000036394
ovis_aries ENSOARG00000017013
capra_hircus ENSCHIG00000004383
bos_mutus ENSBMUG00000014417
bos_taurus ENSBTAG00000008224
bison_bison_bison ENSBBBG00000012751
tursiops_truncatus ENSTTRG00000003742
sus_scrofa ENSSSCG00000026606
vicugna_pacos ENSVPAG00000006338
carlito_syrichta ENSTSYG00000031194
nannospalax_galili ENSNGAG00000016288
choloepus_hoffmanni ENSCHOG00000011430
marmota_marmota_marmota ENSMMMG00000009828
urocitellus_parryii ENSUPAG00010022060
ictidomys_tridecemlineatus ENSSTOG00000014754
spermophilus_dauricus ENSSDAG00000016662
microcebus_murinus ENSMICG00000012451
tupaia_belangeri ENSTBEG00000004105
sorex_araneus ENSSARG00000003943
macaca_mulatta ENSMMUG00000040766
macaca_nemestrina ENSMNEG00000028526
mandrillus_leucophaeus ENSMLEG00000039988
rhinopithecus_bieti ENSRBIG00000039560
rhinopithecus_bieti ENSRBIG00000040721
rhinopithecus_roxellana ENSRROG00000041268
piliocolobus_tephrosceles ENSPTEG00000031412
colobus_angolensis_palliatus ENSCANG00000040936
gorilla_gorilla ENSGGOG00000006392
pongo_abelii ENSPPYG00000015836
nomascus_leucogenys ENSNLEG00000009141
pan_paniscus ENSPPAG00000039741
pan_troglodytes ENSPTRG00000017296
