equus_caballus ENSECAG00000006136
equus_asinus_asinus ENSEASG00005012099
sorex_araneus ENSSARG00000002358
neovison_vison ENSNVIG00000014114
mustela_putorius_furo ENSMPUG00000001293
ursus_maritimus ENSUMAG00000019396
canis_lupus_familiaris ENSCAFG00000025009
canis_lupus_dingo ENSCAFG00020002968
panthera_pardus ENSPPRG00000010891
panthera_tigris_altaica ENSPTIG00000005116
felis_catus ENSFCAG00000028547
bos_mutus ENSBMUG00000006939
bos_taurus ENSBTAG00000031871
bison_bison_bison ENSBBBG00000014310
ovis_aries ENSOARG00000009077
sus_scrofa ENSSSCG00000001205
tursiops_truncatus ENSTTRG00000013212
mus_spicilegus ENSMSIG00000017755
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019128
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018272
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000059395
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019323
rattus_norvegicus ENSRNOG00000056708
meriones_unguiculatus ENSMUGG00000019243
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009676
cricetulus_griseus_crigri-picr ENSCGRG00015008144
cricetulus_griseus_crigri_1.0 ENSCGRG00000001370
mesocricetus_auratus ENSMAUG00000011736
microtus_ochrogaster ENSMOCG00000002187
peromyscus_maniculatus_bairdii ENSPEMG00000027175
nannospalax_galili ENSNGAG00000001422
jaculus_jaculus ENSJJAG00000011413
dipodomys_ordii ENSDORG00000025596
castor_canadensis ENSCCNG00000001295
cavia_porcellus ENSCPOG00000039853
spermophilus_dauricus ENSSDAG00000022651
urocitellus_parryii ENSUPAG00010011489
oryctolagus_cuniculus ENSOCUG00000016858
prolemur_simus ENSPSMG00000015736
otolemur_garnettii ENSOGAG00000006595
pan_troglodytes ENSPTRG00000017872
pan_paniscus ENSPPAG00000025080
homo_sapiens ENSG00000189134
gorilla_gorilla ENSGGOG00000000690
pongo_abelii ENSPPYG00000016368
theropithecus_gelada ENSTGEG00000003426
chlorocebus_sabaeus ENSCSAG00000019075
piliocolobus_tephrosceles ENSPTEG00000036593
callithrix_jacchus ENSCJAG00000018647
choloepus_hoffmanni ENSCHOG00000006781
dasypus_novemcinctus ENSDNOG00000018346
loxodonta_africana ENSLAFG00000027388
procavia_capensis ENSPCAG00000007296
myotis_lucifugus ENSMLUG00000028544
phascolarctos_cinereus ENSPCIG00000024354
notamacropus_eugenii ENSMEUG00000007044
sarcophilus_harrisii ENSSHAG00000013826
ornithorhynchus_anatinus ENSOANG00000002590
notechis_scutatus ENSNSUG00000009999
anolis_carolinensis ENSACAG00000003695
salvator_merianae ENSSMRG00000017767
lepidothrix_coronata ENSLCOG00000000147
cyanistes_caeruleus ENSCCEG00000020813
sphenodon_punctatus ENSSPUG00000013046
chrysemys_picta_bellii ENSCPBG00000020673
xenopus_tropicalis ENSXETG00000007439
latimeria_chalumnae ENSLACG00000008279
acanthochromis_polyacanthus ENSAPOG00000012760
oryzias_latipes_asm223467v1 ENSORLG00000001037
monopterus_albus ENSMALG00000008095
gambusia_affinis ENSGAFG00000000776
cynoglossus_semilaevis ENSCSEG00000002055
periophthalmus_magnuspinnatus ENSPMGG00000016076
tetraodon_nigroviridis ENSTNIG00000015765
esox_lucius ENSELUG00000020360
pygocentrus_nattereri ENSPNAG00000021449
ictalurus_punctatus ENSIPUG00000019211
lepisosteus_oculatus ENSLOCG00000015241
