anolis_carolinensis ENSACAG00000012491
pogona_vitticeps ENSPVIG00000003682
salvator_merianae ENSSMRG00000012933
chelonoidis_abingdonii ENSCABG00000003755
ficedula_albicollis ENSFALG00000005025
sarcophilus_harrisii ENSSHAG00000001174
notamacropus_eugenii ENSMEUG00000016041
pan_paniscus ENSPPAG00000042548
pan_troglodytes ENSPTRG00000016258
gorilla_gorilla ENSGGOG00000002954
homo_sapiens ENSG00000170509
pongo_abelii ENSPPYG00000014912
nomascus_leucogenys ENSNLEG00000009489
piliocolobus_tephrosceles ENSPTEG00000004886
colobus_angolensis_palliatus ENSCANG00000041849
rhinopithecus_roxellana ENSRROG00000029372
rhinopithecus_bieti ENSRBIG00000027676
macaca_fascicularis ENSMFAG00000040860
macaca_nemestrina ENSMNEG00000043671
macaca_mulatta ENSMMUG00000019040
mandrillus_leucophaeus ENSMLEG00000037103
cercocebus_atys ENSCATG00000025627
papio_anubis ENSPANG00000007692
theropithecus_gelada ENSTGEG00000006305
chlorocebus_sabaeus ENSCSAG00000004328
saimiri_boliviensis_boliviensis ENSSBOG00000023206
cebus_capucinus_imitator ENSCCAG00000027281
callithrix_jacchus ENSCJAG00000006120
aotus_nancymaae ENSANAG00000038096
carlito_syrichta ENSTSYG00000012707
prolemur_simus ENSPSMG00000016633
microcebus_murinus ENSMICG00000008918
propithecus_coquereli ENSPCOG00000016156
otolemur_garnettii ENSOGAG00000009634
tupaia_belangeri ENSTBEG00000017515
vicugna_pacos ENSVPAG00000004010
sus_scrofa ENSSSCG00000009225
bos_mutus ENSBMUG00000025176
bos_taurus ENSBTAG00000031679
bison_bison_bison ENSBBBG00000023490
ovis_aries ENSOARG00000004851
capra_hircus ENSCHIG00000020775
tursiops_truncatus ENSTTRG00000002327
ursus_maritimus ENSUMAG00000025444
ursus_americanus ENSUAMG00000025814
ailuropoda_melanoleuca ENSAMEG00000003284
neovison_vison ENSNVIG00000024873
canis_lupus_dingo ENSCAFG00020008141
canis_lupus_familiaris ENSCAFG00000009511
vulpes_vulpes ENSVVUG00000009228
panthera_tigris_altaica ENSPTIG00000009196
panthera_pardus ENSPPRG00000000914
felis_catus ENSFCAG00000004495
pteropus_vampyrus ENSPVAG00000015904
equus_asinus_asinus ENSEASG00005012750
equus_caballus ENSECAG00000012765
echinops_telfairi ENSETEG00000012585
procavia_capensis ENSPCAG00000012212
choloepus_hoffmanni ENSCHOG00000011240
castor_canadensis ENSCCNG00000004839
dipodomys_ordii ENSDORG00000024644
mesocricetus_auratus ENSMAUG00000000594
microtus_ochrogaster ENSMOCG00000022291
peromyscus_maniculatus_bairdii ENSPEMG00000014885
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005914
cricetulus_griseus_crigri-picr ENSCGRG00015012827
cricetulus_griseus_crigri_1.0 ENSCGRG00000001235
mus_spicilegus ENSMSIG00000005577
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028468
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034528
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027471
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017249
rattus_norvegicus ENSRNOG00000002212
meriones_unguiculatus ENSMUGG00000019979
nannospalax_galili ENSNGAG00000011798
jaculus_jaculus ENSJJAG00000006835
cavia_aperea ENSCAPG00000008641
cavia_porcellus ENSCPOG00000014141
chinchilla_lanigera ENSCLAG00000004944
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002864
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008840
fukomys_damarensis ENSFDAG00000010482
octodon_degus ENSODEG00000008266
spermophilus_dauricus ENSSDAG00000019483
marmota_marmota_marmota ENSMMMG00000007353
ictidomys_tridecemlineatus ENSSTOG00000015091
oryctolagus_cuniculus ENSOCUG00000007232
ochotona_princeps ENSOPRG00000012461
loxodonta_africana ENSLAFG00000004869
erinaceus_europaeus ENSEEUG00000005785
xenopus_tropicalis ENSXETG00000006425
latimeria_chalumnae ENSLACG00000000409
