pan_troglodytes ENSPTRG00000052647
pan_paniscus ENSPPAG00000037724
gorilla_gorilla ENSGGOG00000039741
nomascus_leucogenys ENSNLEG00000034926
piliocolobus_tephrosceles ENSPTEG00000037193
colobus_angolensis_palliatus ENSCANG00000024483
rhinopithecus_bieti ENSRBIG00000036146
rhinopithecus_roxellana ENSRROG00000030991
macaca_fascicularis ENSMFAG00000044208
macaca_nemestrina ENSMNEG00000033194
macaca_mulatta ENSMMUG00000038653
mandrillus_leucophaeus ENSMLEG00000033898
papio_anubis ENSPANG00000033791
cercocebus_atys ENSCATG00000044337
theropithecus_gelada ENSTGEG00000018772
