propithecus_coquereli ENSPCOG00000013885
microcebus_murinus ENSMICG00000036159
otolemur_garnettii ENSOGAG00000011727
cercocebus_atys ENSCATG00000013450
theropithecus_gelada ENSTGEG00000013109
macaca_nemestrina ENSMNEG00000011776
macaca_mulatta ENSMMUG00000016614
macaca_fascicularis ENSMFAG00000035927
papio_anubis ENSPANG00000014917
chlorocebus_sabaeus ENSCSAG00000019656
rhinopithecus_roxellana ENSRROG00000032774
piliocolobus_tephrosceles ENSPTEG00000039749
pan_troglodytes ENSPTRG00000011517
homo_sapiens ENSG00000218891
gorilla_gorilla ENSGGOG00000043034
callithrix_jacchus ENSCJAG00000017105
cebus_capucinus_imitator ENSCCAG00000007302
aotus_nancymaae ENSANAG00000031222
peromyscus_maniculatus_bairdii ENSPEMG00000023581
microtus_ochrogaster ENSMOCG00000000742
mesocricetus_auratus ENSMAUG00000016701
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001604
mus_spicilegus ENSMSIG00000013153
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051550
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030193
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029140
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021008
rattus_norvegicus ENSRNOG00000016608
meriones_unguiculatus ENSMUGG00000004919
nannospalax_galili ENSNGAG00000014667
jaculus_jaculus ENSJJAG00000001015
castor_canadensis ENSCCNG00000019533
urocitellus_parryii ENSUPAG00010002036
ictidomys_tridecemlineatus ENSSTOG00000020940
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009117
octodon_degus ENSODEG00000013209
cavia_porcellus ENSCPOG00000026374
ursus_americanus ENSUAMG00000019352
neovison_vison ENSNVIG00000012421
vulpes_vulpes ENSVVUG00000007015
canis_lupus_dingo ENSCAFG00020015476
panthera_pardus ENSPPRG00000018704
felis_catus ENSFCAG00000042212
equus_caballus ENSECAG00000020219
equus_asinus_asinus ENSEASG00005020733
bos_taurus ENSBTAG00000051917
capra_hircus ENSCHIG00000023249
tursiops_truncatus ENSTTRG00000014482
sus_scrofa ENSSSCG00000025138
pongo_abelii ENSPPYG00000010423
ursus_maritimus ENSUMAG00000024590
dasypus_novemcinctus ENSDNOG00000038526
oryctolagus_cuniculus ENSOCUG00000021931
phascolarctos_cinereus ENSPCIG00000018025
