scophthalmus_maximus ENSSMAG00000008369
mastacembelus_armatus ENSMAMG00000003032
amphilophus_citrinellus ENSACIG00000003483
oryzias_latipes_asm223469v1 ENSORLG00015020030
acanthochromis_polyacanthus ENSAPOG00000007693
seriola_dumerili ENSSDUG00000005357
anabas_testudineus ENSATEG00000001963
poecilia_reticulata ENSPREG00000005183
poecilia_formosa ENSPFOG00000023076
xiphophorus_maculatus ENSXMAG00000029458
pygocentrus_nattereri ENSPNAG00000029947
seriola_lalandi_dorsalis ENSSLDG00000007788
seriola_dumerili ENSSDUG00000021783
labrus_bergylta ENSLBEG00000013814
seriola_dumerili ENSSDUG00000008321
poecilia_latipinna ENSPLAG00000007434
poecilia_mexicana ENSPMEG00000019858
xiphophorus_couchianus ENSXCOG00000016392
xiphophorus_maculatus ENSXMAG00000021761
cyprinodon_variegatus ENSCVAG00000008260
amphilophus_citrinellus ENSACIG00000023216
pygocentrus_nattereri ENSPNAG00000012471
pygocentrus_nattereri ENSPNAG00000014366
astyanax_mexicanus ENSAMXG00000038669
danio_rerio ENSDARG00000105269
danio_rerio ENSDARG00000091954
danio_rerio ENSDARG00000093116
paramormyrops_kingsleyae ENSPKIG00000003844
paramormyrops_kingsleyae ENSPKIG00000008746
paramormyrops_kingsleyae ENSPKIG00000021409
paramormyrops_kingsleyae ENSPKIG00000015045
