poecilia_formosa ENSPFOG00000019010
poecilia_mexicana ENSPMEG00000023957
poecilia_latipinna ENSPLAG00000002273
poecilia_reticulata ENSPREG00000018531
xiphophorus_maculatus ENSXMAG00000015297
xiphophorus_couchianus ENSXCOG00000005196
gambusia_affinis ENSGAFG00000013679
fundulus_heteroclitus ENSFHEG00000022772
cyprinodon_variegatus ENSCVAG00000006014
kryptolebias_marmoratus ENSKMAG00000021198
oryzias_latipes_asm223469v1 ENSORLG00015008698
oryzias_latipes_asm223467v1 ENSORLG00000004946
oryzias_latipes_asm223471v1 ENSORLG00020020201
oryzias_melastigma ENSOMEG00000023298
labrus_bergylta ENSLBEG00000007646
gasterosteus_aculeatus ENSGACG00000007406
mola_mola ENSMMOG00000000250
monopterus_albus ENSMALG00000009508
mastacembelus_armatus ENSMAMG00000001315
anabas_testudineus ENSATEG00000015228
seriola_dumerili ENSSDUG00000022265
seriola_lalandi_dorsalis ENSSLDG00000024922
cynoglossus_semilaevis ENSCSEG00000006770
cynoglossus_semilaevis ENSCSEG00000019049
amphiprion_percula ENSAPEG00000003603
amphiprion_ocellaris ENSAOCG00000019600
acanthochromis_polyacanthus ENSAPOG00000024235
stegastes_partitus ENSSPAG00000002608
maylandia_zebra ENSMZEG00005004920
astatotilapia_calliptera ENSACLG00000017601
pundamilia_nyererei ENSPNYG00000010383
haplochromis_burtoni ENSHBUG00000010591
neolamprologus_brichardi ENSNBRG00000012522
oreochromis_niloticus ENSONIG00000015041
amphilophus_citrinellus ENSACIG00000005693
scophthalmus_maximus ENSSMAG00000001129
tetraodon_nigroviridis ENSTNIG00000003195
takifugu_rubripes ENSTRUG00000023731
periophthalmus_magnuspinnatus ENSPMGG00000017575
hippocampus_comes ENSHCOG00000007899
gadus_morhua ENSGMOG00000005806
danio_rerio ENSDARG00000102147
paramormyrops_kingsleyae ENSPKIG00000017443
scleropages_formosus ENSSFOG00015021052
pygocentrus_nattereri ENSPNAG00000013912
astyanax_mexicanus ENSAMXG00000012868
ictalurus_punctatus ENSIPUG00000025118
esox_lucius ENSELUG00000018750
lepisosteus_oculatus ENSLOCG00000008945
ochotona_princeps ENSOPRG00000002026
dipodomys_ordii ENSDORG00000011526
ornithorhynchus_anatinus ENSOANG00000008821
sorex_araneus ENSSARG00000002338
erinaceus_europaeus ENSEEUG00000000168
tupaia_belangeri ENSTBEG00000009152
castor_canadensis ENSCCNG00000001342
pan_troglodytes ENSPTRG00000017150
pan_paniscus ENSPPAG00000039455
homo_sapiens ENSG00000145780
gorilla_gorilla ENSGGOG00000007224
pongo_abelii ENSPPYG00000015696
nomascus_leucogenys ENSNLEG00000011770
macaca_mulatta ENSMMUG00000041582
macaca_fascicularis ENSMFAG00000046066
macaca_nemestrina ENSMNEG00000031107
theropithecus_gelada ENSTGEG00000011414
papio_anubis ENSPANG00000007270
mandrillus_leucophaeus ENSMLEG00000028665
cercocebus_atys ENSCATG00000041880
chlorocebus_sabaeus ENSCSAG00000014851
colobus_angolensis_palliatus ENSCANG00000031680
piliocolobus_tephrosceles ENSPTEG00000037181
rhinopithecus_bieti ENSRBIG00000033173
rhinopithecus_roxellana ENSRROG00000031609
cebus_capucinus_imitator ENSCCAG00000031190
