ursus_maritimus ENSUMAG00000009088
ursus_americanus ENSUAMG00000005154
ailuropoda_melanoleuca ENSAMEG00000016933
canis_lupus_dingo ENSCAFG00020023776
canis_lupus_familiaris ENSCAFG00000014651
vulpes_vulpes ENSVVUG00000022728
neovison_vison ENSNVIG00000009711
mustela_putorius_furo ENSMPUG00000003792
panthera_tigris_altaica ENSPTIG00000021510
panthera_pardus ENSPPRG00000024742
felis_catus ENSFCAG00000024557
pteropus_vampyrus ENSPVAG00000012994
capra_hircus ENSCHIG00000000214
ovis_aries ENSOARG00000007522
bos_taurus ENSBTAG00000000949
bos_mutus ENSBMUG00000026929
bison_bison_bison ENSBBBG00000020392
tursiops_truncatus ENSTTRG00000000821
sus_scrofa ENSSSCG00000023482
equus_caballus ENSECAG00000004257
equus_asinus_asinus ENSEASG00005017190
myotis_lucifugus ENSMLUG00000004539
homo_sapiens ENSG00000213551
gorilla_gorilla ENSGGOG00000015046
pan_paniscus ENSPPAG00000041136
pan_troglodytes ENSPTRG00000034219
pan_troglodytes ENSPTRG00000047563
pongo_abelii ENSPPYG00000002343
nomascus_leucogenys ENSNLEG00000016595
rhinopithecus_roxellana ENSRROG00000038222
rhinopithecus_bieti ENSRBIG00000043446
colobus_angolensis_palliatus ENSCANG00000029664
piliocolobus_tephrosceles ENSPTEG00000034823
macaca_fascicularis ENSMFAG00000042542
macaca_mulatta ENSMMUG00000011282
macaca_nemestrina ENSMNEG00000030023
cercocebus_atys ENSCATG00000038254
theropithecus_gelada ENSTGEG00000028462
chlorocebus_sabaeus ENSCSAG00000008674
mandrillus_leucophaeus ENSMLEG00000039384
cebus_capucinus_imitator ENSCCAG00000019036
saimiri_boliviensis_boliviensis ENSSBOG00000031051
callithrix_jacchus ENSCJAG00000007535
aotus_nancymaae ENSANAG00000033320
carlito_syrichta ENSTSYG00000011504
microcebus_murinus ENSMICG00000033859
propithecus_coquereli ENSPCOG00000021730
prolemur_simus ENSPSMG00000007579
otolemur_garnettii ENSOGAG00000003496
castor_canadensis ENSCCNG00000018887
dipodomys_ordii ENSDORG00000008273
cricetulus_griseus_crigri-picr ENSCGRG00015017423
cricetulus_griseus_crigri_1.0 ENSCGRG00000001783
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000445
mesocricetus_auratus ENSMAUG00000013252
peromyscus_maniculatus_bairdii ENSPEMG00000021725
microtus_ochrogaster ENSMOCG00000020587
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018986
mus_spicilegus ENSMSIG00000009323
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019864
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021811
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030000
rattus_norvegicus ENSRNOG00000006619
meriones_unguiculatus ENSMUGG00000019604
nannospalax_galili ENSNGAG00000020106
jaculus_jaculus ENSJJAG00000018069
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007809
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012672
fukomys_damarensis ENSFDAG00000019613
octodon_degus ENSODEG00000014637
chinchilla_lanigera ENSCLAG00000010943
cavia_porcellus ENSCPOG00000022628
spermophilus_dauricus ENSSDAG00000015573
urocitellus_parryii ENSUPAG00010011329
ictidomys_tridecemlineatus ENSSTOG00000028067
marmota_marmota_marmota ENSMMMG00000004986
oryctolagus_cuniculus ENSOCUG00000007144
bos_mutus ENSBMUG00000010583
carlito_syrichta ENSTSYG00000002751
procavia_capensis ENSPCAG00000001695
loxodonta_africana ENSLAFG00000014328
sorex_araneus ENSSARG00000013031
erinaceus_europaeus ENSEEUG00000000807
echinops_telfairi ENSETEG00000013329
dasypus_novemcinctus ENSDNOG00000036544
papio_anubis ENSPANG00000032434
ochotona_princeps ENSOPRG00000001072
phascolarctos_cinereus ENSPCIG00000015170
notamacropus_eugenii ENSMEUG00000008631
monodelphis_domestica ENSMODG00000000167
ornithorhynchus_anatinus ENSOANG00000001118
pogona_vitticeps ENSPVIG00000022386
anolis_carolinensis ENSACAG00000004330
notechis_scutatus ENSNSUG00000016134
salvator_merianae ENSSMRG00000012832
sphenodon_punctatus ENSSPUG00000002486
gopherus_agassizii ENSGAGG00000021698
chelonoidis_abingdonii ENSCABG00000012357
chrysemys_picta_bellii ENSCPBG00000007881
pelodiscus_sinensis ENSPSIG00000014698
calidris_pygmaea ENSCPGG00000015671
calidris_pugnax ENSCPUG00000014989
melopsittacus_undulatus ENSMUNG00000011628
taeniopygia_guttata ENSTGUG00000004637
lonchura_striata_domestica ENSLSDG00000011273
zonotrichia_albicollis ENSZALG00000007524
serinus_canaria ENSSCAG00000004520
junco_hyemalis ENSJHYG00000014058
ficedula_albicollis ENSFALG00000012831
parus_major ENSPMJG00000015364
cyanistes_caeruleus ENSCCEG00000019844
manacus_vitellinus ENSMVIG00005006796
lepidothrix_coronata ENSLCOG00000011918
coturnix_japonica ENSCJPG00005012918
meleagris_gallopavo ENSMGAG00000001343
gallus_gallus ENSGALG00000002701
numida_meleagris ENSNMEG00000017137
anser_brachyrhynchus ENSABRG00000022041
anas_platyrhynchos_platyrhynchos ENSAPLG00000026355
apteryx_owenii ENSAOWG00000004231
apteryx_haastii ENSAHAG00000003012
apteryx_rowi ENSARWG00000008053
crocodylus_porosus ENSCPRG00005009735
latimeria_chalumnae ENSLACG00000007959
pygocentrus_nattereri ENSPNAG00000025872
astyanax_mexicanus ENSAMXG00000032113
ictalurus_punctatus ENSIPUG00000012069
danio_rerio ENSDARG00000031293
esox_lucius ENSELUG00000004643
oryzias_latipes_asm223469v1 ENSORLG00015016333
oryzias_latipes_asm223471v1 ENSORLG00020011020
oryzias_latipes_asm223467v1 ENSORLG00000005071
oryzias_melastigma ENSOMEG00000010043
poecilia_latipinna ENSPLAG00000020470
poecilia_formosa ENSPFOG00000018698
poecilia_formosa ENSPFOG00000018647
poecilia_latipinna ENSPLAG00000012430
poecilia_mexicana ENSPMEG00000023865
poecilia_reticulata ENSPREG00000009767
xiphophorus_maculatus ENSXMAG00000018555
xiphophorus_couchianus ENSXCOG00000012378
gambusia_affinis ENSGAFG00000019834
amphiprion_ocellaris ENSAOCG00000022829
acanthochromis_polyacanthus ENSAPOG00000005382
stegastes_partitus ENSSPAG00000005045
scophthalmus_maximus ENSSMAG00000019129
gasterosteus_aculeatus ENSGACG00000010267
monopterus_albus ENSMALG00000019786
mastacembelus_armatus ENSMAMG00000015802
anabas_testudineus ENSATEG00000009422
labrus_bergylta ENSLBEG00000019314
