poecilia_formosa ENSPFOG00000006797
poecilia_mexicana ENSPMEG00000008781
poecilia_latipinna ENSPLAG00000015420
poecilia_reticulata ENSPREG00000022270
xiphophorus_couchianus ENSXCOG00000012742
xiphophorus_maculatus ENSXMAG00000008884
gambusia_affinis ENSGAFG00000011256
cyprinodon_variegatus ENSCVAG00000007380
fundulus_heteroclitus ENSFHEG00000000155
oryzias_latipes_asm223467v1 ENSORLG00000027823
oryzias_latipes_asm223471v1 ENSORLG00020021970
oryzias_latipes_asm223469v1 ENSORLG00015003373
oryzias_melastigma ENSOMEG00000015252
tetraodon_nigroviridis ENSTNIG00000007785
takifugu_rubripes ENSTRUG00000024597
gasterosteus_aculeatus ENSGACG00000009089
amphiprion_percula ENSAPEG00000013064
amphiprion_ocellaris ENSAOCG00000020621
acanthochromis_polyacanthus ENSAPOG00000003194
stegastes_partitus ENSSPAG00000004203
maylandia_zebra ENSMZEG00005015767
astatotilapia_calliptera ENSACLG00000019389
pundamilia_nyererei ENSPNYG00000017432
haplochromis_burtoni ENSHBUG00000017571
neolamprologus_brichardi ENSNBRG00000007720
oreochromis_niloticus ENSONIG00000006177
amphilophus_citrinellus ENSACIG00000002012
labrus_bergylta ENSLBEG00000019973
monopterus_albus ENSMALG00000006503
mastacembelus_armatus ENSMAMG00000010019
anabas_testudineus ENSATEG00000011275
seriola_dumerili ENSSDUG00000020995
seriola_lalandi_dorsalis ENSSLDG00000011917
mola_mola ENSMMOG00000012109
scophthalmus_maximus ENSSMAG00000015656
kryptolebias_marmoratus ENSKMAG00000009925
cynoglossus_semilaevis ENSCSEG00000016467
hippocampus_comes ENSHCOG00000005768
periophthalmus_magnuspinnatus ENSPMGG00000009696
gadus_morhua ENSGMOG00000011847
esox_lucius ENSELUG00000015404
pygocentrus_nattereri ENSPNAG00000008353
astyanax_mexicanus ENSAMXG00000035174
ictalurus_punctatus ENSIPUG00000011673
danio_rerio ENSDARG00000075851
pygocentrus_nattereri ENSPNAG00000015227
astyanax_mexicanus ENSAMXG00000033094
ictalurus_punctatus ENSIPUG00000022760
danio_rerio ENSDARG00000077107
esox_lucius ENSELUG00000018647
scleropages_formosus ENSSFOG00015009360
paramormyrops_kingsleyae ENSPKIG00000017432
scleropages_formosus ENSSFOG00015002161
paramormyrops_kingsleyae ENSPKIG00000005284
lepisosteus_oculatus ENSLOCG00000002126
anolis_carolinensis ENSACAG00000003470
notechis_scutatus ENSNSUG00000012085
salvator_merianae ENSSMRG00000021923
pogona_vitticeps ENSPVIG00000006063
sphenodon_punctatus ENSSPUG00000011344
chelonoidis_abingdonii ENSCABG00000009661
gopherus_agassizii ENSGAGG00000001930
chrysemys_picta_bellii ENSCPBG00000008027
gallus_gallus ENSGALG00000006715
meleagris_gallopavo ENSMGAG00000002341
anas_platyrhynchos_platyrhynchos ENSAPLG00000000725
calidris_pygmaea ENSCPGG00000007625
calidris_pugnax ENSCPUG00000014011
parus_major ENSPMJG00000008628
ficedula_albicollis ENSFALG00000006018
taeniopygia_guttata ENSTGUG00000000407
lepidothrix_coronata ENSLCOG00000004506
apteryx_haastii ENSAHAG00000001848
apteryx_rowi ENSARWG00000005310
nothoprocta_perdicaria ENSNPEG00000007767
serinus_canaria ENSSCAG00000008080
lonchura_striata_domestica ENSLSDG00000018046
junco_hyemalis ENSJHYG00000006564
zonotrichia_albicollis ENSZALG00000010139
cyanistes_caeruleus ENSCCEG00000007261
