drosophila_melanogaster FBgn0000376
caenorhabditis_elegans_strain_n2 WBGene00020111
ciona_intestinalis ENSCING00000020983
ciona_intestinalis ENSCING00000023400
ornithorhynchus_anatinus ENSOANG00000020140
homo_sapiens ENSG00000261732
dasypus_novemcinctus ENSDNOG00000039054
notechis_scutatus ENSNSUG00000001174
apteryx_haastii ENSAHAG00000011216
apteryx_owenii ENSAOWG00000013472
apteryx_rowi ENSARWG00000016716
dromaius_novaehollandiae ENSDNVG00000005787
nothoprocta_perdicaria ENSNPEG00000014760
lonchura_striata_domestica ENSLSDG00000000823
taeniopygia_guttata ENSTGUG00000003176
serinus_canaria ENSSCAG00000002771
zonotrichia_albicollis ENSZALG00000000079
junco_hyemalis ENSJHYG00000000722
parus_major ENSPMJG00000008175
cyanistes_caeruleus ENSCCEG00000020774
ficedula_albicollis ENSFALG00000004993
lepidothrix_coronata ENSLCOG00000007147
manacus_vitellinus ENSMVIG00005009882
melopsittacus_undulatus ENSMUNG00000004815
calidris_pygmaea ENSCPGG00000017036
calidris_pugnax ENSCPUG00000011323
anser_brachyrhynchus ENSABRG00000004606
anas_platyrhynchos_platyrhynchos ENSAPLG00000011339
coturnix_japonica ENSCJPG00005017886
meleagris_gallopavo ENSMGAG00000010243
gallus_gallus ENSGALG00000009341
numida_meleagris ENSNMEG00000021695
crocodylus_porosus ENSCPRG00005000537
gopherus_agassizii ENSGAGG00000010491
chelonoidis_abingdonii ENSCABG00000004498
chrysemys_picta_bellii ENSCPBG00000023356
pelodiscus_sinensis ENSPSIG00000003236
sphenodon_punctatus ENSSPUG00000016386
pogona_vitticeps ENSPVIG00000018876
anolis_carolinensis ENSACAG00000003178
salvator_merianae ENSSMRG00000016756
phascolarctos_cinereus ENSPCIG00000017274
notamacropus_eugenii ENSMEUG00000005933
sarcophilus_harrisii ENSSHAG00000012114
monodelphis_domestica ENSMODG00000016154
capra_hircus ENSCHIG00000001484
ovis_aries ENSOARG00000016037
bos_taurus ENSBTAG00000002202
bos_mutus ENSBMUG00000021918
bison_bison_bison ENSBBBG00000022440
sus_scrofa ENSSSCG00000008026
tursiops_truncatus ENSTTRG00000011376
ursus_americanus ENSUAMG00000013313
ursus_maritimus ENSUMAG00000021635
ailuropoda_melanoleuca ENSAMEG00000008213
canis_lupus_dingo ENSCAFG00020000788
canis_lupus_familiaris ENSCAFG00000014270
vulpes_vulpes ENSVVUG00000010820
mustela_putorius_furo ENSMPUG00000015618
neovison_vison ENSNVIG00000019268
felis_catus ENSFCAG00000011852
panthera_pardus ENSPPRG00000003952
pteropus_vampyrus ENSPVAG00000016669
myotis_lucifugus ENSMLUG00000000709
equus_caballus ENSECAG00000023299
equus_asinus_asinus ENSEASG00005001568
erinaceus_europaeus ENSEEUG00000002376
sorex_araneus ENSSARG00000012374
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001969
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014867
fukomys_damarensis ENSFDAG00000015095
chinchilla_lanigera ENSCLAG00000013881
octodon_degus ENSODEG00000014456
cavia_porcellus ENSCPOG00000005336
cavia_aperea ENSCAPG00000005580
ictidomys_tridecemlineatus ENSSTOG00000003675
marmota_marmota_marmota ENSMMMG00000015511
spermophilus_dauricus ENSSDAG00000016668
urocitellus_parryii ENSUPAG00010015084
castor_canadensis ENSCCNG00000031264
dipodomys_ordii ENSDORG00000013715
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022128
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038002
mus_spicilegus ENSMSIG00000010664
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021217
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023535
rattus_norvegicus ENSRNOG00000024635
meriones_unguiculatus ENSMUGG00000016367
cricetulus_griseus_crigri_1.0 ENSCGRG00000012907
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024738
cricetulus_griseus_crigri-picr ENSCGRG00015016008
mesocricetus_auratus ENSMAUG00000019364
microtus_ochrogaster ENSMOCG00000015569
peromyscus_maniculatus_bairdii ENSPEMG00000007023
nannospalax_galili ENSNGAG00000012239
jaculus_jaculus ENSJJAG00000019556
oryctolagus_cuniculus ENSOCUG00000004975
ochotona_princeps ENSOPRG00000001343
homo_sapiens ENSG00000007545
gorilla_gorilla ENSGGOG00000006181
pan_troglodytes ENSPTRG00000007602
pan_paniscus ENSPPAG00000036103
pongo_abelii ENSPPYG00000006958
nomascus_leucogenys ENSNLEG00000008491
papio_anubis ENSPANG00000017496
macaca_nemestrina ENSMNEG00000032283
theropithecus_gelada ENSTGEG00000004737
cercocebus_atys ENSCATG00000039680
mandrillus_leucophaeus ENSMLEG00000040080
macaca_fascicularis ENSMFAG00000002985
macaca_mulatta ENSMMUG00000000978
chlorocebus_sabaeus ENSCSAG00000011519
piliocolobus_tephrosceles ENSPTEG00000035207
colobus_angolensis_palliatus ENSCANG00000037188
rhinopithecus_bieti ENSRBIG00000031863
rhinopithecus_roxellana ENSRROG00000043453
cebus_capucinus_imitator ENSCCAG00000022072
saimiri_boliviensis_boliviensis ENSSBOG00000032950
callithrix_jacchus ENSCJAG00000014596
aotus_nancymaae ENSANAG00000027271
carlito_syrichta ENSTSYG00000002901
microcebus_murinus ENSMICG00000014094
propithecus_coquereli ENSPCOG00000004847
prolemur_simus ENSPSMG00000024711
otolemur_garnettii ENSOGAG00000001253
loxodonta_africana ENSLAFG00000020604
procavia_capensis ENSPCAG00000007879
echinops_telfairi ENSETEG00000006250
dasypus_novemcinctus ENSDNOG00000045712
