astyanax_mexicanus ENSAMXG00000011343
pygocentrus_nattereri ENSPNAG00000019757
ictalurus_punctatus ENSIPUG00000003593
danio_rerio ENSDARG00000037491
hippocampus_comes ENSHCOG00000017821
cynoglossus_semilaevis ENSCSEG00000000561
neolamprologus_brichardi ENSNBRG00000000168
tetraodon_nigroviridis ENSTNIG00000005785
takifugu_rubripes ENSTRUG00000020248
labrus_bergylta ENSLBEG00000001336
scophthalmus_maximus ENSSMAG00000002836
xiphophorus_maculatus ENSXMAG00000024656
xiphophorus_couchianus ENSXCOG00000008673
gambusia_affinis ENSGAFG00000007305
poecilia_formosa ENSPFOG00000006462
poecilia_mexicana ENSPMEG00000022917
poecilia_latipinna ENSPLAG00000004144
poecilia_reticulata ENSPREG00000010282
fundulus_heteroclitus ENSFHEG00000000498
cyprinodon_variegatus ENSCVAG00000012586
kryptolebias_marmoratus ENSKMAG00000003943
oryzias_latipes_asm223469v1 ENSORLG00015021613
oryzias_latipes_asm223471v1 ENSORLG00020004904
oryzias_latipes_asm223467v1 ENSORLG00000008622
oryzias_melastigma ENSOMEG00000019067
maylandia_zebra ENSMZEG00005020073
astatotilapia_calliptera ENSACLG00000020179
haplochromis_burtoni ENSHBUG00000019943
pundamilia_nyererei ENSPNYG00000017968
oreochromis_niloticus ENSONIG00000011888
neolamprologus_brichardi ENSNBRG00000011111
amphilophus_citrinellus ENSACIG00000012943
amphiprion_percula ENSAPEG00000015154
amphiprion_ocellaris ENSAOCG00000019141
acanthochromis_polyacanthus ENSAPOG00000009544
stegastes_partitus ENSSPAG00000016570
mastacembelus_armatus ENSMAMG00000010757
monopterus_albus ENSMALG00000013158
anabas_testudineus ENSATEG00000013622
seriola_lalandi_dorsalis ENSSLDG00000002942
seriola_dumerili ENSSDUG00000014620
mola_mola ENSMMOG00000014522
gasterosteus_aculeatus ENSGACG00000018750
gadus_morhua ENSGMOG00000016916
esox_lucius ENSELUG00000012484
paramormyrops_kingsleyae ENSPKIG00000001503
scleropages_formosus ENSSFOG00015018835
lepisosteus_oculatus ENSLOCG00000014334
gopherus_agassizii ENSGAGG00000010638
chelonoidis_abingdonii ENSCABG00000005520
chrysemys_picta_bellii ENSCPBG00000010614
apteryx_haastii ENSAHAG00000000468
apteryx_owenii ENSAOWG00000016411
apteryx_rowi ENSARWG00000003916
dromaius_novaehollandiae ENSDNVG00000001678
nothoprocta_perdicaria ENSNPEG00000005854
anser_brachyrhynchus ENSABRG00000002820
anas_platyrhynchos_platyrhynchos ENSAPLG00000017130
meleagris_gallopavo ENSMGAG00000009744
coturnix_japonica ENSCJPG00005005745
gallus_gallus ENSGALG00000004742
numida_meleagris ENSNMEG00000011386
calidris_pygmaea ENSCPGG00000000999
calidris_pugnax ENSCPUG00000008168
melopsittacus_undulatus ENSMUNG00000015509
zonotrichia_albicollis ENSZALG00000013443
junco_hyemalis ENSJHYG00000013515
serinus_canaria ENSSCAG00000015864
lonchura_striata_domestica ENSLSDG00000001617
taeniopygia_guttata ENSTGUG00000004869
parus_major ENSPMJG00000012304
ficedula_albicollis ENSFALG00000011933
lepidothrix_coronata ENSLCOG00000008547
manacus_vitellinus ENSMVIG00005009107
pogona_vitticeps ENSPVIG00000019248
anolis_carolinensis ENSACAG00000006053
notechis_scutatus ENSNSUG00000014344
salvator_merianae ENSSMRG00000002122
sphenodon_punctatus ENSSPUG00000019250
ursus_americanus ENSUAMG00000025388
ursus_maritimus ENSUMAG00000004489
ailuropoda_melanoleuca ENSAMEG00000010484
mustela_putorius_furo ENSMPUG00000014202
neovison_vison ENSNVIG00000010386
vulpes_vulpes ENSVVUG00000018190
vulpes_vulpes ENSVVUG00000022958
canis_lupus_dingo ENSCAFG00020007702
canis_lupus_dingo ENSCAFG00020005483
canis_lupus_dingo ENSCAFG00020015243
canis_lupus_dingo ENSCAFG00020020079
canis_lupus_familiaris ENSCAFG00000016037
panthera_tigris_altaica ENSPTIG00000012029
panthera_pardus ENSPPRG00000023071
felis_catus ENSFCAG00000028290
erinaceus_europaeus ENSEEUG00000000528
sorex_araneus ENSSARG00000007177
pteropus_vampyrus ENSPVAG00000003739
myotis_lucifugus ENSMLUG00000003926
ovis_aries ENSOARG00000009372
capra_hircus ENSCHIG00000015206
bos_mutus ENSBMUG00000006317
bos_taurus ENSBTAG00000045782
tursiops_truncatus ENSTTRG00000009353
sus_scrofa ENSSSCG00000012310
vicugna_pacos ENSVPAG00000011524
equus_caballus ENSECAG00000023233
equus_asinus_asinus ENSEASG00005021829
choloepus_hoffmanni ENSCHOG00000008644
dasypus_novemcinctus ENSDNOG00000015377
echinops_telfairi ENSETEG00000016235
gorilla_gorilla ENSGGOG00000006526
homo_sapiens ENSG00000130385
pan_paniscus ENSPPAG00000005038
pan_troglodytes ENSPTRG00000021908
pongo_abelii ENSPPYG00000020354
nomascus_leucogenys ENSNLEG00000008172
macaca_nemestrina ENSMNEG00000034914
macaca_mulatta ENSMMUG00000017358
macaca_fascicularis ENSMFAG00000000610
cercocebus_atys ENSCATG00000030465
mandrillus_leucophaeus ENSMLEG00000022646
papio_anubis ENSPANG00000017439
