tursiops_truncatus ENSTTRG00000010635
sus_scrofa ENSSSCG00000020680
equus_asinus_asinus ENSEASG00005006099
equus_caballus ENSECAG00000004403
panthera_pardus ENSPPRG00000019999
felis_catus ENSFCAG00000002942
ursus_americanus ENSUAMG00000018332
ailuropoda_melanoleuca ENSAMEG00000018735
neovison_vison ENSNVIG00000015954
mustela_putorius_furo ENSMPUG00000019062
pan_troglodytes ENSPTRG00000013892
pan_paniscus ENSPPAG00000032950
homo_sapiens ENSG00000159261
gorilla_gorilla ENSGGOG00000014893
pongo_abelii ENSPPYG00000011404
nomascus_leucogenys ENSNLEG00000004475
mandrillus_leucophaeus ENSMLEG00000026978
cercocebus_atys ENSCATG00000015596
chlorocebus_sabaeus ENSCSAG00000018711
theropithecus_gelada ENSTGEG00000024967
papio_anubis ENSPANG00000010824
macaca_fascicularis ENSMFAG00000029830
macaca_mulatta ENSMMUG00000000488
macaca_nemestrina ENSMNEG00000029635
rhinopithecus_roxellana ENSRROG00000010989
rhinopithecus_bieti ENSRBIG00000011059
colobus_angolensis_palliatus ENSCANG00000006767
cebus_capucinus_imitator ENSCCAG00000015219
callithrix_jacchus ENSCJAG00000002769
saimiri_boliviensis_boliviensis ENSSBOG00000018972
aotus_nancymaae ENSANAG00000019825
aotus_nancymaae ENSANAG00000030955
otolemur_garnettii ENSOGAG00000026091
peromyscus_maniculatus_bairdii ENSPEMG00000011575
microtus_ochrogaster ENSMOCG00000014070
cricetulus_griseus_crigri-picr ENSCGRG00015015042
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011829
cricetulus_griseus_crigri_1.0 ENSCGRG00000019773
mesocricetus_auratus ENSMAUG00000016301
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021891
mus_spicilegus ENSMSIG00000009771
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047109
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020985
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016690
rattus_norvegicus ENSRNOG00000001691
meriones_unguiculatus ENSMUGG00000023796
nannospalax_galili ENSNGAG00000012804
jaculus_jaculus ENSJJAG00000012260
castor_canadensis ENSCCNG00000028544
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003975
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009298
fukomys_damarensis ENSFDAG00000019266
cavia_porcellus ENSCPOG00000007601
chinchilla_lanigera ENSCLAG00000009427
octodon_degus ENSODEG00000019107
ictidomys_tridecemlineatus ENSSTOG00000023003
urocitellus_parryii ENSUPAG00010001792
marmota_marmota_marmota ENSMMMG00000002911
spermophilus_dauricus ENSSDAG00000009013
loxodonta_africana ENSLAFG00000000859
choloepus_hoffmanni ENSCHOG00000009635
capra_hircus ENSCHIG00000010835
ovis_aries ENSOARG00000014030
bos_taurus ENSBTAG00000030585
bos_mutus ENSBMUG00000022028
