propithecus_coquereli ENSPCOG00000020480
microcebus_murinus ENSMICG00000027772
prolemur_simus ENSPSMG00000019836
homo_sapiens ENSG00000205795
pan_troglodytes ENSPTRG00000030565
nomascus_leucogenys ENSNLEG00000031728
theropithecus_gelada ENSTGEG00000015115
papio_anubis ENSPANG00000005251
cercocebus_atys ENSCATG00000014723
macaca_mulatta ENSMMUG00000030941
macaca_fascicularis ENSMFAG00000034252
macaca_nemestrina ENSMNEG00000030186
chlorocebus_sabaeus ENSCSAG00000007167
piliocolobus_tephrosceles ENSPTEG00000024343
cebus_capucinus_imitator ENSCCAG00000028829
callithrix_jacchus ENSCJAG00000006516
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013951
cricetulus_griseus_crigri-picr ENSCGRG00015004437
microtus_ochrogaster ENSMOCG00000017656
peromyscus_maniculatus_bairdii ENSPEMG00000025881
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018489
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062563
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017647
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029404
rattus_norvegicus ENSRNOG00000058891
meriones_unguiculatus ENSMUGG00000016244
nannospalax_galili ENSNGAG00000015080
urocitellus_parryii ENSUPAG00010011444
marmota_marmota_marmota ENSMMMG00000022625
castor_canadensis ENSCCNG00000004880
bos_taurus ENSBTAG00000052669
capra_hircus ENSCHIG00000018115
sus_scrofa ENSSSCG00000040267
felis_catus ENSFCAG00000045113
canis_lupus_dingo ENSCAFG00020026758
equus_caballus ENSECAG00000039359
equus_asinus_asinus ENSEASG00005004884
pteropus_vampyrus ENSPVAG00000017464
