ciona_intestinalis ENSCING00000002129
ciona_savignyi ENSCSAVG00000001120
caenorhabditis_elegans_strain_n2 WBGene00012030
ornithorhynchus_anatinus ENSOANG00000022235
ornithorhynchus_anatinus ENSOANG00000000870
sarcophilus_harrisii ENSSHAG00000016044
phascolarctos_cinereus ENSPCIG00000020869
monodelphis_domestica ENSMODG00000016296
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027787
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025069
mus_spicilegus ENSMSIG00000024384
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026011
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026512
rattus_norvegicus ENSRNOG00000009310
meriones_unguiculatus ENSMUGG00000012947
peromyscus_maniculatus_bairdii ENSPEMG00000021880
microtus_ochrogaster ENSMOCG00000005180
cricetulus_griseus_crigri-picr ENSCGRG00015023731
cricetulus_griseus_crigri_1.0 ENSCGRG00000007947
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001792
mesocricetus_auratus ENSMAUG00000000633
nannospalax_galili ENSNGAG00000012307
jaculus_jaculus ENSJJAG00000019759
castor_canadensis ENSCCNG00000025334
chinchilla_lanigera ENSCLAG00000003155
octodon_degus ENSODEG00000006270
cavia_porcellus ENSCPOG00000005953
cavia_aperea ENSCAPG00000017861
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006613
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014451
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001042
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010477
fukomys_damarensis ENSFDAG00000013724
fukomys_damarensis ENSFDAG00000012197
urocitellus_parryii ENSUPAG00010001837
ictidomys_tridecemlineatus ENSSTOG00000001899
spermophilus_dauricus ENSSDAG00000001799
oryctolagus_cuniculus ENSOCUG00000017454
tupaia_belangeri ENSTBEG00000011783
pan_troglodytes ENSPTRG00000015586
pan_paniscus ENSPPAG00000043829
homo_sapiens ENSG00000169251
gorilla_gorilla ENSGGOG00000007157
pongo_abelii ENSPPYG00000014263
nomascus_leucogenys ENSNLEG00000004655
papio_anubis ENSPANG00000006665
theropithecus_gelada ENSTGEG00000001197
cercocebus_atys ENSCATG00000030022
mandrillus_leucophaeus ENSMLEG00000002741
macaca_mulatta ENSMMUG00000009564
macaca_nemestrina ENSMNEG00000034626
macaca_fascicularis ENSMFAG00000040934
chlorocebus_sabaeus ENSCSAG00000012333
rhinopithecus_roxellana ENSRROG00000036181
rhinopithecus_bieti ENSRBIG00000040379
piliocolobus_tephrosceles ENSPTEG00000020759
colobus_angolensis_palliatus ENSCANG00000042939
gorilla_gorilla ENSGGOG00000028590
cebus_capucinus_imitator ENSCCAG00000037460
saimiri_boliviensis_boliviensis ENSSBOG00000024021
callithrix_jacchus ENSCJAG00000002900
aotus_nancymaae ENSANAG00000026434
carlito_syrichta ENSTSYG00000002155
microcebus_murinus ENSMICG00000049196
prolemur_simus ENSPSMG00000008987
ursus_americanus ENSUAMG00000015735
propithecus_coquereli ENSPCOG00000012855
dipodomys_ordii ENSDORG00000005716
pteropus_vampyrus ENSPVAG00000003301
myotis_lucifugus ENSMLUG00000000701
ursus_maritimus ENSUMAG00000011070
ursus_americanus ENSUAMG00000009305
ailuropoda_melanoleuca ENSAMEG00000001584
mustela_putorius_furo ENSMPUG00000002955
neovison_vison ENSNVIG00000003234
canis_lupus_dingo ENSCAFG00020021145
canis_lupus_familiaris ENSCAFG00000014352
vulpes_vulpes ENSVVUG00000023055
panthera_pardus ENSPPRG00000000724
panthera_tigris_altaica ENSPTIG00000016761
felis_catus ENSFCAG00000022867
sus_scrofa ENSSSCG00000022952
vicugna_pacos ENSVPAG00000008779
ovis_aries ENSOARG00000001883
capra_hircus ENSCHIG00000016015
bos_mutus ENSBMUG00000003612
bison_bison_bison ENSBBBG00000017439
bos_taurus ENSBTAG00000016228
tursiops_truncatus ENSTTRG00000012938
equus_asinus_asinus ENSEASG00005018672
equus_caballus ENSECAG00000000188
sorex_araneus ENSSARG00000010402
erinaceus_europaeus ENSEEUG00000010642
choloepus_hoffmanni ENSCHOG00000001240
dasypus_novemcinctus ENSDNOG00000045222
loxodonta_africana ENSLAFG00000007231
procavia_capensis ENSPCAG00000009851
echinops_telfairi ENSETEG00000003168
otolemur_garnettii ENSOGAG00000014910
ochotona_princeps ENSOPRG00000007690
gopherus_agassizii ENSGAGG00000006556
chelonoidis_abingdonii ENSCABG00000004852
chrysemys_picta_bellii ENSCPBG00000018318
pelodiscus_sinensis ENSPSIG00000007591
calidris_pygmaea ENSCPGG00000002642
calidris_pugnax ENSCPUG00000015785
melopsittacus_undulatus ENSMUNG00000016476
manacus_vitellinus ENSMVIG00005017099
manacus_vitellinus ENSMVIG00005003645
lepidothrix_coronata ENSLCOG00000005138
parus_major ENSPMJG00000005784
cyanistes_caeruleus ENSCCEG00000005690
ficedula_albicollis ENSFALG00000008711
taeniopygia_guttata ENSTGUG00000011140
taeniopygia_guttata ENSTGUG00000015141
lonchura_striata_domestica ENSLSDG00000006524
serinus_canaria ENSSCAG00000009689
junco_hyemalis ENSJHYG00000004186
zonotrichia_albicollis ENSZALG00000007673
anas_platyrhynchos_platyrhynchos ENSAPLG00000014786
anser_brachyrhynchus ENSABRG00000005034
meleagris_gallopavo ENSMGAG00000010498
coturnix_japonica ENSCJPG00005018066
gallus_gallus ENSGALG00000009533
numida_meleagris ENSNMEG00000014026
apteryx_haastii ENSAHAG00000006788
apteryx_rowi ENSARWG00000000293
