lepidothrix_coronata ENSLCOG00000013783
calidris_pugnax ENSCPUG00000003276
melopsittacus_undulatus ENSMUNG00000010093
numida_meleagris ENSNMEG00000011441
apteryx_owenii ENSAOWG00000001456
apteryx_rowi ENSARWG00000002754
serinus_canaria ENSSCAG00000004460
lonchura_striata_domestica ENSLSDG00000012125
parus_major ENSPMJG00000009386
cyanistes_caeruleus ENSCCEG00000008364
zonotrichia_albicollis ENSZALG00000016899
chelonoidis_abingdonii ENSCABG00000010716
notechis_scutatus ENSNSUG00000017441
taeniopygia_guttata ENSTGUG00000009387
ficedula_albicollis ENSFALG00000011647
meleagris_gallopavo ENSMGAG00000008234
phascolarctos_cinereus ENSPCIG00000027364
