cavia_aperea ENSCAPG00000007074
fukomys_damarensis ENSFDAG00000015941
urocitellus_parryii ENSUPAG00010020838
piliocolobus_tephrosceles ENSPTEG00000027567
theropithecus_gelada ENSTGEG00000008576
ursus_maritimus ENSUMAG00000024968
vulpes_vulpes ENSVVUG00000012882
vulpes_vulpes ENSVVUG00000006736
neovison_vison ENSNVIG00000016527
panthera_pardus ENSPPRG00000003210
panthera_tigris_altaica ENSPTIG00000019532
bison_bison_bison ENSBBBG00000019867
bos_mutus ENSBMUG00000022422
pteropus_vampyrus ENSPVAG00000013660
ursus_maritimus ENSUMAG00000004676
mandrillus_leucophaeus ENSMLEG00000033949
cercocebus_atys ENSCATG00000039550
urocitellus_parryii ENSUPAG00010008947
choloepus_hoffmanni ENSCHOG00000012324
choloepus_hoffmanni ENSCHOG00000000982
procavia_capensis ENSPCAG00000014154
phascolarctos_cinereus ENSPCIG00000005939
phascolarctos_cinereus ENSPCIG00000015458
