apteryx_owenii ENSAOWG00000007971
apteryx_haastii ENSAHAG00000018281
apteryx_rowi ENSARWG00000005815
dromaius_novaehollandiae ENSDNVG00000008450
nothoprocta_perdicaria ENSNPEG00000011589
parus_major ENSPMJG00000007492
ficedula_albicollis ENSFALG00000004367
lonchura_striata_domestica ENSLSDG00000002270
taeniopygia_guttata ENSTGUG00000005690
serinus_canaria ENSSCAG00000008945
junco_hyemalis ENSJHYG00000003654
zonotrichia_albicollis ENSZALG00000008231
calidris_pugnax ENSCPUG00000001605
numida_meleagris ENSNMEG00000007547
coturnix_japonica ENSCJPG00005015422
meleagris_gallopavo ENSMGAG00000010227
anser_brachyrhynchus ENSABRG00000017808
anas_platyrhynchos_platyrhynchos ENSAPLG00000008248
gallus_gallus ENSGALG00000052396
manacus_vitellinus ENSMVIG00005002332
lepidothrix_coronata ENSLCOG00000010703
cyanistes_caeruleus ENSCCEG00000004941
melopsittacus_undulatus ENSMUNG00000014711
crocodylus_porosus ENSCPRG00005010800
chrysemys_picta_bellii ENSCPBG00000012523
chrysemys_picta_bellii ENSCPBG00000012525
chelonoidis_abingdonii ENSCABG00000021820
gopherus_agassizii ENSGAGG00000005859
pelodiscus_sinensis ENSPSIG00000009338
pogona_vitticeps ENSPVIG00000008165
anolis_carolinensis ENSACAG00000013318
notechis_scutatus ENSNSUG00000009269
salvator_merianae ENSSMRG00000004293
sphenodon_punctatus ENSSPUG00000010543
notamacropus_eugenii ENSMEUG00000009053
phascolarctos_cinereus ENSPCIG00000026315
monodelphis_domestica ENSMODG00000009912
sarcophilus_harrisii ENSSHAG00000004178
erinaceus_europaeus ENSEEUG00000007170
carlito_syrichta ENSTSYG00000032117
echinops_telfairi ENSETEG00000020038
choloepus_hoffmanni ENSCHOG00000005811
panthera_tigris_altaica ENSPTIG00000011181
ursus_maritimus ENSUMAG00000018139
erinaceus_europaeus ENSEEUG00000004879
castor_canadensis ENSCCNG00000017651
castor_canadensis ENSCCNG00000029759
