notechis_scutatus ENSNSUG00000006173
anolis_carolinensis ENSACAG00000009209
pogona_vitticeps ENSPVIG00000010319
salvator_merianae ENSSMRG00000010695
sphenodon_punctatus ENSSPUG00000002389
chelonoidis_abingdonii ENSCABG00000011559
gopherus_agassizii ENSGAGG00000011371
chrysemys_picta_bellii ENSCPBG00000014865
pelodiscus_sinensis ENSPSIG00000009897
crocodylus_porosus ENSCPRG00005008004
anser_brachyrhynchus ENSABRG00000007129
anas_platyrhynchos_platyrhynchos ENSAPLG00000012409
meleagris_gallopavo ENSMGAG00000004472
coturnix_japonica ENSCJPG00005010357
gallus_gallus ENSGALG00000002542
numida_meleagris ENSNMEG00000015559
lepidothrix_coronata ENSLCOG00000011165
manacus_vitellinus ENSMVIG00005010578
parus_major ENSPMJG00000019014
cyanistes_caeruleus ENSCCEG00000005871
ficedula_albicollis ENSFALG00000006748
lonchura_striata_domestica ENSLSDG00000012067
taeniopygia_guttata ENSTGUG00000005273
junco_hyemalis ENSJHYG00000009143
zonotrichia_albicollis ENSZALG00000011813
zonotrichia_albicollis ENSZALG00000011811
junco_hyemalis ENSJHYG00000009124
serinus_canaria ENSSCAG00000006694
melopsittacus_undulatus ENSMUNG00000001111
calidris_pygmaea ENSCPGG00000009486
calidris_pugnax ENSCPUG00000004645
apteryx_haastii ENSAHAG00000007466
apteryx_rowi ENSARWG00000010947
apteryx_owenii ENSAOWG00000004728
dromaius_novaehollandiae ENSDNVG00000007819
nothoprocta_perdicaria ENSNPEG00000011136
phascolarctos_cinereus ENSPCIG00000005219
notamacropus_eugenii ENSMEUG00000006689
monodelphis_domestica ENSMODG00000006507
sarcophilus_harrisii ENSSHAG00000008166
piliocolobus_tephrosceles ENSPTEG00000009575
piliocolobus_tephrosceles ENSPTEG00000008942
colobus_angolensis_palliatus ENSCANG00000024286
theropithecus_gelada ENSTGEG00000000511
cercocebus_atys ENSCATG00000038645
macaca_mulatta ENSMMUG00000021236
macaca_fascicularis ENSMFAG00000044953
macaca_fascicularis ENSMFAG00000039768
macaca_nemestrina ENSMNEG00000038865
macaca_mulatta ENSMMUG00000049089
macaca_nemestrina ENSMNEG00000009725
chlorocebus_sabaeus ENSCSAG00000018291
chlorocebus_sabaeus ENSCSAG00000018292
cercocebus_atys ENSCATG00000019105
mandrillus_leucophaeus ENSMLEG00000030233
theropithecus_gelada ENSTGEG00000000400
papio_anubis ENSPANG00000032395
rhinopithecus_roxellana ENSRROG00000032417
pongo_abelii ENSPPYG00000019920
rhinopithecus_bieti ENSRBIG00000028961
nomascus_leucogenys ENSNLEG00000001386
pan_troglodytes ENSPTRG00000051910
pan_paniscus ENSPPAG00000023698
pan_troglodytes ENSPTRG00000019244
gorilla_gorilla ENSGGOG00000007902
homo_sapiens ENSG00000169919
pongo_abelii ENSPPYG00000017527
theropithecus_gelada ENSTGEG00000028066
cebus_capucinus_imitator ENSCCAG00000029901
saimiri_boliviensis_boliviensis ENSSBOG00000032050
callithrix_jacchus ENSCJAG00000033759
aotus_nancymaae ENSANAG00000038082
carlito_syrichta ENSTSYG00000027810
prolemur_simus ENSPSMG00000014487
microcebus_murinus ENSMICG00000004175
propithecus_coquereli ENSPCOG00000028081
otolemur_garnettii ENSOGAG00000011598
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018821
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015929
fukomys_damarensis ENSFDAG00000004320
chinchilla_lanigera ENSCLAG00000006162
octodon_degus ENSODEG00000014869
cavia_porcellus ENSCPOG00000004691
cavia_aperea ENSCAPG00000017451
dipodomys_ordii ENSDORG00000011942
ictidomys_tridecemlineatus ENSSTOG00000008865
marmota_marmota_marmota ENSMMMG00000004376
urocitellus_parryii ENSUPAG00010019245
oryctolagus_cuniculus ENSOCUG00000004119
ochotona_princeps ENSOPRG00000007834
tupaia_belangeri ENSTBEG00000004409
pteropus_vampyrus ENSPVAG00000000608
myotis_lucifugus ENSMLUG00000008449
equus_asinus_asinus ENSEASG00005008841
equus_caballus ENSECAG00000014688
ursus_americanus ENSUAMG00000009246
ursus_maritimus ENSUMAG00000015437
ailuropoda_melanoleuca ENSAMEG00000016014
mustela_putorius_furo ENSMPUG00000016201
neovison_vison ENSNVIG00000017141
canis_lupus_familiaris ENSCAFG00000010193
canis_lupus_dingo ENSCAFG00020005202
vulpes_vulpes ENSVVUG00000016579
panthera_pardus ENSPPRG00000008734
panthera_tigris_altaica ENSPTIG00000012012
felis_catus ENSFCAG00000006928
bos_taurus ENSBTAG00000000704
bos_mutus ENSBMUG00000025132
bison_bison_bison ENSBBBG00000007363
capra_hircus ENSCHIG00000026715
ovis_aries ENSOARG00000001578
capra_hircus ENSCHIG00000006969
bos_taurus ENSBTAG00000052611
tursiops_truncatus ENSTTRG00000010958
sus_scrofa ENSSSCG00000007739
vicugna_pacos ENSVPAG00000006106
erinaceus_europaeus ENSEEUG00000001882
sorex_araneus ENSSARG00000013512
