oryzias_latipes_asm223469v1 ENSORLG00015004885
oryzias_latipes_asm223467v1 ENSORLG00000029482
oryzias_melastigma ENSOMEG00000023619
hippocampus_comes ENSHCOG00000004710
gasterosteus_aculeatus ENSGACG00000015591
tetraodon_nigroviridis ENSTNIG00000013515
takifugu_rubripes ENSTRUG00000018525
mola_mola ENSMMOG00000009411
labrus_bergylta ENSLBEG00000021815
monopterus_albus ENSMALG00000018543
mastacembelus_armatus ENSMAMG00000011297
anabas_testudineus ENSATEG00000004029
fundulus_heteroclitus ENSFHEG00000007912
cyprinodon_variegatus ENSCVAG00000006635
xiphophorus_couchianus ENSXCOG00000010120
xiphophorus_maculatus ENSXMAG00000011731
gambusia_affinis ENSGAFG00000004388
poecilia_formosa ENSPFOG00000006970
poecilia_mexicana ENSPMEG00000020635
poecilia_latipinna ENSPLAG00000014735
poecilia_reticulata ENSPREG00000016644
kryptolebias_marmoratus ENSKMAG00000022006
maylandia_zebra ENSMZEG00005008047
haplochromis_burtoni ENSHBUG00000011523
astatotilapia_calliptera ENSACLG00000024691
pundamilia_nyererei ENSPNYG00000003669
neolamprologus_brichardi ENSNBRG00000018748
oreochromis_niloticus ENSONIG00000015311
amphilophus_citrinellus ENSACIG00000007580
amphiprion_ocellaris ENSAOCG00000012037
amphiprion_percula ENSAPEG00000011003
acanthochromis_polyacanthus ENSAPOG00000013126
stegastes_partitus ENSSPAG00000011806
scophthalmus_maximus ENSSMAG00000010441
cynoglossus_semilaevis ENSCSEG00000012161
seriola_lalandi_dorsalis ENSSLDG00000011299
seriola_dumerili ENSSDUG00000023568
periophthalmus_magnuspinnatus ENSPMGG00000017224
gadus_morhua ENSGMOG00000017762
esox_lucius ENSELUG00000002616
pygocentrus_nattereri ENSPNAG00000012855
astyanax_mexicanus ENSAMXG00000019947
ictalurus_punctatus ENSIPUG00000014551
danio_rerio ENSDARG00000009864
scleropages_formosus ENSSFOG00015017496
paramormyrops_kingsleyae ENSPKIG00000023661
lepisosteus_oculatus ENSLOCG00000005828
phascolarctos_cinereus ENSPCIG00000010973
notamacropus_eugenii ENSMEUG00000013689
sarcophilus_harrisii ENSSHAG00000015820
monodelphis_domestica ENSMODG00000012519
ursus_maritimus ENSUMAG00000003869
ursus_americanus ENSUAMG00000012589
ailuropoda_melanoleuca ENSAMEG00000015274
neovison_vison ENSNVIG00000021256
mustela_putorius_furo ENSMPUG00000001505
canis_lupus_familiaris ENSCAFG00000007452
canis_lupus_dingo ENSCAFG00020015254
vulpes_vulpes ENSVVUG00000027506
panthera_tigris_altaica ENSPTIG00000011490
panthera_pardus ENSPPRG00000012157
felis_catus ENSFCAG00000003770
erinaceus_europaeus ENSEEUG00000006313
myotis_lucifugus ENSMLUG00000025148
bos_mutus ENSBMUG00000013482
bos_taurus ENSBTAG00000007266
bison_bison_bison ENSBBBG00000004669
capra_hircus ENSCHIG00000020402
ovis_aries ENSOARG00000003364
tursiops_truncatus ENSTTRG00000007251
vicugna_pacos ENSVPAG00000007028
sus_scrofa ENSSSCG00000009771
equus_caballus ENSECAG00000011237
equus_asinus_asinus ENSEASG00005012650
macaca_nemestrina ENSMNEG00000028630
macaca_fascicularis ENSMFAG00000038165
macaca_mulatta ENSMMUG00000013178
mandrillus_leucophaeus ENSMLEG00000039187
cercocebus_atys ENSCATG00000034315
theropithecus_gelada ENSTGEG00000027060
papio_anubis ENSPANG00000007905
chlorocebus_sabaeus ENSCSAG00000002057
colobus_angolensis_palliatus ENSCANG00000000156
piliocolobus_tephrosceles ENSPTEG00000005575
rhinopithecus_roxellana ENSRROG00000024824
rhinopithecus_bieti ENSRBIG00000044699
pan_troglodytes ENSPTRG00000005601
pan_paniscus ENSPPAG00000005988
homo_sapiens ENSG00000111364
gorilla_gorilla ENSGGOG00000026102
pongo_abelii ENSPPYG00000005091
nomascus_leucogenys ENSNLEG00000001658
cebus_capucinus_imitator ENSCCAG00000021652
saimiri_boliviensis_boliviensis ENSSBOG00000024833
callithrix_jacchus ENSCJAG00000020471
aotus_nancymaae ENSANAG00000034064
carlito_syrichta ENSTSYG00000007427
prolemur_simus ENSPSMG00000013356
propithecus_coquereli ENSPCOG00000011189
microcebus_murinus ENSMICG00000006477
otolemur_garnettii ENSOGAG00000009195
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029389
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027755
mus_spicilegus ENSMSIG00000008751
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024335
rattus_norvegicus ENSRNOG00000001043
meriones_unguiculatus ENSMUGG00000006216
meriones_unguiculatus ENSMUGG00000006751
peromyscus_maniculatus_bairdii ENSPEMG00000018052
microtus_ochrogaster ENSMOCG00000021289
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001652
cricetulus_griseus_crigri-picr ENSCGRG00015022884
cricetulus_griseus_crigri_1.0 ENSCGRG00000014742
mesocricetus_auratus ENSMAUG00000020054
nannospalax_galili ENSNGAG00000020564
jaculus_jaculus ENSJJAG00000013401
choloepus_hoffmanni ENSCHOG00000006189
dasypus_novemcinctus ENSDNOG00000005167
dipodomys_ordii ENSDORG00000003038
castor_canadensis ENSCCNG00000018264
octodon_degus ENSODEG00000009632
octodon_degus ENSODEG00000016592
chinchilla_lanigera ENSCLAG00000011203
cavia_porcellus ENSCPOG00000010015
cavia_aperea ENSCAPG00000005124
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019440
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019202
fukomys_damarensis ENSFDAG00000004680
pteropus_vampyrus ENSPVAG00000015321
myotis_lucifugus ENSMLUG00000001265
sorex_araneus ENSSARG00000003842
loxodonta_africana ENSLAFG00000007293
urocitellus_parryii ENSUPAG00010018632
ictidomys_tridecemlineatus ENSSTOG00000006121
