taeniopygia_guttata ENSTGUG00000007439
lonchura_striata_domestica ENSLSDG00000008834
serinus_canaria ENSSCAG00000016798
junco_hyemalis ENSJHYG00000012444
zonotrichia_albicollis ENSZALG00000001320
ficedula_albicollis ENSFALG00000012033
cyanistes_caeruleus ENSCCEG00000001253
parus_major ENSPMJG00000011461
manacus_vitellinus ENSMVIG00005005002
lepidothrix_coronata ENSLCOG00000013866
calidris_pygmaea ENSCPGG00000001388
calidris_pugnax ENSCPUG00000013654
melopsittacus_undulatus ENSMUNG00000011823
gallus_gallus ENSGALG00000005842
coturnix_japonica ENSCJPG00005014280
meleagris_gallopavo ENSMGAG00000002440
numida_meleagris ENSNMEG00000015597
meleagris_gallopavo ENSMGAG00000016828
anas_platyrhynchos_platyrhynchos ENSAPLG00000012224
anser_brachyrhynchus ENSABRG00000019068
apteryx_owenii ENSAOWG00000016436
apteryx_haastii ENSAHAG00000017575
apteryx_rowi ENSARWG00000012304
dromaius_novaehollandiae ENSDNVG00000017342
nothoprocta_perdicaria ENSNPEG00000001101
crocodylus_porosus ENSCPRG00005005445
gopherus_agassizii ENSGAGG00000020249
chelonoidis_abingdonii ENSCABG00000021337
chrysemys_picta_bellii ENSCPBG00000016737
pogona_vitticeps ENSPVIG00000020688
anolis_carolinensis ENSACAG00000015258
notechis_scutatus ENSNSUG00000012215
salvator_merianae ENSSMRG00000003965
sphenodon_punctatus ENSSPUG00000000612
phascolarctos_cinereus ENSPCIG00000029002
notamacropus_eugenii ENSMEUG00000012089
monodelphis_domestica ENSMODG00000004895
sarcophilus_harrisii ENSSHAG00000003751
oryctolagus_cuniculus ENSOCUG00000017133
ochotona_princeps ENSOPRG00000010714
pan_troglodytes ENSPTRG00000021998
pan_paniscus ENSPPAG00000007710
homo_sapiens ENSG00000130055
gorilla_gorilla ENSGGOG00000001740
pongo_abelii ENSPPYG00000020439
nomascus_leucogenys ENSNLEG00000000893
theropithecus_gelada ENSTGEG00000007495
mandrillus_leucophaeus ENSMLEG00000034921
papio_anubis ENSPANG00000001063
cercocebus_atys ENSCATG00000036917
macaca_nemestrina ENSMNEG00000032785
macaca_fascicularis ENSMFAG00000037742
chlorocebus_sabaeus ENSCSAG00000011616
colobus_angolensis_palliatus ENSCANG00000036530
piliocolobus_tephrosceles ENSPTEG00000020079
rhinopithecus_bieti ENSRBIG00000038171
rhinopithecus_roxellana ENSRROG00000034252
macaca_mulatta ENSMMUG00000013943
cebus_capucinus_imitator ENSCCAG00000031564
callithrix_jacchus ENSCJAG00000015543
saimiri_boliviensis_boliviensis ENSSBOG00000025477
aotus_nancymaae ENSANAG00000032100
carlito_syrichta ENSTSYG00000001682
prolemur_simus ENSPSMG00000001587
microcebus_murinus ENSMICG00000028527
propithecus_coquereli ENSPCOG00000025621
otolemur_garnettii ENSOGAG00000011819
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018925
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000809
fukomys_damarensis ENSFDAG00000016765
chinchilla_lanigera ENSCLAG00000010906
octodon_degus ENSODEG00000000419
cavia_porcellus ENSCPOG00000035846
urocitellus_parryii ENSUPAG00010014113
ictidomys_tridecemlineatus ENSSTOG00000004472
marmota_marmota_marmota ENSMMMG00000022047
spermophilus_dauricus ENSSDAG00000009895
castor_canadensis ENSCCNG00000010778
dipodomys_ordii ENSDORG00000007039
peromyscus_maniculatus_bairdii ENSPEMG00000023492
microtus_ochrogaster ENSMOCG00000021168
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015175
cricetulus_griseus_crigri_1.0 ENSCGRG00000012851
mesocricetus_auratus ENSMAUG00000019667
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033275
mus_spicilegus ENSMSIG00000000545
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034439
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019359
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031813
rattus_norvegicus ENSRNOG00000002800
meriones_unguiculatus ENSMUGG00000010401
nannospalax_galili ENSNGAG00000018708
jaculus_jaculus ENSJJAG00000014781
tupaia_belangeri ENSTBEG00000005404
capra_hircus ENSCHIG00000024876
ovis_aries ENSOARG00000015668
bos_taurus ENSBTAG00000012863
bos_mutus ENSBMUG00000000406
bison_bison_bison ENSBBBG00000017903
tursiops_truncatus ENSTTRG00000007879
sus_scrofa ENSSSCG00000012376
vicugna_pacos ENSVPAG00000008581
myotis_lucifugus ENSMLUG00000011115
ursus_americanus ENSUAMG00000019406
ursus_maritimus ENSUMAG00000000469
ailuropoda_melanoleuca ENSAMEG00000009292
mustela_putorius_furo ENSMPUG00000004426
neovison_vison ENSNVIG00000008455
canis_lupus_dingo ENSCAFG00020019191
canis_lupus_familiaris ENSCAFG00000016850
vulpes_vulpes ENSVVUG00000007044
panthera_pardus ENSPPRG00000004509
panthera_tigris_altaica ENSPTIG00000020135
felis_catus ENSFCAG00000008635
equus_asinus_asinus ENSEASG00005003068
equus_caballus ENSECAG00000007828
sorex_araneus ENSSARG00000005329
sorex_araneus ENSSARG00000010805
erinaceus_europaeus ENSEEUG00000015592
procavia_capensis ENSPCAG00000000732
loxodonta_africana ENSLAFG00000011119
echinops_telfairi ENSETEG00000001172
pteropus_vampyrus ENSPVAG00000014365
xenopus_tropicalis ENSXETG00000006433
latimeria_chalumnae ENSLACG00000015991
scleropages_formosus ENSSFOG00015005034
paramormyrops_kingsleyae ENSPKIG00000018707
takifugu_rubripes ENSTRUG00000009556
tetraodon_nigroviridis ENSTNIG00000016828
mola_mola ENSMMOG00000002007
labrus_bergylta ENSLBEG00000008520
gasterosteus_aculeatus ENSGACG00000017135
monopterus_albus ENSMALG00000010634
mastacembelus_armatus ENSMAMG00000020908
anabas_testudineus ENSATEG00000015838
scophthalmus_maximus ENSSMAG00000015929
cynoglossus_semilaevis ENSCSEG00000004915
seriola_lalandi_dorsalis ENSSLDG00000022334
seriola_dumerili ENSSDUG00000018847
amphiprion_ocellaris ENSAOCG00000022316
amphiprion_percula ENSAPEG00000008107
acanthochromis_polyacanthus ENSAPOG00000005468
