ursus_maritimus ENSUMAG00000016195
ursus_americanus ENSUAMG00000009715
canis_lupus_familiaris ENSCAFG00000002219
canis_lupus_dingo ENSCAFG00020007470
vulpes_vulpes ENSVVUG00000005805
mustela_putorius_furo ENSMPUG00000001810
neovison_vison ENSNVIG00000006828
felis_catus ENSFCAG00000018068
myotis_lucifugus ENSMLUG00000027925
equus_caballus ENSECAG00000036226
ovis_aries ENSOARG00000002646
ovis_aries ENSOARG00000010830
bos_taurus ENSBTAG00000035708
bos_taurus ENSBTAG00000035709
capra_hircus ENSCHIG00000025187
ovis_aries ENSOARG00000010846
sus_scrofa ENSSSCG00000040791
sus_scrofa ENSSSCG00000016388
sus_scrofa ENSSSCG00000016384
vicugna_pacos ENSVPAG00000000009
tursiops_truncatus ENSTTRG00000011627
pteropus_vampyrus ENSPVAG00000011224
marmota_marmota_marmota ENSMMMG00000022029
dipodomys_ordii ENSDORG00000000194
mus_spicilegus ENSMSIG00000021748
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090658
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019528
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018648
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019712
rattus_norvegicus ENSRNOG00000031461
meriones_unguiculatus ENSMUGG00000005965
peromyscus_maniculatus_bairdii ENSPEMG00000024096
microtus_ochrogaster ENSMOCG00000013963
cricetulus_griseus_crigri-picr ENSCGRG00015012758
cricetulus_griseus_crigri_1.0 ENSCGRG00000002089
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011133
mesocricetus_auratus ENSMAUG00000001035
nannospalax_galili ENSNGAG00000014501
cavia_porcellus ENSCPOG00000027499
cavia_aperea ENSCAPG00000016285
octodon_degus ENSODEG00000004617
fukomys_damarensis ENSFDAG00000008171
chinchilla_lanigera ENSCLAG00000000354
ochotona_princeps ENSOPRG00000018494
prolemur_simus ENSPSMG00000004555
otolemur_garnettii ENSOGAG00000027205
macaca_mulatta ENSMMUG00000047417
theropithecus_gelada ENSTGEG00000002189
piliocolobus_tephrosceles ENSPTEG00000005363
pongo_abelii ENSPPYG00000019373
