lepidothrix_coronata ENSLCOG00000001785
manacus_vitellinus ENSMVIG00005006879
junco_hyemalis ENSJHYG00000012333
zonotrichia_albicollis ENSZALG00000011266
serinus_canaria ENSSCAG00000013653
taeniopygia_guttata ENSTGUG00000007947
lonchura_striata_domestica ENSLSDG00000010349
cyanistes_caeruleus ENSCCEG00000003189
parus_major ENSPMJG00000014800
ficedula_albicollis ENSFALG00000011264
calidris_pugnax ENSCPUG00000002103
calidris_pygmaea ENSCPGG00000003522
melopsittacus_undulatus ENSMUNG00000007942
anas_platyrhynchos_platyrhynchos ENSAPLG00000015402
anser_brachyrhynchus ENSABRG00000019654
meleagris_gallopavo ENSMGAG00000010796
gallus_gallus ENSGALG00000010165
coturnix_japonica ENSCJPG00005010301
apteryx_haastii ENSAHAG00000017229
apteryx_owenii ENSAOWG00000003964
apteryx_rowi ENSARWG00000004648
dromaius_novaehollandiae ENSDNVG00000007426
nothoprocta_perdicaria ENSNPEG00000009623
crocodylus_porosus ENSCPRG00005010731
chelonoidis_abingdonii ENSCABG00000022004
gopherus_agassizii ENSGAGG00000014166
chrysemys_picta_bellii ENSCPBG00000025325
pelodiscus_sinensis ENSPSIG00000018082
crocodylus_porosus ENSCPRG00005010733
pogona_vitticeps ENSPVIG00000001914
anolis_carolinensis ENSACAG00000014685
notechis_scutatus ENSNSUG00000009159
salvator_merianae ENSSMRG00000005773
sphenodon_punctatus ENSSPUG00000017633
loxodonta_africana ENSLAFG00000014269
procavia_capensis ENSPCAG00000002980
echinops_telfairi ENSETEG00000017700
cebus_capucinus_imitator ENSCCAG00000024271
saimiri_boliviensis_boliviensis ENSSBOG00000030713
callithrix_jacchus ENSCJAG00000012297
aotus_nancymaae ENSANAG00000037976
macaca_mulatta ENSMMUG00000014386
macaca_fascicularis ENSMFAG00000033042
macaca_nemestrina ENSMNEG00000029274
mandrillus_leucophaeus ENSMLEG00000034744
cercocebus_atys ENSCATG00000032513
papio_anubis ENSPANG00000017777
theropithecus_gelada ENSTGEG00000029675
chlorocebus_sabaeus ENSCSAG00000012432
rhinopithecus_bieti ENSRBIG00000032918
rhinopithecus_roxellana ENSRROG00000040659
piliocolobus_tephrosceles ENSPTEG00000012985
colobus_angolensis_palliatus ENSCANG00000032650
pan_paniscus ENSPPAG00000034916
pan_troglodytes ENSPTRG00000018221
gorilla_gorilla ENSGGOG00000007690
homo_sapiens ENSG00000146221
pongo_abelii ENSPPYG00000016658
nomascus_leucogenys ENSNLEG00000003668
carlito_syrichta ENSTSYG00000035879
propithecus_coquereli ENSPCOG00000021202
microcebus_murinus ENSMICG00000013443
prolemur_simus ENSPSMG00000019053
otolemur_garnettii ENSOGAG00000034227
