xiphophorus_couchianus ENSXCOG00000009548
xiphophorus_maculatus ENSXMAG00000011868
gambusia_affinis ENSGAFG00000012608
poecilia_formosa ENSPFOG00000008719
poecilia_latipinna ENSPLAG00000017777
poecilia_mexicana ENSPMEG00000020409
poecilia_reticulata ENSPREG00000009192
cyprinodon_variegatus ENSCVAG00000018317
fundulus_heteroclitus ENSFHEG00000013788
kryptolebias_marmoratus ENSKMAG00000019563
oryzias_latipes_asm223467v1 ENSORLG00000004449
oryzias_latipes_asm223471v1 ENSORLG00020009955
oryzias_latipes_asm223469v1 ENSORLG00015014704
oryzias_melastigma ENSOMEG00000003761
amphiprion_ocellaris ENSAOCG00000005263
amphiprion_percula ENSAPEG00000010262
acanthochromis_polyacanthus ENSAPOG00000003034
stegastes_partitus ENSSPAG00000017249
astatotilapia_calliptera ENSACLG00000005204
maylandia_zebra ENSMZEG00005008204
pundamilia_nyererei ENSPNYG00000017433
haplochromis_burtoni ENSHBUG00000016210
neolamprologus_brichardi ENSNBRG00000019838
oreochromis_niloticus ENSONIG00000013167
amphilophus_citrinellus ENSACIG00000008513
seriola_dumerili ENSSDUG00000011037
seriola_lalandi_dorsalis ENSSLDG00000006912
scophthalmus_maximus ENSSMAG00000004246
takifugu_rubripes ENSTRUG00000020367
tetraodon_nigroviridis ENSTNIG00000016228
mola_mola ENSMMOG00000014386
labrus_bergylta ENSLBEG00000026134
gasterosteus_aculeatus ENSGACG00000011157
mastacembelus_armatus ENSMAMG00000018622
monopterus_albus ENSMALG00000016819
anabas_testudineus ENSATEG00000022914
cynoglossus_semilaevis ENSCSEG00000012873
periophthalmus_magnuspinnatus ENSPMGG00000003969
hippocampus_comes ENSHCOG00000020733
gadus_morhua ENSGMOG00000016168
esox_lucius ENSELUG00000022083
pygocentrus_nattereri ENSPNAG00000003201
astyanax_mexicanus ENSAMXG00000033861
ictalurus_punctatus ENSIPUG00000017360
danio_rerio ENSDARG00000003963
paramormyrops_kingsleyae ENSPKIG00000006822
scleropages_formosus ENSSFOG00015004494
lepisosteus_oculatus ENSLOCG00000005871
gallus_gallus ENSGALG00000003987
coturnix_japonica ENSCJPG00005011656
numida_meleagris ENSNMEG00000015718
nothoprocta_perdicaria ENSNPEG00000011035
lonchura_striata_domestica ENSLSDG00000013286
lepidothrix_coronata ENSLCOG00000011004
calidris_pygmaea ENSCPGG00000007437
melopsittacus_undulatus ENSMUNG00000002185
anas_platyrhynchos_platyrhynchos ENSAPLG00000023865
dromaius_novaehollandiae ENSDNVG00000007859
anser_brachyrhynchus ENSABRG00000011736
meleagris_gallopavo ENSMGAG00000012786
serinus_canaria ENSSCAG00000007500
manacus_vitellinus ENSMVIG00005011136
ficedula_albicollis ENSFALG00000006364
junco_hyemalis ENSJHYG00000006844
zonotrichia_albicollis ENSZALG00000015854
apteryx_haastii ENSAHAG00000014348
cyanistes_caeruleus ENSCCEG00000006942
parus_major ENSPMJG00000019077
calidris_pugnax ENSCPUG00000020019
apteryx_rowi ENSARWG00000014163
apteryx_owenii ENSAOWG00000007623
crocodylus_porosus ENSCPRG00005015716
gopherus_agassizii ENSGAGG00000023162
chelonoidis_abingdonii ENSCABG00000008323
chrysemys_picta_bellii ENSCPBG00000020229
pogona_vitticeps ENSPVIG00000017283
notechis_scutatus ENSNSUG00000004401
salvator_merianae ENSSMRG00000013219
sphenodon_punctatus ENSSPUG00000005943
phascolarctos_cinereus ENSPCIG00000017955
notamacropus_eugenii ENSMEUG00000003314
sarcophilus_harrisii ENSSHAG00000014696
monodelphis_domestica ENSMODG00000019302
ursus_americanus ENSUAMG00000015909
