sphenodon_punctatus ENSSPUG00000007953
ornithorhynchus_anatinus ENSOANG00000020452
xenopus_tropicalis ENSXETG00000030841
latimeria_chalumnae ENSLACG00000014200
cyprinodon_variegatus ENSCVAG00000008822
fundulus_heteroclitus ENSFHEG00000003961
poecilia_latipinna ENSPLAG00000006253
poecilia_formosa ENSPFOG00000024051
poecilia_mexicana ENSPMEG00000016846
poecilia_mexicana ENSPMEG00000017458
poecilia_formosa ENSPFOG00000018340
poecilia_latipinna ENSPLAG00000002038
poecilia_reticulata ENSPREG00000014142
xiphophorus_maculatus ENSXMAG00000000645
xiphophorus_couchianus ENSXCOG00000017221
gambusia_affinis ENSGAFG00000007579
kryptolebias_marmoratus ENSKMAG00000017260
astatotilapia_calliptera ENSACLG00000007599
maylandia_zebra ENSMZEG00005012038
haplochromis_burtoni ENSHBUG00000008043
pundamilia_nyererei ENSPNYG00000009816
neolamprologus_brichardi ENSNBRG00000004439
oreochromis_niloticus ENSONIG00000011410
amphilophus_citrinellus ENSACIG00000008508
amphiprion_percula ENSAPEG00000008091
amphiprion_ocellaris ENSAOCG00000004847
acanthochromis_polyacanthus ENSAPOG00000004893
stegastes_partitus ENSSPAG00000000154
seriola_dumerili ENSSDUG00000006998
seriola_lalandi_dorsalis ENSSLDG00000005913
scophthalmus_maximus ENSSMAG00000009148
labrus_bergylta ENSLBEG00000006305
mastacembelus_armatus ENSMAMG00000006427
monopterus_albus ENSMALG00000006093
anabas_testudineus ENSATEG00000005908
takifugu_rubripes ENSTRUG00000018612
tetraodon_nigroviridis ENSTNIG00000013583
mola_mola ENSMMOG00000010150
cynoglossus_semilaevis ENSCSEG00000011551
periophthalmus_magnuspinnatus ENSPMGG00000021290
oryzias_latipes_asm223471v1 ENSORLG00020016684
oryzias_latipes_asm223469v1 ENSORLG00015000944
oryzias_latipes_asm223467v1 ENSORLG00000001133
oryzias_melastigma ENSOMEG00000022771
hippocampus_comes ENSHCOG00000020698
esox_lucius ENSELUG00000004954
astyanax_mexicanus ENSAMXG00000040548
pygocentrus_nattereri ENSPNAG00000001299
ictalurus_punctatus ENSIPUG00000012825
danio_rerio ENSDARG00000104094
paramormyrops_kingsleyae ENSPKIG00000009838
scleropages_formosus ENSSFOG00015010675
lepisosteus_oculatus ENSLOCG00000003030
apteryx_haastii ENSAHAG00000012890
apteryx_owenii ENSAOWG00000001786
apteryx_rowi ENSARWG00000006395
dromaius_novaehollandiae ENSDNVG00000005783
nothoprocta_perdicaria ENSNPEG00000008541
anser_brachyrhynchus ENSABRG00000022225
anas_platyrhynchos_platyrhynchos ENSAPLG00000010529
melopsittacus_undulatus ENSMUNG00000004528
calidris_pygmaea ENSCPGG00000009078
calidris_pugnax ENSCPUG00000018829
coturnix_japonica ENSCJPG00005008424
meleagris_gallopavo ENSMGAG00000006659
gallus_gallus ENSGALG00000037097
numida_meleagris ENSNMEG00000021458
manacus_vitellinus ENSMVIG00005015070
lepidothrix_coronata ENSLCOG00000012452
junco_hyemalis ENSJHYG00000001302
zonotrichia_albicollis ENSZALG00000001672
serinus_canaria ENSSCAG00000005651
ficedula_albicollis ENSFALG00000008603
lonchura_striata_domestica ENSLSDG00000012414
taeniopygia_guttata ENSTGUG00000007559
parus_major ENSPMJG00000013380
cyanistes_caeruleus ENSCCEG00000015660
crocodylus_porosus ENSCPRG00005011116
gopherus_agassizii ENSGAGG00000002324
chelonoidis_abingdonii ENSCABG00000007298
chrysemys_picta_bellii ENSCPBG00000021586
pelodiscus_sinensis ENSPSIG00000013259
pogona_vitticeps ENSPVIG00000017494
notechis_scutatus ENSNSUG00000018443
salvator_merianae ENSSMRG00000020873
carlito_syrichta ENSTSYG00000007859
spermophilus_dauricus ENSSDAG00000003117
tursiops_truncatus ENSTTRG00000000480
vicugna_pacos ENSVPAG00000004131
panthera_tigris_altaica ENSPTIG00000001634
myotis_lucifugus ENSMLUG00000008609
myotis_lucifugus ENSMLUG00000029651
equus_caballus ENSECAG00000035327
sorex_araneus ENSSARG00000002046
procavia_capensis ENSPCAG00000012748
ursus_maritimus ENSUMAG00000014740
ursus_americanus ENSUAMG00000009316
ailuropoda_melanoleuca ENSAMEG00000017944
canis_lupus_familiaris ENSCAFG00000011603
canis_lupus_dingo ENSCAFG00020022371
vulpes_vulpes ENSVVUG00000015962
neovison_vison ENSNVIG00000003947
mustela_putorius_furo ENSMPUG00000013653
felis_catus ENSFCAG00000009926
panthera_pardus ENSPPRG00000005389
pteropus_vampyrus ENSPVAG00000008132
bos_mutus ENSBMUG00000000932
bos_taurus ENSBTAG00000000005
bison_bison_bison ENSBBBG00000002012
capra_hircus ENSCHIG00000021555
ovis_aries ENSOARG00000019041
sus_scrofa ENSSSCG00000009956
equus_caballus ENSECAG00000019326
equus_asinus_asinus ENSEASG00005008029
propithecus_coquereli ENSPCOG00000017157
microcebus_murinus ENSMICG00000011174
prolemur_simus ENSPSMG00000024433
otolemur_garnettii ENSOGAG00000003448
mus_spicilegus ENSMSIG00000007269
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028568
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042249
