calidris_pygmaea ENSCPGG00000011358
salvator_merianae ENSSMRG00000006563
mandrillus_leucophaeus ENSMLEG00000043587
macaca_fascicularis ENSMFAG00000002848
cercocebus_atys ENSCATG00000040500
nomascus_leucogenys ENSNLEG00000035266
saimiri_boliviensis_boliviensis ENSSBOG00000005225
castor_canadensis ENSCCNG00000021032
castor_canadensis ENSCCNG00000031577
mus_spicilegus ENSMSIG00000010805
octodon_degus ENSODEG00000001511
bison_bison_bison ENSBBBG00000008740
felis_catus ENSFCAG00000039466
jaculus_jaculus ENSJJAG00000021068
phascolarctos_cinereus ENSPCIG00000022246
phascolarctos_cinereus ENSPCIG00000023538
spermophilus_dauricus ENSSDAG00000022668
marmota_marmota_marmota ENSMMMG00000020536
urocitellus_parryii ENSUPAG00010011476
jaculus_jaculus ENSJJAG00000000157
octodon_degus ENSODEG00000005039
jaculus_jaculus ENSJJAG00000007328
cyprinodon_variegatus ENSCVAG00000022369
mola_mola ENSMMOG00000000027
