castor_canadensis ENSCCNG00000029020
dipodomys_ordii ENSDORG00000012807
urocitellus_parryii ENSUPAG00010002181
ictidomys_tridecemlineatus ENSSTOG00000026466
spermophilus_dauricus ENSSDAG00000007554
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000742
cricetulus_griseus_crigri-picr ENSCGRG00015027424
mesocricetus_auratus ENSMAUG00000012404
microtus_ochrogaster ENSMOCG00000000461
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000013091
mus_spicilegus ENSMSIG00000001978
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030181
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029128
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020997
rattus_norvegicus ENSRNOG00000042528
peromyscus_maniculatus_bairdii ENSPEMG00000017246
nannospalax_galili ENSNGAG00000020448
meriones_unguiculatus ENSMUGG00000016931
jaculus_jaculus ENSJJAG00000019474
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010469
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005659
fukomys_damarensis ENSFDAG00000012479
cavia_porcellus ENSCPOG00000015468
cavia_aperea ENSCAPG00000010033
chinchilla_lanigera ENSCLAG00000000703
octodon_degus ENSODEG00000009911
ochotona_princeps ENSOPRG00000000459
rhinopithecus_bieti ENSRBIG00000042865
rhinopithecus_roxellana ENSRROG00000040710
piliocolobus_tephrosceles ENSPTEG00000039716
colobus_angolensis_palliatus ENSCANG00000002410
cercocebus_atys ENSCATG00000036921
chlorocebus_sabaeus ENSCSAG00000001739
papio_anubis ENSPANG00000020379
theropithecus_gelada ENSTGEG00000012657
macaca_mulatta ENSMMUG00000015900
macaca_fascicularis ENSMFAG00000031628
macaca_nemestrina ENSMNEG00000031173
pan_troglodytes ENSPTRG00000011504
pan_paniscus ENSPPAG00000029512
homo_sapiens ENSG00000160472
gorilla_gorilla ENSGGOG00000009405
pongo_abelii ENSPPYG00000010416
nomascus_leucogenys ENSNLEG00000031085
saimiri_boliviensis_boliviensis ENSSBOG00000020513
cebus_capucinus_imitator ENSCCAG00000025157
callithrix_jacchus ENSCJAG00000000864
aotus_nancymaae ENSANAG00000024460
carlito_syrichta ENSTSYG00000035950
propithecus_coquereli ENSPCOG00000016683
microcebus_murinus ENSMICG00000047668
prolemur_simus ENSPSMG00000007707
otolemur_garnettii ENSOGAG00000025764
sorex_araneus ENSSARG00000004421
erinaceus_europaeus ENSEEUG00000012048
ursus_americanus ENSUAMG00000017636
ursus_maritimus ENSUMAG00000024632
ailuropoda_melanoleuca ENSAMEG00000003763
canis_lupus_familiaris ENSCAFG00000002587
canis_lupus_dingo ENSCAFG00020015500
vulpes_vulpes ENSVVUG00000007128
neovison_vison ENSNVIG00000012296
mustela_putorius_furo ENSMPUG00000007491
panthera_pardus ENSPPRG00000012832
panthera_tigris_altaica ENSPTIG00000011833
felis_catus ENSFCAG00000044046
equus_asinus_asinus ENSEASG00005020784
equus_caballus ENSECAG00000037361
pteropus_vampyrus ENSPVAG00000007313
capra_hircus ENSCHIG00000025879
ovis_aries ENSOARG00000001436
bos_mutus ENSBMUG00000006784
bos_taurus ENSBTAG00000021057
sus_scrofa ENSSSCG00000032405
vicugna_pacos ENSVPAG00000006459
tursiops_truncatus ENSTTRG00000002429
dasypus_novemcinctus ENSDNOG00000048794
sarcophilus_harrisii ENSSHAG00000005362
monodelphis_domestica ENSMODG00000000265
notamacropus_eugenii ENSMEUG00000002120
