chinchilla_lanigera ENSCLAG00000004756
cavia_porcellus ENSCPOG00000037614
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017470
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008524
castor_canadensis ENSCCNG00000003576
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021863
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022971
mus_spicilegus ENSMSIG00000016067
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020957
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016662
rattus_norvegicus ENSRNOG00000045668
meriones_unguiculatus ENSMUGG00000012814
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004301
cricetulus_griseus_crigri_1.0 ENSCGRG00000015088
cricetulus_griseus_crigri-picr ENSCGRG00015013618
microtus_ochrogaster ENSMOCG00000005712
peromyscus_maniculatus_bairdii ENSPEMG00000023185
nannospalax_galili ENSNGAG00000003813
ictidomys_tridecemlineatus ENSSTOG00000001265
urocitellus_parryii ENSUPAG00010001980
marmota_marmota_marmota ENSMMMG00000000794
spermophilus_dauricus ENSSDAG00000009497
oryctolagus_cuniculus ENSOCUG00000024398
ochotona_princeps ENSOPRG00000003893
homo_sapiens ENSG00000249624
homo_sapiens ENSG00000159110
pan_troglodytes ENSPTRG00000013865
pan_troglodytes ENSPTRG00000050391
pan_paniscus ENSPPAG00000035117
gorilla_gorilla ENSGGOG00000039376
pongo_abelii ENSPPYG00000011372
nomascus_leucogenys ENSNLEG00000003834
colobus_angolensis_palliatus ENSCANG00000041575
piliocolobus_tephrosceles ENSPTEG00000010820
rhinopithecus_bieti ENSRBIG00000044541
rhinopithecus_roxellana ENSRROG00000033750
papio_anubis ENSPANG00000022203
theropithecus_gelada ENSTGEG00000027061
mandrillus_leucophaeus ENSMLEG00000033683
cercocebus_atys ENSCATG00000018593
macaca_mulatta ENSMMUG00000003956
macaca_fascicularis ENSMFAG00000039570
macaca_nemestrina ENSMNEG00000041434
chlorocebus_sabaeus ENSCSAG00000009735
cebus_capucinus_imitator ENSCCAG00000022451
callithrix_jacchus ENSCJAG00000000059
saimiri_boliviensis_boliviensis ENSSBOG00000031096
aotus_nancymaae ENSANAG00000021497
carlito_syrichta ENSTSYG00000026500
carlito_syrichta ENSTSYG00000006033
propithecus_coquereli ENSPCOG00000008156
prolemur_simus ENSPSMG00000013637
microcebus_murinus ENSMICG00000044490
otolemur_garnettii ENSOGAG00000012668
tupaia_belangeri ENSTBEG00000013516
dasypus_novemcinctus ENSDNOG00000035417
choloepus_hoffmanni ENSCHOG00000004060
loxodonta_africana ENSLAFG00000014030
procavia_capensis ENSPCAG00000007499
echinops_telfairi ENSETEG00000002255
pteropus_vampyrus ENSPVAG00000004277
myotis_lucifugus ENSMLUG00000010438
erinaceus_europaeus ENSEEUG00000003311
sorex_araneus ENSSARG00000009142
equus_caballus ENSECAG00000003532
equus_asinus_asinus ENSEASG00005006208
ursus_americanus ENSUAMG00000028376
ursus_maritimus ENSUMAG00000019970
ailuropoda_melanoleuca ENSAMEG00000015000
mustela_putorius_furo ENSMPUG00000001229
neovison_vison ENSNVIG00000005773
canis_lupus_familiaris ENSCAFG00000009065
canis_lupus_familiaris ENSCAFG00000029858
canis_lupus_dingo ENSCAFG00020025644
vulpes_vulpes ENSVVUG00000023014
panthera_tigris_altaica ENSPTIG00000020960
panthera_pardus ENSPPRG00000024508
felis_catus ENSFCAG00000031700
bos_mutus ENSBMUG00000008422
bos_taurus ENSBTAG00000015212
bison_bison_bison ENSBBBG00000017687
capra_hircus ENSCHIG00000019897
ovis_aries ENSOARG00000013309
tursiops_truncatus ENSTTRG00000009830
sus_scrofa ENSSSCG00000036556
vicugna_pacos ENSVPAG00000009138
phascolarctos_cinereus ENSPCIG00000012891
sarcophilus_harrisii ENSSHAG00000004528
monodelphis_domestica ENSMODG00000021069
ornithorhynchus_anatinus ENSOANG00000002424
pogona_vitticeps ENSPVIG00000008463
anolis_carolinensis ENSACAG00000028479
salvator_merianae ENSSMRG00000023056
sphenodon_punctatus ENSSPUG00000001609
gopherus_agassizii ENSGAGG00000024030
chelonoidis_abingdonii ENSCABG00000018911
chrysemys_picta_bellii ENSCPBG00000005740
pelodiscus_sinensis ENSPSIG00000013150
apteryx_rowi ENSARWG00000013655
apteryx_owenii ENSAOWG00000017743
apteryx_haastii ENSAHAG00000018846
dromaius_novaehollandiae ENSDNVG00000015050
nothoprocta_perdicaria ENSNPEG00000003134
calidris_pugnax ENSCPUG00000012523
calidris_pygmaea ENSCPGG00000012999
melopsittacus_undulatus ENSMUNG00000006122
taeniopygia_guttata ENSTGUG00000000539
lonchura_striata_domestica ENSLSDG00000008943
serinus_canaria ENSSCAG00000001171
junco_hyemalis ENSJHYG00000007878
zonotrichia_albicollis ENSZALG00000008215
cyanistes_caeruleus ENSCCEG00000018295
parus_major ENSPMJG00000006325
ficedula_albicollis ENSFALG00000012419
manacus_vitellinus ENSMVIG00005012158
anser_brachyrhynchus ENSABRG00000015574
anas_platyrhynchos_platyrhynchos ENSAPLG00000011364
meleagris_gallopavo ENSMGAG00000014520
gallus_gallus ENSGALG00000041867
coturnix_japonica ENSCJPG00005005490
numida_meleagris ENSNMEG00000011178
