xenopus_tropicalis ENSXETG00000008743
ornithorhynchus_anatinus ENSOANG00000002980
apteryx_haastii ENSAHAG00000015343
apteryx_owenii ENSAOWG00000002974
apteryx_rowi ENSARWG00000015481
dromaius_novaehollandiae ENSDNVG00000005467
nothoprocta_perdicaria ENSNPEG00000013223
lonchura_striata_domestica ENSLSDG00000016736
taeniopygia_guttata ENSTGUG00000008210
junco_hyemalis ENSJHYG00000018107
zonotrichia_albicollis ENSZALG00000012884
parus_major ENSPMJG00000016043
cyanistes_caeruleus ENSCCEG00000017408
ficedula_albicollis ENSFALG00000007558
manacus_vitellinus ENSMVIG00005003545
manacus_vitellinus ENSMVIG00005017101
lepidothrix_coronata ENSLCOG00000006704
melopsittacus_undulatus ENSMUNG00000014034
calidris_pygmaea ENSCPGG00000018033
anas_platyrhynchos_platyrhynchos ENSAPLG00000028230
anser_brachyrhynchus ENSABRG00000012204
gallus_gallus ENSGALG00000006239
coturnix_japonica ENSCJPG00005018891
numida_meleagris ENSNMEG00000000893
crocodylus_porosus ENSCPRG00005017835
gopherus_agassizii ENSGAGG00000022087
chelonoidis_abingdonii ENSCABG00000005858
chrysemys_picta_bellii ENSCPBG00000012808
pelodiscus_sinensis ENSPSIG00000015204
sarcophilus_harrisii ENSSHAG00000018847
loxodonta_africana ENSLAFG00000027708
ornithorhynchus_anatinus ENSOANG00000013305
latimeria_chalumnae ENSLACG00000012042
scleropages_formosus ENSSFOG00015008621
eptatretus_burgeri ENSEBUG00000016377
ciona_intestinalis ENSCING00000004054
ciona_savignyi ENSCSAVG00000005222
