chelonoidis_abingdonii ENSCABG00000002249
chrysemys_picta_bellii ENSCPBG00000005424
gopherus_agassizii ENSGAGG00000000675
chrysemys_picta_bellii ENSCPBG00000005420
pelodiscus_sinensis ENSPSIG00000008097
anas_platyrhynchos_platyrhynchos ENSAPLG00000008908
anas_platyrhynchos_platyrhynchos ENSAPLG00000024411
calidris_pygmaea ENSCPGG00000012862
calidris_pugnax ENSCPUG00000012500
lonchura_striata_domestica ENSLSDG00000008013
taeniopygia_guttata ENSTGUG00000000486
lepidothrix_coronata ENSLCOG00000003417
manacus_vitellinus ENSMVIG00005012629
cyanistes_caeruleus ENSCCEG00000017451
zonotrichia_albicollis ENSZALG00000005905
serinus_canaria ENSSCAG00000004693
junco_hyemalis ENSJHYG00000003972
parus_major ENSPMJG00000008574
ficedula_albicollis ENSFALG00000002365
melopsittacus_undulatus ENSMUNG00000006508
coturnix_japonica ENSCJPG00005006204
meleagris_gallopavo ENSMGAG00000014526
gallus_gallus ENSGALG00000052354
numida_meleagris ENSNMEG00000011282
apteryx_owenii ENSAOWG00000017817
apteryx_haastii ENSAHAG00000018598
nothoprocta_perdicaria ENSNPEG00000005525
apteryx_owenii ENSAOWG00000017808
apteryx_haastii ENSAHAG00000018604
anser_brachyrhynchus ENSABRG00000016591
anser_brachyrhynchus ENSABRG00000016534
nothoprocta_perdicaria ENSNPEG00000005481
apteryx_rowi ENSARWG00000013625
dromaius_novaehollandiae ENSDNVG00000015122
sphenodon_punctatus ENSSPUG00000012724
crocodylus_porosus ENSCPRG00005015118
pogona_vitticeps ENSPVIG00000008454
anolis_carolinensis ENSACAG00000004681
notechis_scutatus ENSNSUG00000017541
salvator_merianae ENSSMRG00000023049
monodelphis_domestica ENSMODG00000021061
sarcophilus_harrisii ENSSHAG00000008266
phascolarctos_cinereus ENSPCIG00000012884
loxodonta_africana ENSLAFG00000016307
echinops_telfairi ENSETEG00000019427
pteropus_vampyrus ENSPVAG00000011186
myotis_lucifugus ENSMLUG00000002449
ursus_maritimus ENSUMAG00000020052
ursus_americanus ENSUAMG00000015025
ailuropoda_melanoleuca ENSAMEG00000014868
mustela_putorius_furo ENSMPUG00000001290
neovison_vison ENSNVIG00000005985
canis_lupus_familiaris ENSCAFG00000009106
canis_lupus_familiaris ENSCAFG00000032306
canis_lupus_dingo ENSCAFG00020025305
vulpes_vulpes ENSVVUG00000022974
panthera_tigris_altaica ENSPTIG00000017100
panthera_pardus ENSPPRG00000019353
felis_catus ENSFCAG00000028680
sorex_araneus ENSSARG00000012369
erinaceus_europaeus ENSEEUG00000002352
equus_asinus_asinus ENSEASG00005006195
equus_caballus ENSECAG00000018098
tursiops_truncatus ENSTTRG00000004692
vicugna_pacos ENSVPAG00000009150
capra_hircus ENSCHIG00000022392
ovis_aries ENSOARG00000013038
bos_mutus ENSBMUG00000008561
bison_bison_bison ENSBBBG00000017871
prolemur_simus ENSPSMG00000013388
bos_taurus ENSBTAG00000008482
tupaia_belangeri ENSTBEG00000003193
sus_scrofa ENSSSCG00000023674
octodon_degus ENSODEG00000008629
octodon_degus ENSODEG00000004500
dipodomys_ordii ENSDORG00000028617
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014915
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010432
fukomys_damarensis ENSFDAG00000019128
octodon_degus ENSODEG00000003658
cavia_porcellus ENSCPOG00000024278
cavia_aperea ENSCAPG00000017011
chinchilla_lanigera ENSCLAG00000011776
castor_canadensis ENSCCNG00000031162
urocitellus_parryii ENSUPAG00010002114
spermophilus_dauricus ENSSDAG00000009730
ictidomys_tridecemlineatus ENSSTOG00000020593
marmota_marmota_marmota ENSMMMG00000001137
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021871
mus_spicilegus ENSMSIG00000006576
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022961
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020965
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016670
rattus_norvegicus ENSRNOG00000002021
meriones_unguiculatus ENSMUGG00000012902
cricetulus_griseus_crigri_1.0 ENSCGRG00000015260
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016220
cricetulus_griseus_crigri-picr ENSCGRG00015013855
mesocricetus_auratus ENSMAUG00000002086
peromyscus_maniculatus_bairdii ENSPEMG00000026746
microtus_ochrogaster ENSMOCG00000012860
nannospalax_galili ENSNGAG00000000062
jaculus_jaculus ENSJJAG00000013491
oryctolagus_cuniculus ENSOCUG00000003867
ochotona_princeps ENSOPRG00000005068
pan_troglodytes ENSPTRG00000013872
pan_paniscus ENSPPAG00000033712
gorilla_gorilla ENSGGOG00000010481
pan_troglodytes ENSPTRG00000052356
homo_sapiens ENSG00000159140
nomascus_leucogenys ENSNLEG00000004002
mandrillus_leucophaeus ENSMLEG00000035039
papio_anubis ENSPANG00000024077
cercocebus_atys ENSCATG00000029812
macaca_fascicularis ENSMFAG00000034427
macaca_nemestrina ENSMNEG00000031671
rhinopithecus_bieti ENSRBIG00000044269
rhinopithecus_roxellana ENSRROG00000042156
colobus_angolensis_palliatus ENSCANG00000025986
piliocolobus_tephrosceles ENSPTEG00000009804
macaca_mulatta ENSMMUG00000005511
theropithecus_gelada ENSTGEG00000026906
chlorocebus_sabaeus ENSCSAG00000009823
pongo_abelii ENSPPYG00000011380
saimiri_boliviensis_boliviensis ENSSBOG00000020885
cebus_capucinus_imitator ENSCCAG00000030234
callithrix_jacchus ENSCJAG00000046975
aotus_nancymaae ENSANAG00000035426
pan_troglodytes ENSPTRG00000050558
pan_paniscus ENSPPAG00000035874
carlito_syrichta ENSTSYG00000008371
propithecus_coquereli ENSPCOG00000015502
microcebus_murinus ENSMICG00000033920
otolemur_garnettii ENSOGAG00000027319
dasypus_novemcinctus ENSDNOG00000036246
procavia_capensis ENSPCAG00000010170
ornithorhynchus_anatinus ENSOANG00000002433
xenopus_tropicalis ENSXETG00000014115
