calidris_pygmaea ENSCPGG00000001366
calidris_pugnax ENSCPUG00000004960
melopsittacus_undulatus ENSMUNG00000005239
gallus_gallus ENSGALG00000015230
coturnix_japonica ENSCJPG00005017475
meleagris_gallopavo ENSMGAG00000014348
numida_meleagris ENSNMEG00000017204
anser_brachyrhynchus ENSABRG00000009203
anas_platyrhynchos_platyrhynchos ENSAPLG00000007691
ficedula_albicollis ENSFALG00000005744
parus_major ENSPMJG00000011073
taeniopygia_guttata ENSTGUG00000013430
lonchura_striata_domestica ENSLSDG00000005704
serinus_canaria ENSSCAG00000009131
junco_hyemalis ENSJHYG00000017943
zonotrichia_albicollis ENSZALG00000000350
manacus_vitellinus ENSMVIG00005011400
apteryx_owenii ENSAOWG00000005543
apteryx_rowi ENSARWG00000015891
apteryx_haastii ENSAHAG00000002124
dromaius_novaehollandiae ENSDNVG00000008188
crocodylus_porosus ENSCPRG00005004187
gopherus_agassizii ENSGAGG00000023525
chrysemys_picta_bellii ENSCPBG00000003681
pelodiscus_sinensis ENSPSIG00000002195
pogona_vitticeps ENSPVIG00000019664
anolis_carolinensis ENSACAG00000010597
notechis_scutatus ENSNSUG00000010467
salvator_merianae ENSSMRG00000005220
sphenodon_punctatus ENSSPUG00000004614
loxodonta_africana ENSLAFG00000013069
procavia_capensis ENSPCAG00000009230
dasypus_novemcinctus ENSDNOG00000002753
cricetulus_griseus_crigri-picr ENSCGRG00015009223
cricetulus_griseus_crigri_1.0 ENSCGRG00000010699
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019201
mesocricetus_auratus ENSMAUG00000015900
microtus_ochrogaster ENSMOCG00000022787
peromyscus_maniculatus_bairdii ENSPEMG00000020011
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026575
mus_spicilegus ENSMSIG00000021906
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015603
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014796
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028033
rattus_norvegicus ENSRNOG00000002898
meriones_unguiculatus ENSMUGG00000006981
nannospalax_galili ENSNGAG00000013080
jaculus_jaculus ENSJJAG00000013080
dipodomys_ordii ENSDORG00000015638
cavia_porcellus ENSCPOG00000004222
cavia_aperea ENSCAPG00000008838
chinchilla_lanigera ENSCLAG00000007842
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004011
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002119
fukomys_damarensis ENSFDAG00000018607
spermophilus_dauricus ENSSDAG00000022361
marmota_marmota_marmota ENSMMMG00000018711
ictidomys_tridecemlineatus ENSSTOG00000011478
urocitellus_parryii ENSUPAG00010010951
oryctolagus_cuniculus ENSOCUG00000022879
oryctolagus_cuniculus ENSOCUG00000006873
ochotona_princeps ENSOPRG00000003534
prolemur_simus ENSPSMG00000025617
propithecus_coquereli ENSPCOG00000028279
microcebus_murinus ENSMICG00000013198
otolemur_garnettii ENSOGAG00000010051
pan_troglodytes ENSPTRG00000001655
pan_paniscus ENSPPAG00000040110
homo_sapiens ENSG00000143156
gorilla_gorilla ENSGGOG00000002502
pongo_abelii ENSPPYG00000000535
nomascus_leucogenys ENSNLEG00000014942
rhinopithecus_bieti ENSRBIG00000035287
rhinopithecus_roxellana ENSRROG00000035754
piliocolobus_tephrosceles ENSPTEG00000018420
colobus_angolensis_palliatus ENSCANG00000033880
theropithecus_gelada ENSTGEG00000006774
macaca_mulatta ENSMMUG00000021079
macaca_fascicularis ENSMFAG00000037358
macaca_nemestrina ENSMNEG00000031493
papio_anubis ENSPANG00000017310
mandrillus_leucophaeus ENSMLEG00000039211
cercocebus_atys ENSCATG00000030857
chlorocebus_sabaeus ENSCSAG00000011071
cebus_capucinus_imitator ENSCCAG00000021546
saimiri_boliviensis_boliviensis ENSSBOG00000034004
callithrix_jacchus ENSCJAG00000010278
aotus_nancymaae ENSANAG00000029472
carlito_syrichta ENSTSYG00000010216
ailuropoda_melanoleuca ENSAMEG00000011496
ursus_maritimus ENSUMAG00000017416
mustela_putorius_furo ENSMPUG00000015481
canis_lupus_familiaris ENSCAFG00000015252
vulpes_vulpes ENSVVUG00000026230
panthera_tigris_altaica ENSPTIG00000010167
panthera_pardus ENSPPRG00000023098
