pan_troglodytes ENSPTRG00000049734
pan_paniscus ENSPPAG00000034344
homo_sapiens ENSG00000102109
gorilla_gorilla ENSGGOG00000004538
pongo_abelii ENSPPYG00000020322
nomascus_leucogenys ENSNLEG00000007899
cercocebus_atys ENSCATG00000036843
theropithecus_gelada ENSTGEG00000003640
papio_anubis ENSPANG00000015256
macaca_mulatta ENSMMUG00000016469
macaca_fascicularis ENSMFAG00000039428
macaca_nemestrina ENSMNEG00000035990
chlorocebus_sabaeus ENSCSAG00000013181
piliocolobus_tephrosceles ENSPTEG00000014126
colobus_angolensis_palliatus ENSCANG00000033540
rhinopithecus_bieti ENSRBIG00000033130
rhinopithecus_roxellana ENSRROG00000042291
cebus_capucinus_imitator ENSCCAG00000032016
saimiri_boliviensis_boliviensis ENSSBOG00000035004
callithrix_jacchus ENSCJAG00000047969
aotus_nancymaae ENSANAG00000031176
carlito_syrichta ENSTSYG00000030484
prolemur_simus ENSPSMG00000017040
microcebus_murinus ENSMICG00000030219
propithecus_coquereli ENSPCOG00000012912
otolemur_garnettii ENSOGAG00000034785
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002975
octodon_degus ENSODEG00000010528
chinchilla_lanigera ENSCLAG00000003392
cavia_porcellus ENSCPOG00000007567
ictidomys_tridecemlineatus ENSSTOG00000025546
urocitellus_parryii ENSUPAG00010002932
marmota_marmota_marmota ENSMMMG00000012151
castor_canadensis ENSCCNG00000016670
dipodomys_ordii ENSDORG00000007957
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013577
cricetulus_griseus_crigri_1.0 ENSCGRG00000007439
cricetulus_griseus_crigri-picr ENSCGRG00015007117
mesocricetus_auratus ENSMAUG00000015797
microtus_ochrogaster ENSMOCG00000016403
peromyscus_maniculatus_bairdii ENSPEMG00000017215
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034055
mus_spicilegus ENSMSIG00000019698
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039278
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032906
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031455
rattus_norvegicus ENSRNOG00000046021
rattus_norvegicus ENSRNOG00000007112
meriones_unguiculatus ENSMUGG00000011033
nannospalax_galili ENSNGAG00000014688
jaculus_jaculus ENSJJAG00000000165
oryctolagus_cuniculus ENSOCUG00000009021
ochotona_princeps ENSOPRG00000012443
tupaia_belangeri ENSTBEG00000011240
equus_caballus ENSECAG00000038828
equus_asinus_asinus ENSEASG00005019237
erinaceus_europaeus ENSEEUG00000013069
capra_hircus ENSCHIG00000016734
ovis_aries ENSOARG00000011670
bos_taurus ENSBTAG00000013250
tursiops_truncatus ENSTTRG00000004727
sus_scrofa ENSSSCG00000021328
canis_lupus_dingo ENSCAFG00020020325
canis_lupus_familiaris ENSCAFG00000015657
vulpes_vulpes ENSVVUG00000017773
mustela_putorius_furo ENSMPUG00000013669
panthera_pardus ENSPPRG00000010202
felis_catus ENSFCAG00000011223
pteropus_vampyrus ENSPVAG00000007642
myotis_lucifugus ENSMLUG00000009125
dasypus_novemcinctus ENSDNOG00000045077
loxodonta_africana ENSLAFG00000030200
echinops_telfairi ENSETEG00000005345
