takifugu_rubripes ENSTRUG00000002016
tetraodon_nigroviridis ENSTNIG00000018183
mola_mola ENSMMOG00000010865
cynoglossus_semilaevis ENSCSEG00000019215
amphilophus_citrinellus ENSACIG00000000237
periophthalmus_magnuspinnatus ENSPMGG00000013783
periophthalmus_magnuspinnatus ENSPMGG00000010530
poecilia_formosa ENSPFOG00000002712
poecilia_mexicana ENSPMEG00000002878
poecilia_reticulata ENSPREG00000011669
poecilia_reticulata ENSPREG00000004542
xiphophorus_maculatus ENSXMAG00000014635
xiphophorus_couchianus ENSXCOG00000014148
gambusia_affinis ENSGAFG00000019371
cyprinodon_variegatus ENSCVAG00000005096
cyprinodon_variegatus ENSCVAG00000009563
fundulus_heteroclitus ENSFHEG00000011287
kryptolebias_marmoratus ENSKMAG00000021478
oryzias_latipes_asm223467v1 ENSORLG00000027659
oryzias_latipes_asm223469v1 ENSORLG00015022549
oryzias_latipes_asm223471v1 ENSORLG00020010447
oryzias_melastigma ENSOMEG00000017102
oryzias_melastigma ENSOMEG00000020311
anabas_testudineus ENSATEG00000020850
gasterosteus_aculeatus ENSGACG00000000139
gasterosteus_aculeatus ENSGACG00000000145
gasterosteus_aculeatus ENSGACG00000000149
gasterosteus_aculeatus ENSGACG00000001306
gasterosteus_aculeatus ENSGACG00000000112
gasterosteus_aculeatus ENSGACG00000000131
scophthalmus_maximus ENSSMAG00000017232
amphiprion_ocellaris ENSAOCG00000004660
amphiprion_percula ENSAPEG00000014602
acanthochromis_polyacanthus ENSAPOG00000011687
acanthochromis_polyacanthus ENSAPOG00000022231
stegastes_partitus ENSSPAG00000016895
labrus_bergylta ENSLBEG00000024329
oreochromis_niloticus ENSONIG00000020047
pundamilia_nyererei ENSPNYG00000011763
neolamprologus_brichardi ENSNBRG00000024272
haplochromis_burtoni ENSHBUG00000004729
haplochromis_burtoni ENSHBUG00000010757
neolamprologus_brichardi ENSNBRG00000020297
maylandia_zebra ENSMZEG00005023959
amphilophus_citrinellus ENSACIG00000019279
amphilophus_citrinellus ENSACIG00000006294
mastacembelus_armatus ENSMAMG00000014245
seriola_dumerili ENSSDUG00000022928
seriola_lalandi_dorsalis ENSSLDG00000012444
gadus_morhua ENSGMOG00000005692
esox_lucius ENSELUG00000019706
esox_lucius ENSELUG00000023395
pygocentrus_nattereri ENSPNAG00000001427
astyanax_mexicanus ENSAMXG00000014076
ictalurus_punctatus ENSIPUG00000021665
danio_rerio ENSDARG00000001656
scleropages_formosus ENSSFOG00015018934
scleropages_formosus ENSSFOG00015015744
paramormyrops_kingsleyae ENSPKIG00000019313
