labrus_bergylta ENSLBEG00000011116
takifugu_rubripes ENSTRUG00000024265
neolamprologus_brichardi ENSNBRG00000007464
xiphophorus_couchianus ENSXCOG00000008233
oryzias_latipes_asm223471v1 ENSORLG00020006674
acanthochromis_polyacanthus ENSAPOG00000000131
cyprinodon_variegatus ENSCVAG00000000287
periophthalmus_magnuspinnatus ENSPMGG00000003576
notechis_scutatus ENSNSUG00000011394
gopherus_agassizii ENSGAGG00000007213
piliocolobus_tephrosceles ENSPTEG00000001337
rhinopithecus_bieti ENSRBIG00000041360
macaca_fascicularis ENSMFAG00000008657
meriones_unguiculatus ENSMUGG00000026980
meriones_unguiculatus ENSMUGG00000026979
castor_canadensis ENSCCNG00000014999
eptatretus_burgeri ENSEBUG00000010131
