xenopus_tropicalis ENSXETG00000003631
latimeria_chalumnae ENSLACG00000001592
scleropages_formosus ENSSFOG00015006849
paramormyrops_kingsleyae ENSPKIG00000013128
paramormyrops_kingsleyae ENSPKIG00000002637
scleropages_formosus ENSSFOG00015019895
tetraodon_nigroviridis ENSTNIG00000011033
takifugu_rubripes ENSTRUG00000015542
periophthalmus_magnuspinnatus ENSPMGG00000009807
fundulus_heteroclitus ENSFHEG00000021109
cyprinodon_variegatus ENSCVAG00000009398
poecilia_mexicana ENSPMEG00000016791
poecilia_formosa ENSPFOG00000006446
poecilia_latipinna ENSPLAG00000022972
poecilia_reticulata ENSPREG00000003037
gambusia_affinis ENSGAFG00000008944
xiphophorus_maculatus ENSXMAG00000005447
xiphophorus_couchianus ENSXCOG00000013448
oryzias_latipes_asm223467v1 ENSORLG00000014696
oryzias_latipes_asm223471v1 ENSORLG00020014975
oryzias_latipes_asm223469v1 ENSORLG00015013329
oryzias_melastigma ENSOMEG00000007597
astatotilapia_calliptera ENSACLG00000024005
maylandia_zebra ENSMZEG00005006465
pundamilia_nyererei ENSPNYG00000000370
haplochromis_burtoni ENSHBUG00000018459
neolamprologus_brichardi ENSNBRG00000005424
oreochromis_niloticus ENSONIG00000011571
amphilophus_citrinellus ENSACIG00000004327
kryptolebias_marmoratus ENSKMAG00000016153
amphiprion_ocellaris ENSAOCG00000023025
amphiprion_percula ENSAPEG00000006087
acanthochromis_polyacanthus ENSAPOG00000014174
stegastes_partitus ENSSPAG00000004667
monopterus_albus ENSMALG00000013333
mastacembelus_armatus ENSMAMG00000011184
anabas_testudineus ENSATEG00000017728
seriola_dumerili ENSSDUG00000003328
seriola_lalandi_dorsalis ENSSLDG00000023355
scophthalmus_maximus ENSSMAG00000001155
cynoglossus_semilaevis ENSCSEG00000008136
mola_mola ENSMMOG00000001974
labrus_bergylta ENSLBEG00000018389
gasterosteus_aculeatus ENSGACG00000019746
hippocampus_comes ENSHCOG00000004762
gadus_morhua ENSGMOG00000014417
esox_lucius ENSELUG00000024454
pygocentrus_nattereri ENSPNAG00000029866
astyanax_mexicanus ENSAMXG00000005651
ictalurus_punctatus ENSIPUG00000008883
danio_rerio ENSDARG00000099850
lepisosteus_oculatus ENSLOCG00000016862
phascolarctos_cinereus ENSPCIG00000023267
notamacropus_eugenii ENSMEUG00000008625
monodelphis_domestica ENSMODG00000018375
sarcophilus_harrisii ENSSHAG00000015168
prolemur_simus ENSPSMG00000024425
propithecus_coquereli ENSPCOG00000025579
microcebus_murinus ENSMICG00000015691
otolemur_garnettii ENSOGAG00000000306
jaculus_jaculus ENSJJAG00000013844
capra_hircus ENSCHIG00000016545
ovis_aries ENSOARG00000011662
bos_taurus ENSBTAG00000019058
bos_mutus ENSBMUG00000007796
bison_bison_bison ENSBBBG00000025071
tursiops_truncatus ENSTTRG00000008818
sus_scrofa ENSSSCG00000000748
procavia_capensis ENSPCAG00000009196
dasypus_novemcinctus ENSDNOG00000033136
ochotona_princeps ENSOPRG00000006355
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011226
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014510
fukomys_damarensis ENSFDAG00000004497
cavia_porcellus ENSCPOG00000013733
cavia_aperea ENSCAPG00000015428
chinchilla_lanigera ENSCLAG00000011610
octodon_degus ENSODEG00000005994
castor_canadensis ENSCCNG00000018509
spermophilus_dauricus ENSSDAG00000005807
urocitellus_parryii ENSUPAG00010005234
marmota_marmota_marmota ENSMMMG00000023933
ictidomys_tridecemlineatus ENSSTOG00000023946
oryctolagus_cuniculus ENSOCUG00000004863
sorex_araneus ENSSARG00000006311
choloepus_hoffmanni ENSCHOG00000007871
mus_spicilegus ENSMSIG00000021455
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029849
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040797
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028816
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022572
rattus_norvegicus ENSRNOG00000014083
meriones_unguiculatus ENSMUGG00000021651
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017723
cricetulus_griseus_crigri_1.0 ENSCGRG00000013026
cricetulus_griseus_crigri-picr ENSCGRG00015012752
mesocricetus_auratus ENSMAUG00000014844
peromyscus_maniculatus_bairdii ENSPEMG00000024042
microtus_ochrogaster ENSMOCG00000011116
nannospalax_galili ENSNGAG00000011959
erinaceus_europaeus ENSEEUG00000010472
pan_troglodytes ENSPTRG00000004503
pan_paniscus ENSPPAG00000036777
gorilla_gorilla ENSGGOG00000007487
homo_sapiens ENSG00000120645
pongo_abelii ENSPPYG00000004130
rhinopithecus_bieti ENSRBIG00000035931
rhinopithecus_roxellana ENSRROG00000043781
piliocolobus_tephrosceles ENSPTEG00000033041
colobus_angolensis_palliatus ENSCANG00000033947
theropithecus_gelada ENSTGEG00000021350
mandrillus_leucophaeus ENSMLEG00000039153
papio_anubis ENSPANG00000015117
cercocebus_atys ENSCATG00000032927
macaca_fascicularis ENSMFAG00000030095
macaca_mulatta ENSMMUG00000022067
macaca_nemestrina ENSMNEG00000035071
chlorocebus_sabaeus ENSCSAG00000012134
nomascus_leucogenys ENSNLEG00000001781
cebus_capucinus_imitator ENSCCAG00000036802
saimiri_boliviensis_boliviensis ENSSBOG00000018072
callithrix_jacchus ENSCJAG00000006769
aotus_nancymaae ENSANAG00000025150
carlito_syrichta ENSTSYG00000027308
tupaia_belangeri ENSTBEG00000007222
loxodonta_africana ENSLAFG00000012165
neovison_vison ENSNVIG00000005165
mustela_putorius_furo ENSMPUG00000018027
ailuropoda_melanoleuca ENSAMEG00000004640
panthera_pardus ENSPPRG00000013339
felis_catus ENSFCAG00000014338
ursus_americanus ENSUAMG00000007740
ursus_maritimus ENSUMAG00000014504
panthera_tigris_altaica ENSPTIG00000009792
echinops_telfairi ENSETEG00000014531
