caenorhabditis_elegans_strain_n2 WBGene00004061
drosophila_melanogaster FBgn0039890
pan_paniscus ENSPPAG00000038979
pan_troglodytes ENSPTRG00000051738
homo_sapiens ENSG00000101986
gorilla_gorilla ENSGGOG00000005561
pongo_abelii ENSPPYG00000020852
nomascus_leucogenys ENSNLEG00000013458
rhinopithecus_bieti ENSRBIG00000044662
rhinopithecus_roxellana ENSRROG00000037289
colobus_angolensis_palliatus ENSCANG00000037039
papio_anubis ENSPANG00000025399
theropithecus_gelada ENSTGEG00000010297
macaca_nemestrina ENSMNEG00000033571
macaca_fascicularis ENSMFAG00000044729
macaca_mulatta ENSMMUG00000012746
mandrillus_leucophaeus ENSMLEG00000041428
chlorocebus_sabaeus ENSCSAG00000013506
cebus_capucinus_imitator ENSCCAG00000019717
saimiri_boliviensis_boliviensis ENSSBOG00000024968
callithrix_jacchus ENSCJAG00000011337
aotus_nancymaae ENSANAG00000035583
ursus_americanus ENSUAMG00000016225
ursus_americanus ENSUAMG00000016226
vulpes_vulpes ENSVVUG00000029694
vulpes_vulpes ENSVVUG00000029695
ovis_aries ENSOARG00000007049
castor_canadensis ENSCCNG00000016728
dipodomys_ordii ENSDORG00000006023
ictidomys_tridecemlineatus ENSSTOG00000008153
urocitellus_parryii ENSUPAG00010012506
spermophilus_dauricus ENSSDAG00000001558
marmota_marmota_marmota ENSMMMG00000008089
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031378
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034312
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033157
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031700
rattus_norvegicus ENSRNOG00000056524
meriones_unguiculatus ENSMUGG00000017297
cricetulus_griseus_crigri-picr ENSCGRG00015004639
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017773
cricetulus_griseus_crigri_1.0 ENSCGRG00000002088
mesocricetus_auratus ENSMAUG00000020103
peromyscus_maniculatus_bairdii ENSPEMG00000010748
microtus_ochrogaster ENSMOCG00000020381
nannospalax_galili ENSNGAG00000023420
jaculus_jaculus ENSJJAG00000012430
chinchilla_lanigera ENSCLAG00000001650
octodon_degus ENSODEG00000003127
cavia_porcellus ENSCPOG00000011702
cavia_aperea ENSCAPG00000017689
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001000
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003762
fukomys_damarensis ENSFDAG00000007916
panthera_tigris_altaica ENSPTIG00000007840
equus_asinus_asinus ENSEASG00005019529
cercocebus_atys ENSCATG00000042536
tursiops_truncatus ENSTTRG00000011702
tupaia_belangeri ENSTBEG00000012640
propithecus_coquereli ENSPCOG00000016908
prolemur_simus ENSPSMG00000023552
microcebus_murinus ENSMICG00000003441
otolemur_garnettii ENSOGAG00000027153
carlito_syrichta ENSTSYG00000028624
oryctolagus_cuniculus ENSOCUG00000017922
equus_caballus ENSECAG00000022935
sus_scrofa ENSSSCG00000012779
neovison_vison ENSNVIG00000023981
mustela_putorius_furo ENSMPUG00000008475
ailuropoda_melanoleuca ENSAMEG00000008692
canis_lupus_dingo ENSCAFG00020022942
canis_lupus_familiaris ENSCAFG00000019247
panthera_pardus ENSPPRG00000003214
felis_catus ENSFCAG00000004038
bos_mutus ENSBMUG00000012003
bos_taurus ENSBTAG00000020551
capra_hircus ENSCHIG00000020085
erinaceus_europaeus ENSEEUG00000000825
myotis_lucifugus ENSMLUG00000004423
pteropus_vampyrus ENSPVAG00000013159
ochotona_princeps ENSOPRG00000002904
loxodonta_africana ENSLAFG00000027794
procavia_capensis ENSPCAG00000008648
piliocolobus_tephrosceles ENSPTEG00000010804
mus_spicilegus ENSMSIG00000015954
dasypus_novemcinctus ENSDNOG00000006107
phascolarctos_cinereus ENSPCIG00000017689
notamacropus_eugenii ENSMEUG00000015195
sarcophilus_harrisii ENSSHAG00000009362
monodelphis_domestica ENSMODG00000008330
ornithorhynchus_anatinus ENSOANG00000010211
ornithorhynchus_anatinus ENSOANG00000020333
gopherus_agassizii ENSGAGG00000003346
chrysemys_picta_bellii ENSCPBG00000017216
chelonoidis_abingdonii ENSCABG00000000571
anolis_carolinensis ENSACAG00000008539
notechis_scutatus ENSNSUG00000015696
pogona_vitticeps ENSPVIG00000024996
salvator_merianae ENSSMRG00000002654
notechis_scutatus ENSNSUG00000015697
xenopus_tropicalis ENSXETG00000007705
latimeria_chalumnae ENSLACG00000001040
astyanax_mexicanus ENSAMXG00000040510
pygocentrus_nattereri ENSPNAG00000024508
ictalurus_punctatus ENSIPUG00000012423
danio_rerio ENSDARG00000074876
esox_lucius ENSELUG00000019257
scleropages_formosus ENSSFOG00015001977
paramormyrops_kingsleyae ENSPKIG00000023779
fundulus_heteroclitus ENSFHEG00000008590
hippocampus_comes ENSHCOG00000000762
cynoglossus_semilaevis ENSCSEG00000017155
hippocampus_comes ENSHCOG00000020002
periophthalmus_magnuspinnatus ENSPMGG00000017325
xiphophorus_maculatus ENSXMAG00000003466
gambusia_affinis ENSGAFG00000000349
