erinaceus_europaeus ENSEEUG00000013633
sorex_araneus ENSSARG00000003662
ochotona_princeps ENSOPRG00000013047
carlito_syrichta ENSTSYG00000009786
myotis_lucifugus ENSMLUG00000011962
ursus_maritimus ENSUMAG00000020233
ursus_americanus ENSUAMG00000012393
ailuropoda_melanoleuca ENSAMEG00000001168
neovison_vison ENSNVIG00000015945
mustela_putorius_furo ENSMPUG00000017992
canis_lupus_familiaris ENSCAFG00000031698
canis_lupus_familiaris ENSCAFG00000030914
canis_lupus_familiaris ENSCAFG00000005180
canis_lupus_dingo ENSCAFG00020011393
canis_lupus_dingo ENSCAFG00020024091
vulpes_vulpes ENSVVUG00000001847
panthera_tigris_altaica ENSPTIG00000002552
panthera_pardus ENSPPRG00000001543
felis_catus ENSFCAG00000028866
equus_asinus_asinus ENSEASG00005009074
equus_caballus ENSECAG00000024129
bos_taurus ENSBTAG00000018680
bos_mutus ENSBMUG00000009446
bison_bison_bison ENSBBBG00000015270
bos_mutus ENSBMUG00000014527
bos_taurus ENSBTAG00000047080
bison_bison_bison ENSBBBG00000018859
ovis_aries ENSOARG00000019434
capra_hircus ENSCHIG00000013579
vicugna_pacos ENSVPAG00000003376
sus_scrofa ENSSSCG00000008549
tursiops_truncatus ENSTTRG00000012535
pteropus_vampyrus ENSPVAG00000015223
castor_canadensis ENSCCNG00000003208
dipodomys_ordii ENSDORG00000006561
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029141
mus_spicilegus ENSMSIG00000020013
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028093
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027097
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029284
rattus_norvegicus ENSRNOG00000004901
meriones_unguiculatus ENSMUGG00000027003
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007282
cricetulus_griseus_crigri_1.0 ENSCGRG00000003453
cricetulus_griseus_crigri-picr ENSCGRG00015025173
mesocricetus_auratus ENSMAUG00000004372
microtus_ochrogaster ENSMOCG00000007088
peromyscus_maniculatus_bairdii ENSPEMG00000009955
nannospalax_galili ENSNGAG00000014218
jaculus_jaculus ENSJJAG00000019882
ictidomys_tridecemlineatus ENSSTOG00000023278
urocitellus_parryii ENSUPAG00010005811
marmota_marmota_marmota ENSMMMG00000020229
spermophilus_dauricus ENSSDAG00000006551
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007158
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014170
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010159
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006239
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011646
fukomys_damarensis ENSFDAG00000005895
chinchilla_lanigera ENSCLAG00000009564
octodon_degus ENSODEG00000007242
cavia_porcellus ENSCPOG00000004368
cavia_aperea ENSCAPG00000016780
tupaia_belangeri ENSTBEG00000008046
tupaia_belangeri ENSTBEG00000015687
prolemur_simus ENSPSMG00000000952
microcebus_murinus ENSMICG00000014967
propithecus_coquereli ENSPCOG00000010744
otolemur_garnettii ENSOGAG00000014063
pan_paniscus ENSPPAG00000036610
pan_troglodytes ENSPTRG00000011778
homo_sapiens ENSG00000163798
gorilla_gorilla ENSGGOG00000028012
pongo_abelii ENSPPYG00000029403
nomascus_leucogenys ENSNLEG00000004025
cercocebus_atys ENSCATG00000036961
mandrillus_leucophaeus ENSMLEG00000044084
theropithecus_gelada ENSTGEG00000024384
papio_anubis ENSPANG00000025134
macaca_mulatta ENSMMUG00000019748
macaca_fascicularis ENSMFAG00000034281
macaca_nemestrina ENSMNEG00000044853
chlorocebus_sabaeus ENSCSAG00000010252
colobus_angolensis_palliatus ENSCANG00000034851
piliocolobus_tephrosceles ENSPTEG00000006891
rhinopithecus_bieti ENSRBIG00000043949
rhinopithecus_roxellana ENSRROG00000045303
saimiri_boliviensis_boliviensis ENSSBOG00000021692
cebus_capucinus_imitator ENSCCAG00000028455
callithrix_jacchus ENSCJAG00000009108
aotus_nancymaae ENSANAG00000011360
loxodonta_africana ENSLAFG00000021896
loxodonta_africana ENSLAFG00000027901
procavia_capensis ENSPCAG00000013457
echinops_telfairi ENSETEG00000015929
dasypus_novemcinctus ENSDNOG00000005570
dasypus_novemcinctus ENSDNOG00000045669
dasypus_novemcinctus ENSDNOG00000035162
choloepus_hoffmanni ENSCHOG00000013695
phascolarctos_cinereus ENSPCIG00000026184
notamacropus_eugenii ENSMEUG00000015128
monodelphis_domestica ENSMODG00000015589
sarcophilus_harrisii ENSSHAG00000014807
ornithorhynchus_anatinus ENSOANG00000005683
pogona_vitticeps ENSPVIG00000025535
pogona_vitticeps ENSPVIG00000025536
notechis_scutatus ENSNSUG00000009417
notechis_scutatus ENSNSUG00000009416
anolis_carolinensis ENSACAG00000009669
salvator_merianae ENSSMRG00000004892
sphenodon_punctatus ENSSPUG00000006128
sphenodon_punctatus ENSSPUG00000005603
apteryx_haastii ENSAHAG00000017479
apteryx_owenii ENSAOWG00000002053
apteryx_rowi ENSARWG00000018221
nothoprocta_perdicaria ENSNPEG00000014656
junco_hyemalis ENSJHYG00000011543
zonotrichia_albicollis ENSZALG00000002913
ficedula_albicollis ENSFALG00000010842
taeniopygia_guttata ENSTGUG00000002524
taeniopygia_guttata ENSTGUG00000015019
lonchura_striata_domestica ENSLSDG00000010527
serinus_canaria ENSSCAG00000010745
parus_major ENSPMJG00000014594
cyanistes_caeruleus ENSCCEG00000011740
manacus_vitellinus ENSMVIG00005005972
lepidothrix_coronata ENSLCOG00000012421
melopsittacus_undulatus ENSMUNG00000006025
calidris_pugnax ENSCPUG00000001607
calidris_pygmaea ENSCPGG00000003525
gallus_gallus ENSGALG00000010047
coturnix_japonica ENSCJPG00005010189
meleagris_gallopavo ENSMGAG00000010506
numida_meleagris ENSNMEG00000016426
anser_brachyrhynchus ENSABRG00000000850
anas_platyrhynchos_platyrhynchos ENSAPLG00000013096
lepidothrix_coronata ENSLCOG00000012422
manacus_vitellinus ENSMVIG00005005979
cyanistes_caeruleus ENSCCEG00000011739
calidris_pugnax ENSCPUG00000001611
crocodylus_porosus ENSCPRG00005009842
gopherus_agassizii ENSGAGG00000007785
chelonoidis_abingdonii ENSCABG00000011154
chrysemys_picta_bellii ENSCPBG00000025393
pelodiscus_sinensis ENSPSIG00000004013
xenopus_tropicalis ENSXETG00000022503
latimeria_chalumnae ENSLACG00000004256
anabas_testudineus ENSATEG00000010986
cynoglossus_semilaevis ENSCSEG00000002831
tetraodon_nigroviridis ENSTNIG00000018770
takifugu_rubripes ENSTRUG00000005910
mola_mola ENSMMOG00000004938
scophthalmus_maximus ENSSMAG00000015211
mastacembelus_armatus ENSMAMG00000014287
hippocampus_comes ENSHCOG00000008452
seriola_dumerili ENSSDUG00000018659
seriola_lalandi_dorsalis ENSSLDG00000015797
monopterus_albus ENSMALG00000004626
labrus_bergylta ENSLBEG00000022995
gasterosteus_aculeatus ENSGACG00000012898
poecilia_formosa ENSPFOG00000011165
poecilia_mexicana ENSPMEG00000006296
poecilia_latipinna ENSPLAG00000002487
poecilia_reticulata ENSPREG00000004874
xiphophorus_maculatus ENSXMAG00000018415
xiphophorus_couchianus ENSXCOG00000011251
gambusia_affinis ENSGAFG00000019518
fundulus_heteroclitus ENSFHEG00000007330
cyprinodon_variegatus ENSCVAG00000003525
kryptolebias_marmoratus ENSKMAG00000009478
oryzias_latipes_asm223467v1 ENSORLG00000018210
