mastacembelus_armatus ENSMAMG00000010305
anabas_testudineus ENSATEG00000007659
seriola_dumerili ENSSDUG00000012967
seriola_lalandi_dorsalis ENSSLDG00000012771
poecilia_formosa ENSPFOG00000003551
poecilia_formosa ENSPFOG00000022951
poecilia_latipinna ENSPLAG00000002058
poecilia_latipinna ENSPLAG00000006807
poecilia_reticulata ENSPREG00000002652
poecilia_mexicana ENSPMEG00000002603
xiphophorus_maculatus ENSXMAG00000018863
xiphophorus_couchianus ENSXCOG00000011828
oryzias_melastigma ENSOMEG00000014110
oryzias_latipes_asm223469v1 ENSORLG00015014743
oreochromis_niloticus ENSONIG00000008206
haplochromis_burtoni ENSHBUG00000020364
amphiprion_ocellaris ENSAOCG00000021757
amphiprion_percula ENSAPEG00000018964
acanthochromis_polyacanthus ENSAPOG00000001170
stegastes_partitus ENSSPAG00000009507
cynoglossus_semilaevis ENSCSEG00000000122
labrus_bergylta ENSLBEG00000013936
gasterosteus_aculeatus ENSGACG00000007266
tetraodon_nigroviridis ENSTNIG00000016909
takifugu_rubripes ENSTRUG00000002519
hippocampus_comes ENSHCOG00000012829
gadus_morhua ENSGMOG00000019099
esox_lucius ENSELUG00000003385
pygocentrus_nattereri ENSPNAG00000024898
ictalurus_punctatus ENSIPUG00000016845
danio_rerio ENSDARG00000001244
paramormyrops_kingsleyae ENSPKIG00000008252
scleropages_formosus ENSSFOG00015024011
pan_paniscus ENSPPAG00000036722
pan_troglodytes ENSPTRG00000049892
colobus_angolensis_palliatus ENSCANG00000026444
ochotona_princeps ENSOPRG00000013211
caenorhabditis_elegans_strain_n2 WBGene00004706
