taeniopygia_guttata ENSTGUG00000012935
lonchura_striata_domestica ENSLSDG00000012227
ficedula_albicollis ENSFALG00000003155
parus_major ENSPMJG00000001500
lepidothrix_coronata ENSLCOG00000005680
manacus_vitellinus ENSMVIG00005008839
junco_hyemalis ENSJHYG00000012578
zonotrichia_albicollis ENSZALG00000009074
serinus_canaria ENSSCAG00000006138
cyanistes_caeruleus ENSCCEG00000014353
melopsittacus_undulatus ENSMUNG00000002476
gallus_gallus ENSGALG00000011721
coturnix_japonica ENSCJPG00005003104
meleagris_gallopavo ENSMGAG00000013504
numida_meleagris ENSNMEG00000016886
anser_brachyrhynchus ENSABRG00000009248
anas_platyrhynchos_platyrhynchos ENSAPLG00000017943
calidris_pygmaea ENSCPGG00000017387
calidris_pugnax ENSCPUG00000005153
crocodylus_porosus ENSCPRG00005016108
gopherus_agassizii ENSGAGG00000007998
chelonoidis_abingdonii ENSCABG00000011465
chrysemys_picta_bellii ENSCPBG00000022348
pelodiscus_sinensis ENSPSIG00000001038
pogona_vitticeps ENSPVIG00000020951
anolis_carolinensis ENSACAG00000015796
notechis_scutatus ENSNSUG00000018290
salvator_merianae ENSSMRG00000013558
pan_troglodytes ENSPTRG00000030719
pan_paniscus ENSPPAG00000025349
homo_sapiens ENSG00000179841
gorilla_gorilla ENSGGOG00000025861
pongo_abelii ENSPPYG00000005899
nomascus_leucogenys ENSNLEG00000019133
theropithecus_gelada ENSTGEG00000016627
macaca_mulatta ENSMMUG00000042066
chlorocebus_sabaeus ENSCSAG00000019567
rhinopithecus_roxellana ENSRROG00000020187
piliocolobus_tephrosceles ENSPTEG00000036360
carlito_syrichta ENSTSYG00000003777
prolemur_simus ENSPSMG00000021954
otolemur_garnettii ENSOGAG00000005256
tupaia_belangeri ENSTBEG00000013752
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018709
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021057
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017862
mus_spicilegus ENSMSIG00000010775
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029619
rattus_norvegicus ENSRNOG00000006410
meriones_unguiculatus ENSMUGG00000002146
microtus_ochrogaster ENSMOCG00000021957
peromyscus_maniculatus_bairdii ENSPEMG00000028388
cricetulus_griseus_crigri-picr ENSCGRG00015027772
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010439
mesocricetus_auratus ENSMAUG00000014958
nannospalax_galili ENSNGAG00000016514
dipodomys_ordii ENSDORG00000025561
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020396
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021143
chinchilla_lanigera ENSCLAG00000017594
spermophilus_dauricus ENSSDAG00000009393
ictidomys_tridecemlineatus ENSSTOG00000021366
urocitellus_parryii ENSUPAG00010011368
marmota_marmota_marmota ENSMMMG00000020940
oryctolagus_cuniculus ENSOCUG00000011733
ochotona_princeps ENSOPRG00000005294
ursus_americanus ENSUAMG00000020090
ursus_maritimus ENSUMAG00000013476
ailuropoda_melanoleuca ENSAMEG00000019586
mustela_putorius_furo ENSMPUG00000019646
neovison_vison ENSNVIG00000008039
canis_lupus_dingo ENSCAFG00020007180
canis_lupus_familiaris ENSCAFG00000016026
vulpes_vulpes ENSVVUG00000027982
panthera_tigris_altaica ENSPTIG00000006638
panthera_pardus ENSPPRG00000020623
felis_catus ENSFCAG00000007817
equus_caballus ENSECAG00000003230
equus_asinus_asinus ENSEASG00005008606
pteropus_vampyrus ENSPVAG00000017580
myotis_lucifugus ENSMLUG00000016552
bos_mutus ENSBMUG00000013291
bos_taurus ENSBTAG00000009642
bison_bison_bison ENSBBBG00000022818
capra_hircus ENSCHIG00000011249
ovis_aries ENSOARG00000000991
sus_scrofa ENSSSCG00000002268
erinaceus_europaeus ENSEEUG00000002321
sorex_araneus ENSSARG00000011921
choloepus_hoffmanni ENSCHOG00000001260
dasypus_novemcinctus ENSDNOG00000013491
loxodonta_africana ENSLAFG00000031655
phascolarctos_cinereus ENSPCIG00000028381
sarcophilus_harrisii ENSSHAG00000009730
monodelphis_domestica ENSMODG00000009460
ornithorhynchus_anatinus ENSOANG00000014857
