bos_mutus ENSBMUG00000014265
bos_taurus ENSBTAG00000026003
ovis_aries ENSOARG00000018062
capra_hircus ENSCHIG00000000313
tursiops_truncatus ENSTTRG00000005062
sus_scrofa ENSSSCG00000012580
vicugna_pacos ENSVPAG00000007312
ailuropoda_melanoleuca ENSAMEG00000017985
ursus_maritimus ENSUMAG00000023097
canis_lupus_familiaris ENSCAFG00000018034
canis_lupus_dingo ENSCAFG00020005725
panthera_tigris_altaica ENSPTIG00000013154
panthera_pardus ENSPPRG00000024490
felis_catus ENSFCAG00000009035
erinaceus_europaeus ENSEEUG00000011992
sorex_araneus ENSSARG00000008179
pteropus_vampyrus ENSPVAG00000003034
myotis_lucifugus ENSMLUG00000006258
equus_asinus_asinus ENSEASG00005012061
equus_caballus ENSECAG00000013873
peromyscus_maniculatus_bairdii ENSPEMG00000000755
microtus_ochrogaster ENSMOCG00000001334
cricetulus_griseus_crigri-picr ENSCGRG00015016422
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015149
cricetulus_griseus_crigri_1.0 ENSCGRG00000000858
mesocricetus_auratus ENSMAUG00000016927
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042282
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034633
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033462
mus_spicilegus ENSMSIG00000026464
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0032002
rattus_norvegicus ENSRNOG00000019086
jaculus_jaculus ENSJJAG00000013450
dipodomys_ordii ENSDORG00000002237
chinchilla_lanigera ENSCLAG00000001419
octodon_degus ENSODEG00000013232
cavia_porcellus ENSCPOG00000006348
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002097
oryctolagus_cuniculus ENSOCUG00000009664
ochotona_princeps ENSOPRG00000014679
tupaia_belangeri ENSTBEG00000006730
pan_paniscus ENSPPAG00000042967
pan_troglodytes ENSPTRG00000022174
homo_sapiens ENSG00000101890
gorilla_gorilla ENSGGOG00000006763
pongo_abelii ENSPPYG00000020624
nomascus_leucogenys ENSNLEG00000014307
papio_anubis ENSPANG00000011773
mandrillus_leucophaeus ENSMLEG00000038915
cercocebus_atys ENSCATG00000044834
macaca_mulatta ENSMMUG00000013199
macaca_nemestrina ENSMNEG00000040583
macaca_fascicularis ENSMFAG00000045516
chlorocebus_sabaeus ENSCSAG00000008852
rhinopithecus_roxellana ENSRROG00000030850
rhinopithecus_bieti ENSRBIG00000043073
colobus_angolensis_palliatus ENSCANG00000041204
piliocolobus_tephrosceles ENSPTEG00000029885
rhinopithecus_bieti ENSRBIG00000039890
rhinopithecus_roxellana ENSRROG00000001688
theropithecus_gelada ENSTGEG00000015918
saimiri_boliviensis_boliviensis ENSSBOG00000020443
cebus_capucinus_imitator ENSCCAG00000024310
callithrix_jacchus ENSCJAG00000007378
aotus_nancymaae ENSANAG00000019526
carlito_syrichta ENSTSYG00000011980
propithecus_coquereli ENSPCOG00000024784
microcebus_murinus ENSMICG00000042725
prolemur_simus ENSPSMG00000008433
otolemur_garnettii ENSOGAG00000011569
castor_canadensis ENSCCNG00000015626
meriones_unguiculatus ENSMUGG00000020555
vulpes_vulpes ENSVVUG00000010560
bison_bison_bison ENSBBBG00000024892
loxodonta_africana ENSLAFG00000006374
procavia_capensis ENSPCAG00000007901
echinops_telfairi ENSETEG00000007993
monodelphis_domestica ENSMODG00000005266
xenopus_tropicalis ENSXETG00000001567
latimeria_chalumnae ENSLACG00000004776
