apteryx_rowi ENSARWG00000006730
apteryx_haastii ENSAHAG00000017639
apteryx_owenii ENSAOWG00000000998
dromaius_novaehollandiae ENSDNVG00000002790
nothoprocta_perdicaria ENSNPEG00000005074
anser_brachyrhynchus ENSABRG00000018296
anas_platyrhynchos_platyrhynchos ENSAPLG00000007084
meleagris_gallopavo ENSMGAG00000000920
gallus_gallus ENSGALG00000047814
numida_meleagris ENSNMEG00000022773
calidris_pugnax ENSCPUG00000007575
calidris_pygmaea ENSCPGG00000009400
crocodylus_porosus ENSCPRG00005010632
gopherus_agassizii ENSGAGG00000017529
chelonoidis_abingdonii ENSCABG00000012841
chrysemys_picta_bellii ENSCPBG00000010659
pelodiscus_sinensis ENSPSIG00000016244
anolis_carolinensis ENSACAG00000013262
pogona_vitticeps ENSPVIG00000025683
notechis_scutatus ENSNSUG00000003098
salvator_merianae ENSSMRG00000011538
xenopus_tropicalis ENSXETG00000030003
latimeria_chalumnae ENSLACG00000017137
phascolarctos_cinereus ENSPCIG00000035165
monodelphis_domestica ENSMODG00000017242
anas_platyrhynchos_platyrhynchos ENSAPLG00000020451
lepisosteus_oculatus ENSLOCG00000001511
petromyzon_marinus ENSPMAG00000003637
