gopherus_agassizii ENSGAGG00000015690
chelonoidis_abingdonii ENSCABG00000005084
chrysemys_picta_bellii ENSCPBG00000012435
pelodiscus_sinensis ENSPSIG00000005790
calidris_pygmaea ENSCPGG00000018431
calidris_pugnax ENSCPUG00000017997
melopsittacus_undulatus ENSMUNG00000013174
taeniopygia_guttata ENSTGUG00000002660
taeniopygia_guttata ENSTGUG00000017154
taeniopygia_guttata ENSTGUG00000015099
lonchura_striata_domestica ENSLSDG00000010602
serinus_canaria ENSSCAG00000007624
cyanistes_caeruleus ENSCCEG00000015619
parus_major ENSPMJG00000011889
ficedula_albicollis ENSFALG00000011993
zonotrichia_albicollis ENSZALG00000003014
junco_hyemalis ENSJHYG00000003966
manacus_vitellinus ENSMVIG00005002101
lepidothrix_coronata ENSLCOG00000009523
anser_brachyrhynchus ENSABRG00000015556
anas_platyrhynchos_platyrhynchos ENSAPLG00000030078
gallus_gallus ENSGALG00000009413
coturnix_japonica ENSCJPG00005007156
meleagris_gallopavo ENSMGAG00000008880
numida_meleagris ENSNMEG00000014659
apteryx_haastii ENSAHAG00000001446
apteryx_rowi ENSARWG00000005563
apteryx_owenii ENSAOWG00000003971
dromaius_novaehollandiae ENSDNVG00000015086
nothoprocta_perdicaria ENSNPEG00000002177
crocodylus_porosus ENSCPRG00005002752
anolis_carolinensis ENSACAG00000002384
pogona_vitticeps ENSPVIG00000014187
notechis_scutatus ENSNSUG00000009953
salvator_merianae ENSSMRG00000000240
sphenodon_punctatus ENSSPUG00000006846
phascolarctos_cinereus ENSPCIG00000029407
notamacropus_eugenii ENSMEUG00000006123
sarcophilus_harrisii ENSSHAG00000009264
monodelphis_domestica ENSMODG00000004803
pan_paniscus ENSPPAG00000039244
pan_troglodytes ENSPTRG00000002012
homo_sapiens ENSG00000162819
gorilla_gorilla ENSGGOG00000000636
pongo_abelii ENSPPYG00000000195
nomascus_leucogenys ENSNLEG00000013533
chlorocebus_sabaeus ENSCSAG00000015994
papio_anubis ENSPANG00000013754
mandrillus_leucophaeus ENSMLEG00000039424
theropithecus_gelada ENSTGEG00000005421
cercocebus_atys ENSCATG00000041191
macaca_mulatta ENSMMUG00000015026
macaca_nemestrina ENSMNEG00000011074
macaca_fascicularis ENSMFAG00000000410
rhinopithecus_bieti ENSRBIG00000002982
rhinopithecus_roxellana ENSRROG00000041795
colobus_angolensis_palliatus ENSCANG00000035665
piliocolobus_tephrosceles ENSPTEG00000004430
cebus_capucinus_imitator ENSCCAG00000017416
callithrix_jacchus ENSCJAG00000006530
saimiri_boliviensis_boliviensis ENSSBOG00000025185
aotus_nancymaae ENSANAG00000020200
carlito_syrichta ENSTSYG00000005749
propithecus_coquereli ENSPCOG00000026274
microcebus_murinus ENSMICG00000017180
prolemur_simus ENSPSMG00000002806
otolemur_garnettii ENSOGAG00000016013
tupaia_belangeri ENSTBEG00000016126
castor_canadensis ENSCCNG00000022959
dipodomys_ordii ENSDORG00000024726
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015008
mus_spicilegus ENSMSIG00000016859
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015808
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046836
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028240
rattus_norvegicus ENSRNOG00000052963
meriones_unguiculatus ENSMUGG00000007771
microtus_ochrogaster ENSMOCG00000021404
peromyscus_maniculatus_bairdii ENSPEMG00000013294
cricetulus_griseus_crigri_1.0 ENSCGRG00000009304
cricetulus_griseus_crigri-picr ENSCGRG00015009340
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024002
mesocricetus_auratus ENSMAUG00000010699
nannospalax_galili ENSNGAG00000020768
jaculus_jaculus ENSJJAG00000007298
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001912
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017956
