fundulus_heteroclitus ENSFHEG00000011491
cyprinodon_variegatus ENSCVAG00000019749
poecilia_mexicana ENSPMEG00000004399
poecilia_formosa ENSPFOG00000022217
poecilia_latipinna ENSPLAG00000000498
poecilia_reticulata ENSPREG00000008980
xiphophorus_couchianus ENSXCOG00000009803
gambusia_affinis ENSGAFG00000016985
oryzias_latipes_asm223467v1 ENSORLG00000023998
oryzias_latipes_asm223469v1 ENSORLG00015012960
oryzias_latipes_asm223471v1 ENSORLG00020015602
oryzias_melastigma ENSOMEG00000022068
takifugu_rubripes ENSTRUG00000020736
tetraodon_nigroviridis ENSTNIG00000000521
astatotilapia_calliptera ENSACLG00000025539
astatotilapia_calliptera ENSACLG00000025591
pundamilia_nyererei ENSPNYG00000019075
maylandia_zebra ENSMZEG00005003351
oreochromis_niloticus ENSONIG00000003355
astatotilapia_calliptera ENSACLG00000012057
neolamprologus_brichardi ENSNBRG00000000397
amphilophus_citrinellus ENSACIG00000023419
kryptolebias_marmoratus ENSKMAG00000011006
amphiprion_percula ENSAPEG00000000047
amphiprion_percula ENSAPEG00000000064
amphiprion_ocellaris ENSAOCG00000008988
acanthochromis_polyacanthus ENSAPOG00000003500
stegastes_partitus ENSSPAG00000015665
labrus_bergylta ENSLBEG00000022966
mola_mola ENSMMOG00000002030
anabas_testudineus ENSATEG00000015457
monopterus_albus ENSMALG00000015076
seriola_dumerili ENSSDUG00000006903
seriola_lalandi_dorsalis ENSSLDG00000014587
scophthalmus_maximus ENSSMAG00000016777
periophthalmus_magnuspinnatus ENSPMGG00000013248
gadus_morhua ENSGMOG00000016239
esox_lucius ENSELUG00000006368
astyanax_mexicanus ENSAMXG00000037280
ictalurus_punctatus ENSIPUG00000012017
scleropages_formosus ENSSFOG00015019497
paramormyrops_kingsleyae ENSPKIG00000007579
