pan_paniscus ENSPPAG00000037786
pan_troglodytes ENSPTRG00000017834
homo_sapiens ENSG00000124557
gorilla_gorilla ENSGGOG00000012465
pongo_abelii ENSPPYG00000016333
nomascus_leucogenys ENSNLEG00000003349
papio_anubis ENSPANG00000009927
theropithecus_gelada ENSTGEG00000002428
mandrillus_leucophaeus ENSMLEG00000034244
cercocebus_atys ENSCATG00000030470
chlorocebus_sabaeus ENSCSAG00000007935
macaca_nemestrina ENSMNEG00000045213
macaca_mulatta ENSMMUG00000023008
macaca_fascicularis ENSMFAG00000002197
piliocolobus_tephrosceles ENSPTEG00000037476
colobus_angolensis_palliatus ENSCANG00000037789
rhinopithecus_roxellana ENSRROG00000032711
rhinopithecus_bieti ENSRBIG00000036547
cebus_capucinus_imitator ENSCCAG00000003499
saimiri_boliviensis_boliviensis ENSSBOG00000015165
callithrix_jacchus ENSCJAG00000011050
aotus_nancymaae ENSANAG00000028539
carlito_syrichta ENSTSYG00000013748
propithecus_coquereli ENSPCOG00000026101
prolemur_simus ENSPSMG00000008749
microcebus_murinus ENSMICG00000017434
castor_canadensis ENSCCNG00000019471
capra_hircus ENSCHIG00000022347
ovis_aries ENSOARG00000000198
bos_mutus ENSBMUG00000022217
bos_taurus ENSBTAG00000031753
bison_bison_bison ENSBBBG00000021961
tursiops_truncatus ENSTTRG00000002170
vicugna_pacos ENSVPAG00000008596
sus_scrofa ENSSSCG00000001132
ursus_maritimus ENSUMAG00000021063
ursus_americanus ENSUAMG00000021255
ailuropoda_melanoleuca ENSAMEG00000015981
neovison_vison ENSNVIG00000005883
mustela_putorius_furo ENSMPUG00000008628
canis_lupus_familiaris ENSCAFG00000025038
canis_lupus_dingo ENSCAFG00020002480
vulpes_vulpes ENSVVUG00000000229
panthera_pardus ENSPPRG00000007704
panthera_tigris_altaica ENSPTIG00000018774
felis_catus ENSFCAG00000029717
pteropus_vampyrus ENSPVAG00000005834
myotis_lucifugus ENSMLUG00000012037
equus_caballus ENSECAG00000017948
equus_asinus_asinus ENSEASG00005007265
erinaceus_europaeus ENSEEUG00000001712
sorex_araneus ENSSARG00000001945
loxodonta_africana ENSLAFG00000006709
procavia_capensis ENSPCAG00000012345
echinops_telfairi ENSETEG00000019641
mus_spicilegus ENSMSIG00000002124
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019182
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000706
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018314
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019377
rattus_norvegicus ENSRNOG00000017514
meriones_unguiculatus ENSMUGG00000000481
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013343
cricetulus_griseus_crigri_1.0 ENSCGRG00000009202
cricetulus_griseus_crigri-picr ENSCGRG00015007483
mesocricetus_auratus ENSMAUG00000009319
microtus_ochrogaster ENSMOCG00000021927
peromyscus_maniculatus_bairdii ENSPEMG00000018352
nannospalax_galili ENSNGAG00000016601
jaculus_jaculus ENSJJAG00000013358
dipodomys_ordii ENSDORG00000000452
chinchilla_lanigera ENSCLAG00000002034
octodon_degus ENSODEG00000013656
cavia_porcellus ENSCPOG00000031494
cavia_aperea ENSCAPG00000015710
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004008
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016030
fukomys_damarensis ENSFDAG00000016942
ictidomys_tridecemlineatus ENSSTOG00000004034
urocitellus_parryii ENSUPAG00010005549
spermophilus_dauricus ENSSDAG00000011143
marmota_marmota_marmota ENSMMMG00000002339
peromyscus_maniculatus_bairdii ENSPEMG00000027518
cricetulus_griseus_crigri_1.0 ENSCGRG00000003054
meriones_unguiculatus ENSMUGG00000000509
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004115
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015390
chinchilla_lanigera ENSCLAG00000002060
castor_canadensis ENSCCNG00000019465
oryctolagus_cuniculus ENSOCUG00000016441
ochotona_princeps ENSOPRG00000006214
tupaia_belangeri ENSTBEG00000012296
choloepus_hoffmanni ENSCHOG00000013706
phascolarctos_cinereus ENSPCIG00000024787
notamacropus_eugenii ENSMEUG00000008109
sarcophilus_harrisii ENSSHAG00000003486
anas_platyrhynchos_platyrhynchos ENSAPLG00000030820
anser_brachyrhynchus ENSABRG00000011127
dromaius_novaehollandiae ENSDNVG00000015946
