geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00860000136165,6,100.0,0.647,0.353,0.647,0.647,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148707,4,100.0,0.261,0.739,0.261,0.261,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147002,6,100.0,0.604,0.722,0.604,0.604,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147173,8,100.0,0.404,0.605,0.404,0.404,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169475,5,80.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164232,5,80.0,0.596,0.404,0.596,0.596,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159219,4,100.0,0.003,0.944,0.003,0.003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000157750,3,66.67,0.443,0.557,0.443,0.443,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000160970,4,75.0,0.483,0.656,0.483,0.483,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000189656,3,100.0,0.366,0.634,0.366,0.366,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000188992,4,100.0,0.486,0.494,0.486,0.486,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000013727,3,66.67,0.592,0.347,0.592,0.592,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147245,4,100.0,;0,00004;,0.007,;0,00004;,;0,00004;,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147248,9,100.0,0.026,0.993,0.026,0.026,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.451,0.556,0.451,0.451,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.183,0.817,0.183,0.183,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00740000117046,5,100.0,0.0,;0,00008;,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.543,0.408,0.543,0.543,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00720000108834,11,81.82,0.391,0.609,;0,000004;,0.391,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169676,3,100.0,0.285,0.715,0.285,0.285,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000168830,4,100.0,0.633,0.608,0.616,0.633,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000190082,4,100.0,0.529,0.529,0.529,0.529,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000065389,5,100.0,0.59,0.293,0.293,0.293,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161630,5,100.0,0.097,0.969,0.097,0.097,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000148238,8,100.0,0.572,0.707,0.572,0.572,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,75.0,0.49,0.488,0.49,0.49,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
