geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00910000147002,6,100.0,0.579,0.734,0.579,0.579,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000013727,3,100.0,0.578,0.377,0.578,0.578,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.184,0.817,0.184,0.184,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.504,0.395,0.504,0.504,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168830,4,100.0,0.475,0.491,0.498,0.475,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00530000065389,5,100.0,0.109,0.109,0.109,0.109,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,50.0,0.608,0.564,0.608,0.608,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147055,6,100.0,0.352,0.476,0.352,0.352,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000171008,3,100.0,0.408,0.527,0.408,0.408,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00770000121715,6,100.0,0.614,0.386,0.614,0.614,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157446,3,100.0,0.484,0.484,0.484,0.484,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000003464,4,100.0,0.973,0.05,0.973,0.973,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161331,3,100.0,0.518,0.509,0.518,0.518,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000012040,5,100.0,0.987,0.987,0.987,0.987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170886,3,66.67,0.494,0.497,0.497,0.494,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000189352,3,100.0,0.931,0.033,0.931,0.931,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168580,4,100.0,0.534,0.465,0.544,0.534,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000157805,7,57.14,0.614,0.635,0.614,0.261,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000159620,9,100.0,0.81,0.42,0.107,0.107,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169684,4,50.0,0.561,0.498,0.561,0.561,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000006303,6,33.33,0.989,0.989,0.989,0.989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170888,3,100.0,0.501,0.501,0.501,0.501,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148008,4,100.0,0.836,0.107,0.836,0.836,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000163384,5,100.0,0.446,0.432,0.575,0.446,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158578,3,100.0,0.515,0.294,0.515,0.515,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159362,4,0.0,0.551,0.471,0.551,0.551,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147325,12,100.0,0.481,0.528,0.481,0.481,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000161095,3,66.67,0.499,0.463,0.499,0.499,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000190642,3,66.67,0.469,0.469,0.469,0.469,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000163197,6,100.0,0.548,0.001,0.548,0.548,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000163356,3,100.0,0.936,0.936,0.936,0.936,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000015038,9,100.0,0.147,0.148,0.853,0.147,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147856,4,100.0,0.503,0.503,0.503,0.503,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00730000111086,4,75.0,0.994,0.994,0.994,0.994,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158631,3,100.0,0.162,0.104,0.162,0.162,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160160,5,100.0,0.585,0.646,0.585,0.585,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169832,8,62.5,0.251,0.644,0.128,0.658,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156022,3,100.0,0.414,0.647,0.414,0.414,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156955,3,66.67,0.415,0.503,0.415,0.415,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000017410,10,100.0,0.38,0.714,0.38,0.38,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000148667,3,100.0,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148708,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000000911,4,100.0,0.521,0.521,0.521,0.521,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147035,9,100.0,0.45,0.323,0.45,0.45,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000146968,8,87.5,0.46,0.54,0.46,0.46,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156489,7,57.14,0.027,0.375,3E-45,0.738,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00660000097123,3,100.0,0.491,0.491,0.491,0.491,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160099,4,100.0,0.911,0.911,0.911,0.911,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000007640,3,100.0,0.423,0.423,0.423,0.423,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000003833,6,100.0,0.591,0.694,0.591,0.591,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
