geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00860000136165,6,100.0,0.644,0.356,0.644,0.644,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147002,6,100.0,0.599,0.723,0.599,0.599,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147173,8,100.0,0.511,0.627,0.511,0.511,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156907,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160970,4,75.0,0.47,0.646,0.47,0.47,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000189656,3,100.0,0.366,0.634,0.366,0.366,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000188992,4,100.0,0.481,0.482,0.481,0.481,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.583,0.682,0.583,0.583,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.189,0.811,0.189,0.189,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000008744,16,60.0,0.495,0.516,0.553,0.118,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.536,0.395,0.536,0.536,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168834,4,100.0,0.521,0.521,0.521,0.521,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00720000108834,11,72.73,0.413,0.587,2E-81,0.413,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169676,3,100.0,0.265,0.735,0.265,0.265,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000065389,5,100.0,0.571,0.325,0.325,0.325,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161630,5,100.0,0.112,0.811,0.384,0.112,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,100.0,0.496,0.497,0.496,0.496,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155543,4,75.0,0.012,0.988,0.012,0.012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000068168,3,100.0,0.455,0.486,0.455,0.455,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000165548,13,84.62,0.372,0.82,0.102,0.813,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000160433,8,100.0,0.985,0.015,0.985,0.985,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000179482,4,100.0,0.51,0.691,0.51,0.51,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147311,5,100.0,0.352,0.996,0.352,0.352,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000159954,10,100.0,0.925,2E-10,0.077,0.077,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172903,12,100.0,0.001,1.0,0.001,0.0003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147055,6,100.0,0.515,0.575,0.515,0.515,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000179143,3,100.0,0.187,0.187,0.187,0.187,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000188246,3,100.0,0.491,0.484,0.491,0.491,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000014590,6,66.67,0.813,0.275,;0,00001;,0.016,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSGT00910000146921,11,100.0,0.592,0.493,0.41,0.592,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
