geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00860000136165,6,100.0,0.693,0.354,0.693,0.693,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148707,4,100.0,0.258,0.742,0.258,0.258,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147173,8,100.0,0.407,0.604,0.407,0.407,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156907,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160970,4,50.0,0.438,0.497,9E-58,0.438,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000189656,3,100.0,0.364,0.636,0.364,0.364,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000188992,4,100.0,0.494,0.451,0.494,0.494,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147248,9,100.0,0.018,0.995,0.018,0.018,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000010578,7,100.0,0.46,0.545,0.46,0.46,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000004452,10,100.0,0.174,0.858,0.174,0.174,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00740000117046,5,100.0,0.0,;0,00001;,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00510000047568,4,50.0,0.488,0.387,0.488,0.488,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168834,4,100.0,0.538,0.538,0.538,0.538,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00720000108834,11,63.64,0.953,0.079,0.079,0.01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169676,3,100.0,0.272,0.728,0.272,0.272,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000175355,4,100.0,0.563,0.438,0.563,0.563,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168830,4,100.0,0.495,0.47,0.498,0.495,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00960000190082,4,100.0,0.534,0.534,0.534,0.534,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161630,5,100.0,0.088,0.968,0.088,0.088,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169931,4,75.0,0.476,0.5,0.476,0.476,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155543,4,75.0,0.012,0.988,0.012,0.012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147858,3,100.0,0.816,0.406,0.816,0.816,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000068168,3,100.0,0.475,0.481,0.475,0.475,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000165548,13,100.0,0.682,0.656,0.031,0.682,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160433,8,100.0,0.72,0.026,0.72,0.72,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000179482,4,100.0,0.534,0.697,0.534,0.534,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000159954,10,100.0,0.922,9E-14,0.079,0.079,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172903,12,100.0,0.522,0.604,0.018,;0,00002;,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00410000028303,5,100.0,0.354,0.355,0.353,0.002,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156483,3,100.0,0.577,0.378,0.577,0.577,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147055,6,100.0,0.377,0.48,0.377,0.377,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000179143,3,100.0,0.186,0.186,0.186,0.186,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000014590,6,66.67,0.019,0.284,0.802,0.019,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178701,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164143,5,80.0,0.519,0.481,;0,00005;,0.519,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157688,5,100.0,0.485,0.526,0.485,0.485,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169476,4,100.0,0.354,0.342,0.354,0.354,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170797,3,66.67,0.377,0.495,0.495,0.377,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000016954,4,75.0,0.774,0.484,0.774,0.774,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147857,5,80.0,0.587,0.457,0.587,0.587,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162765,3,66.67,0.684,0.684,0.684,0.684,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168087,5,60.0,0.506,0.494,2E-159,0.506,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000015236,3,100.0,0.296,0.091,0.296,0.296,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000005328,3,100.0,0.811,0.227,0.811,0.811,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157446,3,100.0,0.491,0.491,0.491,0.491,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155823,3,33.33,1.0,0.0002,4E-43,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
