geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest  , AU_Ensembl , AU_ReconstructEnsembl , TreeBestPassTest   , EnsemblTreePassTest , ReconstructEnsemblTreePassTest , TreeBestBetter   , EnsemblBetter , ReconstructEnsemblBetter , REC_TreeBest  ,  REC_Ensembl , REC_ReconstructEnsembl  , Treebest_REC_is_best     , Ensembl_REC_is_best ,Ensembl_REC_reconstruct_is_best 
ENSGT00940000169600,3,66.67,0.454,0.518,0.716,1,1,1,0,0,1,1,1,0,0,0,1
ENSGT00940000160433,8,100.0,0.757,0.021,0.757,1,0,1,0,0,0,5,5,5,0,0,0
ENSGT00940000159954,10,90.0,0.703,0.001,0.318,1,0,1,1,0,0,8,8,8,0,0,0
ENSGT00390000014590,6,50.0,0.63,0.435,4E-44,1,1,0,1,0,0,3,4,3,0,0,0
ENSGT00390000004040,8,87.5,0.898,0.208,0.898,1,1,1,0,0,0,2,2,1,0,0,1
ENSGT00940000158783,18,88.89,0.996,0.004,0.996,1,0,1,0,0,0,15,15,14,0,0,1
ENSGT00900000143393,17,100.0,0.762,0.243,0.281,1,1,1,1,0,0,4,4,4,0,0,0
ENSGT00390000001511,3,100.0,0.444,0.509,0.444,1,1,1,0,1,0,1,1,0,0,0,1
ENSGT00940000155294,16,50.0,0.629,0.484,5E-55,1,1,0,1,0,0,1,2,4,1,0,0
ENSGT00940000177095,18,100.0,0.103,0.041,0.95,1,0,1,0,0,1,8,9,9,1,0,0
ENSGT00940000158387,17,76.47,0.288,0.607,0.001,1,1,0,0,1,0,8,8,9,0,0,0
ENSGT00950000185540,6,100.0,0.51,0.484,0.51,1,1,1,0,0,0,4,4,3,0,0,1
ENSGT00940000158046,15,80.0,0.492,0.51,0.492,1,1,1,0,1,0,0,0,3,0,0,0
ENSGT00940000162882,12,58.33,0.09,0.001,3E-48,1,0,0,1,0,0,10,10,10,0,0,0
ENSGT00940000178019,6,100.0,0.457,0.453,0.457,1,1,1,0,0,0,0,0,1,0,0,0
ENSGT00940000165652,9,100.0,0.814,0.186,0.814,1,1,1,0,0,0,3,3,4,0,0,0
ENSGT00940000164774,9,100.0,1.0,0.03,1.0,1,0,1,0,0,0,6,6,7,0,0,0
ENSGT00940000156549,8,100.0,0.15,0.897,0.117,1,1,1,0,1,0,4,4,5,0,0,0
ENSGT00860000135092,17,88.24,0.139,0.139,0.863,1,1,1,0,0,1,0,2,2,1,0,0
ENSGT00950000183038,3,66.67,0.0,0.0,0.0,0,0,0,0,0,0,2,2,2,0,0,0
ENSGT00940000156022,3,66.67,0.467,0.477,0.467,1,1,1,0,1,0,1,1,1,0,0,0
ENSGT00940000169631,8,87.5,0.396,0.043,0.045,1,0,0,1,0,0,4,4,5,0,0,0
ENSGT00940000164045,5,80.0,0.405,0.506,0.443,1,1,1,0,1,0,3,3,3,0,0,0
ENSGT00940000156489,7,71.43,0.981,0.021,0.021,1,0,0,1,0,0,2,2,3,0,0,0
ENSGT00940000158566,5,60.0,0.893,0.11,"0,00000009",1,1,0,1,0,0,0,1,1,1,0,0
ENSGT00910000147974,7,100.0,0.622,0.531,0.622,1,1,1,0,0,0,5,5,5,0,0,0
ENSGT00940000158220,9,100.0,0.013,0.993,0.013,0,1,0,0,1,0,6,6,7,0,0,0
ENSGT00910000144335,11,100.0,0.213,0.787,0.213,1,1,1,0,1,0,7,7,7,0,0,0
ENSGT00940000158362,4,75.0,0.072,0.669,0.072,1,1,1,0,1,0,1,1,1,0,0,0
ENSGT00950000182863,6,50.0,0.932,0.046,0.047,1,0,0,1,0,0,3,3,3,0,0,0
ENSGT00950000183203,15,46.67,0.954,0.046,4E-75,1,0,0,1,0,0,11,9,11,0,1,0
ENSGT00940000178120,5,100.0,0.514,0.465,0.514,1,1,1,0,0,0,0,0,1,0,0,0
ENSGT00390000010017,13,76.92,0.209,0.823,0.004,1,1,0,0,1,0,2,4,2,0,0,0
ENSGT00940000159007,6,100.0,0.667,0.165,0.667,1,1,1,0,0,0,2,2,2,0,0,0
ENSGT00390000003628,9,77.78,0.028,0.989,0.003,0,1,0,0,1,0,1,2,1,0,0,0
ENSGT00510000048991,3,66.67,0.485,0.657,0.485,1,1,1,0,1,0,2,2,2,0,0,0
ENSGT00420000029792,3,100.0,0.469,0.48,0.469,1,1,1,0,1,0,1,1,0,0,0,1
ENSGT00940000156370,6,100.0,0.586,0.633,0.586,1,1,1,0,1,0,4,4,4,0,0,0
ENSGT00530000063255,4,75.0,0.592,0.59,0.083,1,1,1,1,0,0,3,3,3,0,0,0
ENSGT00940000172014,3,100.0,0.489,0.503,0.489,1,1,1,0,1,0,1,1,0,0,0,1
ENSGT00940000161512,6,100.0,0.839,0.242,0.839,1,1,1,0,0,0,2,2,2,0,0,0
ENSGT00940000167505,5,80.0,0.629,0.553,0.588,1,1,1,1,0,0,2,2,0,0,0,1
ENSGT00390000008744,16,68.75,0.343,0.657,3E-31,1,1,0,0,1,0,1,2,3,1,0,0
ENSGT00390000006227,8,75.0,0.655,0.444,0.655,1,1,1,0,0,0,5,5,5,0,0,0
ENSGT00940000153472,9,100.0,0.931,0.117,0.931,1,1,1,0,0,0,4,4,2,0,0,1
ENSGT00940000158027,8,62.5,0.426,0.424,0.026,1,1,0,1,0,0,6,6,6,0,0,0
ENSGT00910000147528,7,100.0,0.041,0.262,0.89,0,1,1,0,0,1,5,5,5,0,0,0
ENSGT00950000183248,6,100.0,0.786,0.398,0.786,1,1,1,0,0,0,1,1,1,0,0,0
ENSGT00940000157805,7,71.43,0.537,0.492,0.537,1,1,1,0,0,0,5,5,5,0,0,0
ENSGT00390000007890,6,83.33,0.508,0.494,0.508,1,1,1,0,0,0,3,3,3,0,0,0
ENSGT00940000162075,15,100.0,0.983,0.019,0.983,1,0,1,0,0,0,2,2,4,0,0,0
ENSGT00940000160970,4,75.0,0.528,0.448,0.528,1,1,1,0,0,0,1,1,1,0,0,0
ENSGT00940000174692,11,100.0,0.497,0.619,0.497,1,1,1,0,1,0,2,2,3,0,0,0
ENSGT00940000171677,5,80.0,0.376,0.558,0.376,1,1,1,0,1,0,2,2,1,0,0,1
ENSGT00940000166658,16,75.0,0.396,0.675,6E-48,1,1,0,0,1,0,3,5,4,1,0,0
ENSGT00910000146899,10,80.0,1.0,"0,000002","0,00002",1,0,0,1,0,0,8,8,7,0,0,1
ENSGT00940000178224,4,100.0,0.493,0.489,0.493,1,1,1,0,0,0,1,1,2,0,0,0
ENSGT00950000183312,11,100.0,0.724,0.276,0.724,1,1,1,0,0,0,8,8,9,0,0,0
ENSGT00940000176078,13,100.0,0.349,0.47,0.617,1,1,1,0,0,1,4,3,2,0,0,1
ENSGT00940000157459,19,84.21,0.931,0.069,0.931,1,1,1,0,0,0,16,16,16,0,0,0
ENSGT00390000010512,10,80.0,0.053,0.73,0.482,1,1,1,0,1,0,6,6,5,0,0,1
