Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0000)   P(D|M,rr[2]=0.0006)   P(D|M,rr[3]=0.0758)   P(D|M,rr[4]=3.9236)   Posterior mean        
1      0.01931         0.022951              0.0229473             0.0225206             0.00882117            0.470376              
2      0.00164869      5.0846e-10            1.74232e-06           0.000202665           0.00639034            3.8043                
3      0.0499907       0.055941              0.0559358             0.0553379             0.0327479             0.663716              
4      0.0499907       0.055941              0.0559358             0.0553379             0.0327479             0.663716              
5      0.0113121       0.012066              0.0120654             0.0120006             0.00911622            0.810758              
6      0.0895651       0.099081              0.0990728             0.0981211             0.0619856             0.699783              
7      0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
8      0.0895651       0.099081              0.0990728             0.0981211             0.0619856             0.699783              
9      0.0499907       0.055941              0.0559358             0.0553379             0.0327479             0.663716              
10     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
11     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
12     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
13     0.0115363       0.012937              0.0129358             0.0127999             0.00747263            0.656572              
14     2.21487e-05     2.9378e-11            3.00032e-08           3.46922e-06           8.50955e-05           3.77158               
15     0.0692435       0.079066              0.079057              0.0780159             0.0408353             0.599995              
16     0.0414374       0.04404               0.0440381             0.0438152             0.0338563             0.82164               
17     0.0499907       0.055941              0.0559358             0.0553379             0.0327479             0.663716              
18     0.0895651       0.099081              0.0990728             0.0981211             0.0619856             0.699783              
19     0.000468575     1.48512e-10           5.08897e-07           5.91429e-05           0.00181465            3.8011                
20     0.000333621     8.74173e-11           2.9956e-07            3.49862e-05           0.0012992             3.82182               
21     0.0692435       0.079066              0.079057              0.0780159             0.0408353             0.599995              
22     0.0113121       0.012066              0.0120654             0.0120006             0.00911622            0.810758              
23     0.0533744       0.057337              0.057334              0.0569832             0.0418435             0.789381              
24     0.01931         0.022951              0.0229473             0.0225206             0.00882117            0.470376              
25     0.0499907       0.055941              0.0559358             0.0553379             0.0327479             0.663716              
26     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
27     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
28     0.0414374       0.04404               0.0440381             0.0438152             0.0338563             0.82164               
29     0.0351286       0.040767              0.0407617             0.0401464             0.0188393             0.547886              
30     0.0692435       0.079066              0.079057              0.0780159             0.0408353             0.599995              
31     0.0460348       0.053287              0.0532801             0.0524858             0.0250862             0.556314              
32     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
33     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
34     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
35     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
36     0.0499907       0.055941              0.0559358             0.0553379             0.0327479             0.663716              
37     0.0363839       0.041977              0.0419718             0.0413698             0.0202169             0.566765              
38     0.000808389     2.30143e-10           7.88638e-07           9.19309e-05           0.00314083            3.81323               
39     6.0297e-05      9.0141e-11            6.15664e-08           7.1594e-06            0.000233967           3.80836               
40     0.0521312       0.061197              0.0611879             0.0601338             0.0260061             0.511368              
41     0.0380603       0.042302              0.0422984             0.0418832             0.0257575             0.684851              
42     0.000982891     2.77445e-10           9.50725e-07           0.000110779           0.00381983            3.81421               
43     0.0499907       0.055941              0.0559358             0.0553379             0.0327479             0.663716              
44     0.0895651       0.099081              0.0990728             0.0981211             0.0619856             0.699783              
45     0.000980045     2.77445e-10           9.50725e-07           0.000110773           0.00380846            3.8139                
46     0.0499907       0.055941              0.0559358             0.0553379             0.0327479             0.663716              
47     0.0692435       0.079066              0.079057              0.0780159             0.0408353             0.599995              
