Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0010)   P(D|M,rr[2]=0.0464)   P(D|M,rr[3]=0.4351)   P(D|M,rr[4]=3.5175)   Posterior mean        
1      0.0179484       0.0229427             0.0225729             0.0196445             0.00663358            0.458968              
2      0.0517516       0.0573302             0.0570264             0.0544931             0.0381566             0.775961              
3      0.00104344      1.75824e-06           8.01383e-05           0.000702953           0.00338892            2.93024               
4      0.0496349       0.0621364             0.0612173             0.0539371             0.0212488             0.509283              
5      0.0612647       0.0715719             0.0709393             0.0657651             0.0367824             0.658451              
6      0.0517516       0.0573302             0.0570264             0.0544931             0.0381566             0.775961              
7      0.0432141       0.0532716             0.0525832             0.0470552             0.0199464             0.538759              
8      0.0297874       0.0341493             0.0338932             0.0317831             0.0193242             0.700029              
9      0.0475784       0.0559294             0.0554113             0.0511805             0.0277924             0.644489              
10     0.000850043     1.86322e-06           8.45641e-05           0.000715368           0.00259838            2.78074               
11     0.0855539       0.0990626             0.0982377             0.0914855             0.0534296             0.679106              
12     0.0329671       0.0407551             0.0402219             0.0359402             0.0149512             0.531856              
13     0.0432141       0.0532716             0.0525832             0.0470552             0.0199464             0.538759              
14     0.0403723       0.0440357             0.0438428             0.0422254             0.0313852             0.810259              
15     0.0517516       0.0573302             0.0570264             0.0544931             0.0381566             0.775961              
16     0.0002062       4.31549e-07           1.95962e-05           0.000166534           0.000638238           2.81084               
17     0.0475784       0.0559294             0.0554113             0.0511805             0.0277924             0.644489              
18     0.0855539       0.0990626             0.0982377             0.0914855             0.0534296             0.679106              
19     0.0517516       0.0573302             0.0570264             0.0544931             0.0381566             0.775961              
20     0.000884478     2.01915e-06           9.15492e-05           0.000768117           0.00267623            2.75646               
21     0.0329671       0.0407551             0.0402219             0.0359402             0.0149512             0.531856              
