phascolarctos_cinereus ENSPCIG00000028063
notamacropus_eugenii ENSMEUG00000015824
monodelphis_domestica ENSMODG00000002655
sarcophilus_harrisii ENSSHAG00000015494
ornithorhynchus_anatinus ENSOANG00000005081
loxodonta_africana ENSLAFG00000013368
procavia_capensis ENSPCAG00000014193
echinops_telfairi ENSETEG00000005730
dasypus_novemcinctus ENSDNOG00000025020
choloepus_hoffmanni ENSCHOG00000007946
pan_troglodytes ENSPTRG00000008288
pan_paniscus ENSPPAG00000024904
homo_sapiens ENSG00000198373
gorilla_gorilla ENSGGOG00000004167
pongo_abelii ENSPPYG00000007510
nomascus_leucogenys ENSNLEG00000005599
colobus_angolensis_palliatus ENSCANG00000032169
piliocolobus_tephrosceles ENSPTEG00000008460
rhinopithecus_roxellana ENSRROG00000041269
rhinopithecus_bieti ENSRBIG00000043752
theropithecus_gelada ENSTGEG00000010030
mandrillus_leucophaeus ENSMLEG00000043930
cercocebus_atys ENSCATG00000028662
papio_anubis ENSPANG00000023569
macaca_fascicularis ENSMFAG00000039657
macaca_nemestrina ENSMNEG00000044322
macaca_mulatta ENSMMUG00000048562
chlorocebus_sabaeus ENSCSAG00000004163
saimiri_boliviensis_boliviensis ENSSBOG00000018630
cebus_capucinus ENSCCAG00000026633
callithrix_jacchus ENSCJAG00000015149
aotus_nancymaae ENSANAG00000029149
carlito_syrichta ENSTSYG00000002991
propithecus_coquereli ENSPCOG00000027343
prolemur_simus ENSPSMG00000012896
microcebus_murinus ENSMICG00000012152
otolemur_garnettii ENSOGAG00000004592
oryctolagus_cuniculus ENSOCUG00000010764
ochotona_princeps ENSOPRG00000006733
heterocephalus_glaber_female ENSHGLG00000014604
fukomys_damarensis ENSFDAG00000008496
cavia_aperea ENSCAPG00000016498
cavia_porcellus ENSCPOG00000010208
chinchilla_lanigera ENSCLAG00000003375
octodon_degus ENSODEG00000014811
tupaia_belangeri ENSTBEG00000002605
mus_spicilegus ENSMSIG00000003228
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032655
mus_musculus ENSMUSG00000031930
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031537
mus_pahari MGP_PahariEiJ_G0023137
rattus_norvegicus ENSRNOG00000012937
meriones_unguiculatus ENSMUGG00000017592
microtus_ochrogaster ENSMOCG00000019211
peromyscus_maniculatus_bairdii ENSPEMG00000012305
cricetulus_griseus_crigri ENSCGRG00000001309
cricetulus_griseus_chok1gshd ENSCGRG00001020395
cricetulus_griseus_crigri-picr ENSCGRG00015009827
nannospalax_galili ENSNGAG00000016491
jaculus_jaculus ENSJJAG00000017060
dipodomys_ordii ENSDORG00000007924
urocitellus_parryii ENSUPAG00010023764
ictidomys_tridecemlineatus ENSSTOG00000013110
spermophilus_dauricus ENSSDAG00000024202
marmota_marmota_marmota ENSMMMG00000013913
ovis_aries ENSOARG00000003625
capra_hircus ENSCHIG00000023879
bos_mutus ENSBMUG00000001173
bos_taurus ENSBTAG00000018421
bison_bison_bison ENSBBBG00000016880
tursiops_truncatus ENSTTRG00000005562
sus_scrofa ENSSSCG00000022609
equus_caballus ENSECAG00000006481
equus_asinus_asinus ENSEASG00005021363
pteropus_vampyrus ENSPVAG00000013333
myotis_lucifugus ENSMLUG00000005409
ursus_americanus ENSUAMG00000007941
ursus_maritimus ENSUMAG00000018649
ailuropoda_melanoleuca ENSAMEG00000006697
neovison_vison ENSNVIG00000007584
mustela_putorius_furo ENSMPUG00000007494
canis_lupus_familiaris ENSCAFG00000020247
canis_lupus_dingo ENSCAFG00020020301
vulpes_vulpes ENSVVUG00000017285
panthera_tigris_altaica ENSPTIG00000011273
panthera_pardus ENSPPRG00000000917
felis_catus ENSFCAG00000002959
erinaceus_europaeus ENSEEUG00000003718
vicugna_pacos ENSVPAG00000002040
sorex_araneus ENSSARG00000004431
ornithorhynchus_anatinus ENSOANG00000022459
castor_canadensis ENSCCNG00000031607
heterocephalus_glaber_male ENSHGLG00100011215
vulpes_vulpes ENSVVUG00000017281
anas_platyrhynchos_platyrhynchos ENSAPLG00000021343
apteryx_haastii ENSAHAG00000012277
apteryx_owenii ENSAOWG00000000618
apteryx_rowi ENSARWG00000008390
dromaius_novaehollandiae ENSDNVG00000001366
nothoprocta_perdicaria ENSNPEG00000005485
calidris_pugnax ENSCPUG00000011029
calidris_pygmaea ENSCPGG00000018541
melopsittacus_undulatus ENSMUNG00000016415
manacus_vitellinus ENSMVIG00005014006
lepidothrix_coronata ENSLCOG00000012549
parus_major ENSPMJG00000012063
cyanistes_caeruleus ENSCCEG00000004019
ficedula_albicollis ENSFALG00000002719
lonchura_striata_domestica ENSLSDG00000001424
taeniopygia_guttata ENSTGUG00000008128
junco_hyemalis ENSJHYG00000006686
serinus_canaria ENSSCAG00000008633
zonotrichia_albicollis ENSZALG00000004238
meleagris_gallopavo ENSMGAG00000008685
gallus_gallus ENSGALG00000000699
coturnix_japonica ENSCJPG00005000863
numida_meleagris ENSNMEG00000005467
anser_brachyrhynchus ENSABRG00000002919
crocodylus_porosus ENSCPRG00005008505
gopherus_agassizii ENSGAGG00000003908
chelonoidis_abingdonii ENSCABG00000021186
chrysemys_picta_bellii ENSCPBG00000027029
pogona_vitticeps ENSPVIG00000011356
anolis_carolinensis ENSACAG00000003738
notechis_scutatus ENSNSUG00000020385
salvator_merianae ENSSMRG00000007295
sphenodon_punctatus ENSSPUG00000005585
latimeria_chalumnae ENSLACG00000007353
amphilophus_citrinellus ENSACIG00000012013
neolamprologus_brichardi ENSNBRG00000003869
kryptolebias_marmoratus ENSKMAG00000016223
fundulus_heteroclitus ENSFHEG00000020724
lepisosteus_oculatus ENSLOCG00000003079
