geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest , au_nj  , AU_Ensembl , TreeBestPassTest , NJPassTest , orthoGroupPassTest , EnsemblTreePassTest, TreeBestBetter , NJBetter  , orthoGroupBetter , EnsemblBetter , REC_TreeBest  ,  REC_NJ  ,  REC_Ensembl  , Treebest_REC_is_best  ,  NJ_REC_is_better  ,  ortho_REC_is_best  , Ensembl_REC_is_best 
ENSGT00940000169600,3,"66,67","0,482","0,51","0,469",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000165548,13,"84,62","0,09","0,001","0,929",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000160433,8,100,"0,989","0,00004","0,011",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159954,10,100,"0,999",6E-39,"0,001",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000014590,6,"66,67","0,756","0,45","0,629",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000004040,8,"87,5","0,881","0,139","0,206",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158783,18,"72,22",1,5E-130,"0,0003",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000165172,8,75,"0,448","0,0000001","0,552",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000001511,3,"66,67","0,465","0,505","0,484",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000155294,16,"37,5","0,916",9E-24,"0,084",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000177095,18,100,"0,859","0,0001","0,153",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158387,17,"70,59","0,211","0,812","0,254",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00950000185540,6,100,"0,667","0,203","0,628",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000162882,12,"83,33","0,985","0,0000002","0,015",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178019,6,100,"0,446","0,556","0,442",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000165652,9,100,"0,816","0,0002","0,184",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000164774,9,100,1,"0,003","0,034",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183038,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169631,8,"62,5","0,227","0,767","0,323",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000164045,5,60,"0,406","0,072","0,927",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158566,5,60,"0,887","0,00009","0,114",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000165675,5,60,"0,858","0,143","0,000005",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147974,7,100,"0,63","0,014","0,529",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158220,9,"88,89","0,016","0,006","0,994",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00910000144335,11,100,"0,219",7E-73,"0,781",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158362,4,25,"0,141","0,586","0,651",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00950000182863,6,50,"0,134","0,89","0,139",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00950000183203,15,60,"0,883","0,0000003","0,117",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178120,5,100,"0,505","0,452","0,49",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000010017,13,"84,62","0,148",1E-10,"0,854",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000003628,9,"88,89","0,014","0,014","0,987",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00510000048991,3,"33,33","0,505","0,314","0,625",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00420000029792,3,0,"0,498","0,498","0,46",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
ENSGT00940000156370,6,100,"0,608","0,218","0,613",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000172014,3,100,"0,477","0,462","0,513",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000161512,6,100,"0,829","0,194","0,244",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000167505,5,80,"0,489","0,637","0,6",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00390000008744,16,"87,5","0,2","0,0000005","0,8",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000156549,8,"87,5","0,232","0,002","0,802",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000006227,8,"87,5","0,562",1E-84,"0,438",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000153472,9,"88,89","0,956","0,032","0,044",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158027,8,75,"0,609","0,039","0,582",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147528,7,100,"0,677","0,158","0,553",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183248,6,100,"0,672","0,393","0,367",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000157805,7,100,"0,534","0,003","0,529",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159007,6,100,"0,826","0,296","0,162",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000007890,6,"83,33","0,492","0,495","0,473",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000158046,15,80,"0,5","0,00000002","0,5",1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
ENSGT00940000162075,15,100,"0,987",8E-58,"0,013",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000160970,4,75,"0,495","0,498","0,459",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000174692,11,100,"0,479","0,395","0,578",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000171677,5,40,"0,5","0,471","0,486",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000166658,16,"62,5","0,106","0,000002","0,894",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00910000146899,10,80,1,"0,001",1E-64,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178224,4,100,"0,513","0,471","0,47",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000157459,19,"89,47","0,928",1E-78,"0,072",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000010512,10,90,"0,041","0,0000003","0,96",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00900000143393,17,100,"0,809","0,00001","0,191",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159129,8,"87,5","0,0001",1,"0,00008",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
ENSGT00390000003308,6,"33,33","0,694","0,0002","0,323",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000155347,7,"28,57","0,8","0,361","0,154",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000167924,8,100,"0,632","0,155","0,634",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00720000108834,11,"72,73","0,427","0,00003","0,58",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000164532,14,"85,71","0,002",1E-33,"0,998",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00690000103118,14,100,"0,748","0,0000002","0,252",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000154956,19,"52,63","0,008","0,992","0,00000005",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000163213,12,"91,67","0,528",3E-39,"0,472",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183312,11,100,"0,761","0,003","0,328",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178277,4,100,"0,488","0,448","0,521",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000169756,3,100,"0,485","0,497","0,476",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00390000003337,10,80,"0,866","0,001","0,153",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000156022,3,"66,67","0,48","0,494","0,486",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000161450,15,"73,33","0,671",2E-106,"0,329",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000160474,17,100,"0,381",1E-27,"0,619",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000178375,3,100,"0,475","0,51","0,469",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000178042,9,"44,44","0,413","0,00003","0,591",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00960000186606,7,"57,14","0,153","0,117","0,896",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000163885,13,"69,23","0,286",7E-54,"0,714",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000166522,9,"55,56","0,567","0,02","0,606",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00530000063255,4,100,"0,481","0,477","0,5",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000177785,5,100,"0,219","0,635","0,584",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000177296,3,100,"0,511","0,48","0,46",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00910000146517,7,100,"0,039","0,039","0,961",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000178325,6,100,"0,071","0,942","0,072",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000167576,6,"66,67","0,372","0,221","0,787",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000008931,10,70,"0,559","0,286","0,581",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000016470,11,"63,64","0,6","0,00006","0,406",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159656,7,"85,71","0,963","0,02","0,082",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00860000135092,17,"94,12","0,502",1E-57,"0,498",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000155474,14,"85,71","0,012","0,000002","0,99",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000178658,3,100,"0,487","0,483","0,492",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000168285,3,"66,67","0,467","0,524","0,461",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00640000091497,4,25,"0,492","0,493","0,472",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00390000003246,4,75,"0,491","0,492","0,474",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000156489,7,"57,14","0,622","0,425","0,003",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000176078,13,100,"0,805","0,001","0,208",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000163053,9,"55,56","0,155","0,864","0,203",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000167593,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000012605,10,60,"0,538","0,003","0,518",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000167230,5,40,"0,503","0,000000003","0,497",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183132,25,96,"0,832","0,242","0,014",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000168688,7,100,"0,045","0,0001","0,96",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00530000063787,10,90,"0,403","0,605","0,404",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
,,"79,8099029126","0,5110300971","0,228455006","0,4333726704",92,50,94,88,48,22,69,33,,,,,,,
,,"18,2608954661","0,229624187","0,2440737817","0,2351241638","89,3203883495","48,5436893204","91,2621359223","85,4368932039","46,6019417476","21,359223301","66,9902912621","32,0388349515",,,,,,,
