geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest , au_nj  , AU_Ensembl , TreeBestPassTest , NJPassTest , orthoGroupPassTest , EnsemblTreePassTest, TreeBestBetter , NJBetter  , orthoGroupBetter , EnsemblBetter , REC_TreeBest  ,  REC_NJ  ,  REC_Ensembl  , Treebest_REC_is_best  ,  NJ_REC_is_better  ,  ortho_REC_is_best  , Ensembl_REC_is_best 
ENSGT00940000160433,8,100,"0,8","0,292","0,015",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159954,10,100,1,3E-68,"0,0004",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000014590,6,"66,67","0,565","0,521","0,399",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000004040,8,"62,5","0,547","0,04","0,604",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158783,18,"77,78","0,836",4E-10,"0,164",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000165172,8,75,"0,496","0,314","0,619",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000155294,16,50,"0,464",7E-43,"0,536",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000177095,18,100,"0,928","0,00008","0,079",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158387,17,"88,24","0,545","0,523","0,37",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000185540,6,100,"0,503","0,511","0,457",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000162882,12,"66,67",1,"0,000003","0,000005",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178019,6,100,"0,443","0,562","0,437",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000165652,9,100,"0,834","0,19","0,269",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000164774,9,100,1,"0,0005","0,031",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183038,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169631,8,"87,5","0,065","0,939","0,002",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000165675,5,80,"0,681","0,026","0,498",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147974,7,100,"0,473","0,444","0,535",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158220,9,"77,78","0,012","0,008","0,992",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00910000144335,11,100,"0,22","0,025","0,908",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158362,4,50,"0,113","0,026","0,931",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00950000182863,6,"33,33","0,179","0,894","0,032",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
ENSGT00950000183203,15,"53,33","0,913","0,0002","0,087",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178120,5,100,"0,498","0,487","0,47",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000010017,13,"76,92","0,134","0,00001","0,867",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00510000048991,3,"33,33","0,578","0,508","0,54",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00420000029792,3,"66,67","0,499","0,499","0,501",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
